 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadasInternaçõesValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Procedimento: 0303010223 TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
Período:Nov/2020
"Município";"AIH_aprovadas";"Internações";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"290240 Aurelino Leal";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;7;2,3;-;-
"290270 Barra";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;12;3,0;-;-
"290280 Barra da Estiva";13;13;19772,00;15819,87;-;-;3952,13;-;-;1520,92;1520,92;31;2,4;3;23,08
"290290 Barra do Choça";3;3;4540,00;3627,97;-;-;912,03;-;-;1513,33;1513,33;6;2,0;-;-
"290320 Barreiras";113;113;645783,22;547995,34;-;-;97787,88;-;-;5714,90;5714,90;843;7,5;26;23,01
"290327 Barrocas";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"290340 Belmonte";1;1;1532,00;1227,99;-;-;304,01;-;-;1532,00;1532,00;4;4,0;-;-
"290390 Bom Jesus da Lapa";21;21;31500,00;25115,79;-;-;6384,21;-;-;1500,00;1500,00;176;8,4;-;-
"290405 Bonito";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;9;4,5;-;-
"290410 Boquira";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"290490 Cachoeira";2;2;3032,00;2423,98;-;-;608,02;-;-;1516,00;1516,00;2;1,0;1;50,00
"290520 Caetité";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;9;3,0;-;-
"290530 Cafarnaum";6;6;9152,00;7327,94;-;-;1824,06;-;-;1525,33;1525,33;26;4,3;-;-
"290550 Caldeirão Grande";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"290560 Camacan";26;26;39000,00;31095,74;-;-;7904,26;-;-;1500,00;1500,00;99;3,8;5;19,23
"290570 Camaçari";4;4;6222,25;5006,21;-;-;1216,04;-;-;1555,56;1555,56;5;1,3;-;-
"290600 Campo Formoso";19;19;29081,42;23301,36;-;-;5780,06;-;-;1530,60;1530,60;80;4,2;1;5,26
"290620 Canarana";2;2;3040,00;2431,98;-;-;608,02;-;-;1520,00;1520,00;7;3,5;-;-
"290650 Candeias";3;3;4542,68;3630,65;-;-;912,03;-;-;1514,23;1514,23;2;0,7;-;-
"290690 Caravelas";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;2;1,0;1;50,00
"290720 Casa Nova";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;6;3,0;-;-
"290750 Catu";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;-;-;1;100,00
"290810 Cocos";2;2;3048,00;2439,98;-;-;608,02;-;-;1524,00;1524,00;6;3,0;-;-
"290830 Conceição do Almeida";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;10;2,0;-;-
"290840 Conceição do Coité";2;2;3072,00;2463,98;-;-;608,02;-;-;1536,00;1536,00;9;4,5;-;-
"290850 Conceição do Jacuípe";5;5;7524,00;6003,95;-;-;1520,05;-;-;1504,80;1504,80;13;2,6;2;40,00
"290870 Condeúba";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;4;4,0;-;-
"290910 Coribe";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;3;1,5;-;-
"290930 Correntina";7;7;10668,00;8539,93;-;-;2128,07;-;-;1524,00;1524,00;21;3,0;-;-
"291040 Encruzilhada";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;28;5,6;1;20,00
"291072 Eunápolis";84;84;513401,35;433109,31;-;-;80292,04;-;-;6111,92;6111,92;405;4,8;8;9,52
"291080 Feira de Santana";69;69;159094,25;134603,40;-;-;24490,85;-;-;2305,71;2305,71;875;12,7;16;23,19
"291085 Filadélfia";21;21;31500,00;25115,79;-;-;6384,21;-;-;1500,00;1500,00;63;3,0;1;4,76
"291170 Guanambi";2;2;3734,83;3126,81;-;-;608,02;-;-;1867,41;1867,41;14;7,0;-;-
"291180 Guaratinga";3;3;4532,00;3619,97;-;-;912,03;-;-;1510,67;1510,67;11;3,7;-;-
"291270 Ibirapitanga";10;10;15448,12;12400,28;-;-;3047,84;-;-;1544,81;1544,81;70;7,0;-;-
"291280 Ibirapuã";14;14;21288,00;17031,86;-;-;4256,14;-;-;1520,57;1520,57;70;5,0;-;-
"291290 Ibirataia";11;11;16612,00;13267,89;-;-;3344,11;-;-;1510,18;1510,18;30;2,7;-;-
"291320 Ibotirama";15;15;22868,00;18307,85;-;-;4560,15;-;-;1524,53;1524,53;47;3,1;1;6,67
"291350 Iguaí";15;15;22540,00;17979,85;-;-;4560,15;-;-;1502,67;1502,67;46;3,1;-;-
"291360 Ilhéus";108;108;1194005,40;1019506,84;-;-;174498,56;-;-;11055,61;11055,61;1382;12,8;30;27,78
"291390 Ipiaú";1;1;1800,42;1469,32;-;-;331,10;-;-;1800,42;1800,42;21;21,0;-;-
"291410 Ipupiara";4;4;6040,12;4816,34;-;-;1223,78;-;-;1510,03;1510,03;26;6,5;1;25,00
"291460 Irecê";2;2;3136,41;2528,39;-;-;608,02;-;-;1568,20;1568,20;2;1,0;1;50,00
"291465 Itabela";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;7;2,3;-;-
"291470 Itaberaba";18;18;411020,06;351016,01;-;-;60004,05;-;-;22834,45;22834,45;285;15,8;1;5,56
"291480 Itabuna";113;113;237958,71;197604,05;-;-;40354,66;-;-;2105,83;2105,83;952;8,4;13;11,50
"291550 Itajuípe";36;36;54000,00;43055,64;-;-;10944,36;-;-;1500,00;1500,00;109;3,0;-;-
"291560 Itamaraju";13;13;19548,00;15595,87;-;-;3952,13;-;-;1503,69;1503,69;27;2,1;-;-
"291580 Itambé";2;2;3016,00;2407,98;-;-;608,02;-;-;1508,00;1508,00;2;1,0;-;-
"291610 Itaparica";5;5;7612,24;6076,71;-;-;1535,53;-;-;1522,45;1522,45;23;4,6;-;-
"291690 Itiruçu";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;9;3,0;-;-
"291750 Jacobina";26;26;39151,48;31247,22;-;-;7904,26;-;-;1505,83;1505,83;146;5,6;5;19,23
"291800 Jequié";81;81;717187,93;609180,72;-;-;108007,21;-;-;8854,17;8854,17;777;9,6;16;19,75
"291830 Jitaúna";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"291840 Juazeiro";5;5;13641,73;11304,21;-;-;2337,52;-;-;2728,35;2728,35;36;7,2;-;-
"291915 Lapão";2;2;3080,00;2471,98;-;-;608,02;-;-;1540,00;1540,00;14;7,0;-;-
"291970 Macarani";9;9;13788,00;11051,91;-;-;2736,09;-;-;1532,00;1532,00;36;4,0;-;-
"292020 Malhada";4;4;6016,00;4799,96;-;-;1216,04;-;-;1504,00;1504,00;10;2,5;1;25,00
"292050 Maracás";11;11;16548,00;13203,89;-;-;3344,11;-;-;1504,36;1504,36;39;3,5;-;-
"292120 Miguel Calmon";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;20;6,7;-;-
"292200 Mucuri";5;5;7612,24;6076,71;-;-;1535,53;-;-;1522,45;1522,45;32;6,4;-;-
"292205 Mulungu do Morro";1;1;1548,00;1243,99;-;-;304,01;-;-;1548,00;1548,00;6;6,0;-;-
"292240 Mutuípe";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;6;3,0;-;-
"292250 Nazaré";3;3;4540,00;3627,97;-;-;912,03;-;-;1513,33;1513,33;11;3,7;-;-
"292273 Nova Fátima";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"292340 Palmas de Monte Alto";7;7;10852,00;8723,93;-;-;2128,07;-;-;1550,29;1550,29;49;7,0;1;14,29
"292360 Paramirim";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;6;2,0;-;-
"292400 Paulo Afonso";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;-;-;1;100,00
"292460 Pindobaçu";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;3;1,0;-;-
"292500 Planalto";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;1;0,5;1;50,00
"292510 Poções";1;1;1556,00;1251,99;-;-;304,01;-;-;1556,00;1556,00;7;7,0;-;-
"292530 Porto Seguro";7;7;114155,47;98314,17;-;-;15841,30;-;-;16307,92;16307,92;128;18,3;2;28,57
"292575 Presidente Tancredo Neves";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"292600 Remanso";3;3;41484,41;35346,78;-;-;6137,63;-;-;13828,14;13828,14;31;10,3;1;33,33
"292630 Riachão do Jacuípe";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;19;4,8;1;25,00
"292740 Salvador";691;691;5758480,50;4966265,72;-;-;792214,78;-;-;8333,55;8333,55;8416;12,2;117;16,93
"292840 Santa Rita de Cássia";3;3;4540,00;3627,97;-;-;912,03;-;-;1513,33;1513,33;6;2,0;1;33,33
"292800 Santaluz";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;7;7,0;-;-
"292880 Santo Estêvão";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;10;5,0;1;50,00
"292910 São Felipe";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"292900 São Félix";1;1;2534,58;2094,97;-;-;439,61;-;-;2534,58;2534,58;2;2,0;-;-
"292905 São Félix do Coribe";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"292925 São Gabriel";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;8;4,0;-;-
"292940 São Miguel das Matas";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"292960 Sapeaçu";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;2;1,0;-;-
"292990 Seabra";2;2;3136,41;2528,39;-;-;608,02;-;-;1568,20;1568,20;8;4,0;1;50,00
"293050 Serrinha";2;2;3136,41;2528,39;-;-;608,02;-;-;1568,20;1568,20;43;21,5;-;-
"293077 Sobradinho";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;51;5,7;-;-
"293135 Teixeira de Freitas";31;31;282378,37;241710,99;-;-;40667,38;-;-;9108,98;9108,98;276;8,9;5;16,13
"293150 Teofilândia";1;1;1548,00;1243,99;-;-;304,01;-;-;1548,00;1548,00;8;8,0;-;-
"293200 Uauá";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;9;3,0;-;-
"293210 Ubaíra";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;1;100,00
"293250 Una";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;14;3,5;-;-
"293290 Valença";3;3;9760,92;8167,29;-;-;1593,63;-;-;3253,64;3253,64;11;3,7;1;33,33
"293310 Várzea do Poço";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;4;4,0;-;-
"293330 Vitória da Conquista";198;198;773154,98;651421,73;-;-;121733,25;-;-;3904,82;3904,82;1468;7,4;63;31,82
"310110 Aimorés";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;30;2,7;1;9,09
"310150 Além Paraíba";33;33;77883,01;64935,28;-;-;12947,73;-;-;2360,09;2360,09;182;5,5;3;9,09
"310160 Alfenas";77;77;465002,65;393278,74;-;-;71723,91;-;-;6039,00;6039,00;497;6,5;14;18,18
"310170 Almenara";5;5;7945,50;6425,45;-;-;1520,05;-;-;1589,10;1589,10;19;3,8;1;20,00
"310260 Andradas";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"310350 Araguari";22;22;292796,31;252028,09;-;-;40768,22;-;-;13308,92;13308,92;143;6,5;12;54,55
"310375 Araporã";13;13;21026,32;17074,19;-;-;3952,13;-;-;1617,41;1617,41;18;1,4;-;-
"310400 Araxá";16;16;54068,91;45581,35;-;-;8487,56;-;-;3379,31;3379,31;132;8,3;1;6,25
"310450 Arinos";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;-;-
"310490 Baependi";7;7;24798,11;20839,44;-;-;3958,67;-;-;3542,59;3542,59;42;6,0;-;-
"310560 Barbacena";5;5;11132,29;9397,91;-;-;1734,38;-;-;2226,46;2226,46;51;10,2;1;20,00
"310590 Barroso";3;3;4592,08;3680,05;-;-;912,03;-;-;1530,69;1530,69;13;4,3;1;33,33
"310620 Belo Horizonte";604;604;4708740,86;4022405,16;-;-;686335,70;-;-;7795,93;7795,93;8354;13,8;112;18,54
"310670 Betim";77;77;993588,86;846768,82;-;-;146820,04;-;-;12903,75;12903,75;787;10,2;21;27,27
"310690 Bicas";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;14;14,0;-;-
"310710 Boa Esperança";11;11;21529,62;17469,08;-;-;4060,54;-;-;1957,24;1957,24;74;6,7;1;9,09
"310730 Bocaiúva";3;3;4600,18;3676,54;-;-;923,64;-;-;1533,39;1533,39;31;10,3;-;-
"310740 Bom Despacho";4;4;6088,00;4871,96;-;-;1216,04;-;-;1522,00;1522,00;17;4,3;-;-
"310860 Brasília de Minas";9;9;34877,47;29198,58;-;-;5678,89;-;-;3875,27;3875,27;31;3,4;5;55,56
"310900 Brumadinho";5;5;7528,02;6007,97;-;-;1520,05;-;-;1505,60;1505,60;13;2,6;-;-
"310990 Caetanópolis";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;-;-;-;-
"311000 Caeté";6;6;10451,14;8353,48;-;-;2097,66;-;-;1741,86;1741,86;11;1,8;-;-
"311070 Cambuquira";3;3;4732,24;3804,73;-;-;927,51;-;-;1577,41;1577,41;23;7,7;-;-
"311120 Campo Belo";20;20;92501,83;78087,25;-;-;14414,58;-;-;4625,09;4625,09;179;8,9;4;20,00
"311230 Capelinha";7;7;11728,40;9511,32;-;-;2217,08;-;-;1675,49;1675,49;79;11,3;3;42,86
"311260 Capinópolis";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"311330 Carangola";31;31;123640,77;104089,09;-;-;19551,68;-;-;3988,41;3988,41;150;4,8;7;22,58
"311340 Caratinga";25;25;53096,26;43981,67;-;-;9114,59;-;-;2123,85;2123,85;137;5,5;1;4,00
"311430 Carmo do Paranaíba";1;1;1532,00;1227,99;-;-;304,01;-;-;1532,00;1532,00;4;4,0;-;-
"311510 Cássia";2;2;3168,41;2560,39;-;-;608,02;-;-;1584,20;1584,20;8;4,0;-;-
"311530 Cataguases";21;21;119711,73;103844,94;-;-;15866,79;-;-;5700,56;5700,56;197;9,4;5;23,81
"311580 Centralina";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;15;3,0;-;-
"311710 Conceição da Aparecida";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"311730 Conceição das Alagoas";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;8;2,0;-;-
"311750 Conceição do Mato Dentro";4;4;6100,30;4864,91;-;-;1235,39;-;-;1525,08;1525,08;28;7,0;1;25,00
"311770 Conceição do Rio Verde";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;5;2,5;-;-
"311800 Congonhas";6;6;32539,05;27731,39;-;-;4807,66;-;-;5423,18;5423,18;88;14,7;5;83,33
"311830 Conselheiro Lafaiete";28;28;125673,53;106889,44;-;-;18784,09;-;-;4488,34;4488,34;235;8,4;7;25,00
"311840 Conselheiro Pena";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"311860 Contagem";131;131;1451664,24;1239221,72;-;-;212442,52;-;-;11081,41;11081,41;1284;9,8;27;20,61
"311940 Coronel Fabriciano";42;42;76736,38;63410,96;-;452,00;12873,42;-;-;1827,06;1827,06;343;8,2;12;28,57
"312080 Cruzília";4;4;6116,06;4896,15;-;-;1219,91;-;-;1529,01;1529,01;27;6,8;-;-
"312090 Curvelo";39;39;377038,18;322246,61;-;-;54791,57;-;-;9667,65;9667,65;376;9,6;7;17,95
"312160 Diamantina";8;8;15582,79;12785,91;-;-;2796,88;-;-;1947,85;1947,85;27;3,4;1;12,50
"312230 Divinópolis";81;81;301836,64;253534,56;-;-;48302,08;-;-;3726,38;3726,38;700;8,6;22;27,16
"312410 Esmeraldas";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"312430 Espinosa";1;1;1524,00;1219,99;-;-;304,01;-;-;1524,00;1524,00;3;3,0;-;-
"312490 Eugenópolis";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;11;5,5;-;-
"312510 Extrema";22;22;175903,01;149675,59;-;-;26227,42;-;-;7995,59;7995,59;118;5,4;1;4,55
"312560 Felisburgo";7;7;10564,00;8435,93;-;-;2128,07;-;-;1509,14;1509,14;24;3,4;-;-
"312595 Fervedouro";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;4;0,7;-;-
"312610 Formiga";10;10;15232,45;12192,35;-;-;3040,10;-;-;1523,25;1523,25;41;4,1;-;-
"312670 Francisco Sá";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;7;2,3;-;-
"312710 Frutal";9;9;13680,67;10944,58;-;-;2736,09;-;-;1520,07;1520,07;41;4,6;1;11,11
"312770 Governador Valadares";201;201;1749887,83;1495833,66;-;-;254054,17;-;-;8705,91;8705,91;1498;7,5;63;31,34
"312870 Guaxupé";9;9;14078,64;11327,07;-;-;2751,57;-;-;1564,29;1564,29;56;6,2;-;-
"313130 Ipatinga";161;161;1286840,35;1106602,31;-;-;180238,04;-;-;7992,80;7992,80;1759;10,9;47;29,19
"313170 Itabira";23;23;185425,32;158656,29;-;-;26769,03;-;-;8061,97;8061,97;227;9,9;3;13,04
"313190 Itabirito";5;5;8421,76;6893,97;-;-;1527,79;-;-;1684,35;1684,35;41;8,2;1;20,00
"313240 Itajubá";20;20;65189,01;54566,21;-;-;10622,80;-;-;3259,45;3259,45;84;4,2;1;5,00
"313270 Itambacuri";3;3;4556,00;3643,97;-;-;912,03;-;-;1518,67;1518,67;17;5,7;-;-
"313310 Itanhandu";15;15;23018,37;18458,22;-;-;4560,15;-;-;1534,56;1534,56;89;5,9;-;-
"313320 Itanhomi";9;9;13692,00;10955,91;-;-;2736,09;-;-;1521,33;1521,33;39;4,3;-;-
"313330 Itaobim";8;8;12112,00;9679,92;-;-;2432,08;-;-;1514,00;1514,00;20;2,5;1;12,50
"313380 Itaúna";21;21;219447,77;188229,38;-;-;31218,39;-;-;10449,89;10449,89;292;13,9;6;28,57
"313420 Ituiutaba";7;7;16597,45;13632,56;-;-;2964,89;-;-;2371,06;2371,06;52;7,4;1;14,29
"313440 Iturama";11;11;16652,40;13308,29;-;-;3344,11;-;-;1513,85;1513,85;30;2,7;-;-
"313460 Jaboticatubas";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;13;3,3;2;50,00
"313505 Jaíba";2;2;3080,00;2471,98;-;-;608,02;-;-;1540,00;1540,00;11;5,5;-;-
"313510 Janaúba";18;18;181634,42;154702,87;-;-;26931,55;-;-;10090,80;10090,80;196;10,9;2;11,11
"313620 João Monlevade";22;22;55985,08;47774,10;-;-;8210,98;-;-;2544,78;2544,78;173;7,9;7;31,82
"313630 João Pinheiro";5;5;7990,95;6470,90;-;-;1520,05;-;-;1598,19;1598,19;30;6,0;-;-
"313670 Juiz de Fora";206;206;1087536,98;924411,18;-;-;163125,80;-;-;5279,31;5279,31;2403;11,7;27;13,11
"313700 Ladainha";9;9;13732,00;10995,91;-;-;2736,09;-;-;1525,78;1525,78;38;4,2;1;11,11
"313710 Lagamar";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"313720 Lagoa da Prata";20;20;45014,05;36889,05;-;-;8125,00;-;-;2250,70;2250,70;91;4,5;2;10,00
"313760 Lagoa Santa";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;12;12,0;-;-
"313770 Lajinha";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;3;3,0;-;-
"313820 Lavras";14;14;182504,84;155574,24;-;-;26930,60;-;-;13036,06;13036,06;148;10,6;4;28,57
"313840 Leopoldina";45;45;261669,85;222882,74;-;-;38787,11;-;-;5814,89;5814,89;332;7,4;4;8,89
"313920 Malacacheta";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;11;11,0;-;-
"313930 Manga";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;40;5,0;2;25,00
"313940 Manhuaçu";65;65;497214,47;425378,58;-;-;71835,89;-;-;7649,45;7649,45;651;10,0;6;9,23
"313950 Manhumirim";33;33;57839,00;46857,47;-;-;10981,53;-;-;1752,70;1752,70;136;4,1;3;9,09
"313960 Mantena";18;18;27376,00;21903,82;-;-;5472,18;-;-;1520,89;1520,89;68;3,8;1;5,56
"314000 Mariana";6;6;11340,98;9497,57;-;-;1843,41;-;-;1890,16;1890,16;51;8,5;1;16,67
"314070 Mateus Leme";4;4;6784,25;5446,61;-;-;1337,64;-;-;1696,06;1696,06;17;4,3;-;-
"314090 Matipó";11;11;16709,56;13365,45;-;-;3344,11;-;-;1519,05;1519,05;23;2,1;1;9,09
"314180 Minas Novas";4;4;6300,42;5057,29;-;-;1243,13;-;-;1575,11;1575,11;31;7,8;-;-
"314190 Minduri";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"314200 Mirabela";10;10;15032,00;11991,90;-;-;3040,10;-;-;1503,20;1503,20;13;1,3;-;-
"314220 Miraí";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;7;2,3;-;-
"314270 Montalvânia";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;5;1,3;-;-
"314280 Monte Alegre de Minas";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;29;5,8;-;-
"314310 Monte Carmelo";4;4;7760,61;6317,37;-;-;1443,24;-;-;1940,15;1940,15;17;4,3;-;-
"314330 Montes Claros";79;79;617664,09;528131,08;-;-;89533,01;-;-;7818,53;7818,53;783;9,9;22;27,85
"314390 Muriaé";25;25;182432,36;155579,78;-;-;26852,58;-;-;7297,29;7297,29;218;8,7;4;16,00
"314430 Nanuque";10;10;16319,44;13279,34;-;-;3040,10;-;-;1631,94;1631,94;42;4,2;-;-
"314480 Nova Lima";42;42;63138,41;50369,99;-;-;12768,42;-;-;1503,30;1503,30;212;5,0;1;2,38
"314500 Nova Ponte";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"314520 Nova Serrana";29;29;285891,53;243577,46;-;-;42314,07;-;-;9858,33;9858,33;279;9,6;8;27,59
"314530 Novo Cruzeiro";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;4;4,0;-;-
"314560 Oliveira";14;14;21888,17;17632,03;-;-;4256,14;-;-;1563,44;1563,44;53;3,8;-;-
"314590 Ouro Branco";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;-;-
"314600 Ouro Fino";17;17;25500,00;20331,83;-;-;5168,17;-;-;1500,00;1500,00;48;2,8;1;5,88
"314610 Ouro Preto";28;28;278558,57;238206,68;-;-;40351,89;-;-;9948,52;9948,52;249;8,9;8;28,57
"314630 Padre Paraíso";3;3;4516,00;3603,97;-;-;912,03;-;-;1505,33;1505,33;14;4,7;-;-
"314710 Pará de Minas";16;16;287384,05;246945,80;-;-;40438,25;-;-;17961,50;17961,50;191;11,9;3;18,75
"314700 Paracatu";10;10;35015,63;29399,13;-;-;5616,50;-;-;3501,56;3501,56;75;7,5;1;10,00
"314770 Passa Tempo";5;5;7508,00;5987,95;-;-;1520,05;-;-;1501,60;1501,60;1;0,2;-;-
"314790 Passos";31;31;260128,66;223664,08;-;-;36464,58;-;-;8391,25;8391,25;411;13,3;7;22,58
"314800 Patos de Minas";23;23;39939,58;32741,42;-;-;7198,16;-;-;1736,50;1736,50;114;5,0;1;4,35
"314810 Patrocínio";11;11;36235,22;30832,03;-;-;5403,19;-;-;3294,11;3294,11;126;11,5;6;54,55
"314860 Peçanha";4;4;6131,90;4915,86;-;-;1216,04;-;-;1532,97;1532,97;15;3,8;-;-
"314870 Pedra Azul";7;7;10520,06;8388,12;-;-;2131,94;-;-;1502,87;1502,87;36;5,1;1;14,29
"315120 Pirapora";33;33;182813,60;154454,21;-;-;28359,39;-;-;5539,81;5539,81;208;6,3;7;21,21
"315150 Piumhi";7;7;12975,72;10847,65;-;-;2128,07;-;-;1853,67;1853,67;37;5,3;-;-
"315180 Poços de Caldas";64;64;742082,08;640247,39;-;-;101834,69;-;-;11595,03;11595,03;580;9,1;21;32,81
"315200 Pompéu";1;1;1532,00;1227,99;-;-;304,01;-;-;1532,00;1532,00;4;4,0;-;-
"315210 Ponte Nova";47;47;264863,91;225847,14;-;-;39016,77;-;-;5635,40;5635,40;468;10,0;10;21,28
"315220 Porteirinha";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;72;7,2;-;-
"315250 Pouso Alegre";81;81;1164936,22;999194,16;-;-;165742,06;-;-;14381,93;14381,93;994;12,3;42;51,85
"315430 Resplendor";30;30;47352,42;38127,63;-;-;9224,79;-;-;1578,41;1578,41;175;5,8;4;13,33
"315460 Ribeirão das Neves";11;11;16664,06;13316,08;-;-;3347,98;-;-;1514,91;1514,91;50;4,5;-;-
"315550 Rio Paranaíba";3;3;4580,00;3667,97;-;-;912,03;-;-;1526,67;1526,67;10;3,3;-;-
"315570 Rio Piracicaba";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"315670 Sabará";22;22;33515,51;26792,46;-;-;6723,05;-;-;1523,43;1523,43;147;6,7;2;9,09
"315690 Sacramento";2;2;3334,06;2714,43;-;-;619,63;-;-;1667,03;1667,03;14;7,0;-;-
"315700 Salinas";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;41;4,6;-;-
"315710 Salto da Divisa";3;3;4548,00;3635,97;-;-;912,03;-;-;1516,00;1516,00;12;4,0;-;-
"315720 Santa Bárbara";8;8;12072,00;9639,92;-;-;2432,08;-;-;1509,00;1509,00;17;2,1;-;-
"315780 Santa Luzia";65;65;161633,22;132283,12;-;-;29350,10;-;-;2486,66;2486,66;480;7,4;13;20,00
"315790 Santa Margarida";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;3;1,5;-;-
"315820 Santa Maria do Suaçuí";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
