 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadasInternaçõesValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Procedimento: 0303010223 TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
Período:Nov/2020
"Município";"AIH_aprovadas";"Internações";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"220770 Parnaíba";28;28;135882,36;114192,48;-;-;21689,88;-;-;4852,94;4852,94;239;8,5;5;17,86
"220790 Pedro II";8;8;12060,00;9627,92;-;-;2432,08;-;-;1507,50;1507,50;48;6,0;-;-
"221050 São Pedro do Piauí";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;13;13,0;-;-
"221060 São Raimundo Nonato";39;39;59516,00;47659,61;-;-;11856,39;-;-;1526,05;1526,05;234;6,0;2;5,13
"221100 Teresina";404;404;3536923,59;3034866,14;-;-;502057,45;-;-;8754,76;8754,76;3768;9,3;86;21,29
"221110 União";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;4;4,0;-;-
"221120 Uruçuí";12;12;18000,00;14351,88;-;-;3648,12;-;-;1500,00;1500,00;44;3,7;-;-
"221130 Valença do Piauí";22;22;33420,04;26731,82;-;-;6688,22;-;-;1519,09;1519,09;93;4,2;-;-
"230020 Acaraú";10;10;15368,36;12305,04;-;-;3063,32;-;-;1536,84;1536,84;85;8,5;-;-
"230030 Acopiara";7;7;10540,00;8411,93;-;-;2128,07;-;-;1505,71;1505,71;36;5,1;-;-
"230070 Alto Santo";1;1;1548,00;1243,99;-;-;304,01;-;-;1548,00;1548,00;6;6,0;-;-
"230100 Aquiraz";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;97;7,5;2;15,38
"230110 Aracati";5;5;7768,83;6248,78;-;-;1520,05;-;-;1553,77;1553,77;36;7,2;1;20,00
"230160 Assaré";10;10;15048,00;12007,90;-;-;3040,10;-;-;1504,80;1504,80;42;4,2;1;10,00
"230170 Aurora";9;9;13716,00;10979,91;-;-;2736,09;-;-;1524,00;1524,00;48;5,3;-;-
"230185 Banabuiú";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;-;-
"230190 Barbalha";39;39;285059,89;243527,54;-;-;41532,35;-;-;7309,23;7309,23;416;10,7;11;28,21
"230200 Barro";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;29;9,7;-;-
"230220 Beberibe";5;5;7564,00;6043,95;-;-;1520,05;-;-;1512,80;1512,80;16;3,2;1;20,00
"230230 Bela Cruz";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"230240 Boa Viagem";19;19;29084,77;23308,58;-;-;5776,19;-;-;1530,78;1530,78;61;3,2;-;-
"230250 Brejo Santo";73;73;129946,12;105383,47;-;-;24562,65;-;-;1780,08;1780,08;282;3,9;-;-
"230260 Camocim";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;4;4,0;-;-
"230270 Campos Sales";8;8;12136,00;9703,92;-;-;2432,08;-;-;1517,00;1517,00;34;4,3;-;-
"230280 Canindé";10;10;15850,03;12763,49;-;-;3086,54;-;-;1585,00;1585,00;78;7,8;3;30,00
"230310 Cariré";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;7;7,0;-;-
"230320 Caririaçu";2;2;3088,00;2479,98;-;-;608,02;-;-;1544,00;1544,00;13;6,5;-;-
"230330 Cariús";3;3;4596,00;3683,97;-;-;912,03;-;-;1532,00;1532,00;18;6,0;-;-
"230340 Carnaubal";1;1;1564,00;1259,99;-;-;304,01;-;-;1564,00;1564,00;8;8,0;-;-
"230360 Catarina";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;43;7,2;-;-
"230380 Cedro";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;101;11,2;2;22,22
"230390 Chaval";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"230395 Chorozinho";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;5;1,7;-;-
"230400 Coreaú";3;3;4660,00;3747,97;-;-;912,03;-;-;1553,33;1553,33;20;6,7;-;-
"230410 Crateús";38;38;58621,95;47069,57;-;-;11552,38;-;-;1542,68;1542,68;243;6,4;6;15,79
"230420 Crato";20;20;38158,64;31599,97;-;-;6558,67;-;-;1907,93;1907,93;77;3,9;3;15,00
"230423 Croatá";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;7;7,0;-;-
"230425 Cruz";2;2;3048,00;2439,98;-;-;608,02;-;-;1524,00;1524,00;40;20,0;-;-
"230426 Deputado Irapuan Pinheiro";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"230430 Farias Brito";1;1;1570,15;1266,14;-;-;304,01;-;-;1570,15;1570,15;7;7,0;-;-
"230440 Fortaleza";337;337;2672267,94;2287270,34;-;-;384997,60;-;-;7929,58;7929,58;3866;11,5;74;21,96
"230480 Granjeiro";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"230500 Guaraciaba do Norte";1;1;1562,15;1258,14;-;-;304,01;-;-;1562,15;1562,15;10;10,0;-;-
"230540 Icó";13;13;53401,02;44677,69;-;-;8723,33;-;-;4107,77;4107,77;80;6,2;4;30,77
"230550 Iguatu";19;19;30029,48;24241,68;-;-;5787,80;-;-;1580,50;1580,50;99;5,2;3;15,79
"230580 Ipu";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;14;2,8;-;-
"230600 Iracema";12;12;18224,00;14575,88;-;-;3648,12;-;-;1518,67;1518,67;31;2,6;-;-
"230625 Itaitinga";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"230630 Itapagé";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;7;7,0;-;-
"230640 Itapipoca";15;15;117858,66;100575,33;-;-;17283,33;-;-;7857,24;7857,24;127;8,5;2;13,33
"230655 Itarema";2;2;3040,00;2431,98;-;-;608,02;-;-;1520,00;1520,00;5;2,5;-;-
"230670 Jaguaretama";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;4;4,0;-;-
"230690 Jaguaribe";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;17;3,4;-;-
"230700 Jaguaruana";4;4;6112,00;4895,96;-;-;1216,04;-;-;1528,00;1528,00;22;5,5;-;-
"230710 Jardim";3;3;4604,00;3691,97;-;-;912,03;-;-;1534,67;1534,67;13;4,3;-;-
"230730 Juazeiro do Norte";190;190;841208,34;716062,50;-;-;125145,84;-;-;4427,41;4427,41;1760;9,3;99;52,11
"230740 Jucás";2;2;3152,00;2543,98;-;-;608,02;-;-;1576,00;1576,00;19;9,5;-;-
"230750 Lavras da Mangabeira";23;23;35116,00;28123,77;-;-;6992,23;-;-;1526,78;1526,78;98;4,3;1;4,35
"230760 Limoeiro do Norte";63;63;345246,34;291183,76;-;-;54062,58;-;-;5480,10;5480,10;375;6,0;11;17,46
"230765 Maracanaú";25;25;51313,83;42069,48;-;-;9244,35;-;-;2052,55;2052,55;164;6,6;5;20,00
"230770 Maranguape";9;9;13556,00;10819,91;-;-;2736,09;-;-;1506,22;1506,22;41;4,6;2;22,22
"230800 Massapê";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;3;3,0;-;-
"230810 Mauriti";23;23;34836,00;27843,77;-;-;6992,23;-;-;1514,61;1514,61;173;7,5;3;13,04
"230830 Milagres";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;-;-
"230835 Milhã";3;3;4516,00;3603,97;-;-;912,03;-;-;1505,33;1505,33;8;2,7;-;-
"230840 Missão Velha";2;2;3032,00;2423,98;-;-;608,02;-;-;1516,00;1516,00;8;4,0;-;-
"230850 Mombaça";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;40;5,0;-;-
"230870 Morada Nova";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;31;4,4;1;14,29
"230900 Mucambo";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;23;3,3;-;-
"230910 Mulungu";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;5;2,5;-;-
"230930 Nova Russas";11;11;16684,00;13339,89;-;-;3344,11;-;-;1516,73;1516,73;42;3,8;-;-
"230950 Orós";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;9;3,0;1;33,33
"230970 Pacatuba";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;12;6,0;-;-
"231020 Paracuru";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;63;4,8;1;7,69
"231050 Pedra Branca";14;14;21112,00;16855,86;-;-;4256,14;-;-;1508,00;1508,00;43;3,1;1;7,14
"231070 Pentecoste";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;33;11,0;-;-
"231085 Pindoretama";1;1;1823,20;1519,19;-;-;304,01;-;-;1823,20;1823,20;8;8,0;-;-
"231135 Quixelô";5;5;7516,00;5995,95;-;-;1520,05;-;-;1503,20;1503,20;14;2,8;-;-
"231140 Quixeramobim";207;207;631538,21;541212,58;-;-;90325,63;-;-;3050,91;3050,91;2470;11,9;82;39,61
"231150 Quixeré";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;11;5,5;-;-
"231160 Redenção";5;5;7568,00;6047,95;-;-;1520,05;-;-;1513,60;1513,60;28;5,6;1;20,00
"231180 Russas";17;17;26765,55;21558,68;-;-;5206,87;-;-;1574,44;1574,44;98;5,8;1;5,88
"231220 Santa Quitéria";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;-;-
"231230 São Benedito";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;4;2,0;-;-
"231270 Senador Pompeu";1;1;1532,00;1227,99;-;-;304,01;-;-;1532,00;1532,00;5;5,0;-;-
"231290 Sobral";195;195;1882639,77;1601994,85;-;-;280644,92;-;-;9654,56;9654,56;2177;11,2;33;16,92
"231300 Solonópole";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;5;2,5;-;-
"231310 Tabuleiro do Norte";5;5;7924,24;6388,71;-;-;1535,53;-;-;1584,85;1584,85;44;8,8;-;-
"231320 Tamboril";4;4;6096,00;4879,96;-;-;1216,04;-;-;1524,00;1524,00;11;2,8;-;-
"231330 Tauá";33;33;266977,46;227283,82;-;-;39693,64;-;-;8090,23;8090,23;289;8,8;7;21,21
"231340 Tianguá";21;21;348242,33;300507,73;-;-;47734,60;-;-;16582,97;16582,97;231;11,0;5;23,81
"231360 Ubajara";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;8;2,7;-;-
"231395 Varjota";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"231400 Várzea Alegre";7;7;10628,00;8499,93;-;-;2128,07;-;-;1518,29;1518,29;17;2,4;-;-
"240020 Açu";13;13;32812,77;27030,06;-;-;5782,71;-;-;2524,06;2524,06;62;4,8;2;15,38
"240050 Alexandria";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;1;0,5;-;-
"240100 Apodi";19;19;29380,24;23588,57;-;-;5791,67;-;-;1546,33;1546,33;103;5,4;2;10,53
"240200 Caicó";19;19;60556,42;50463,43;-;-;10092,99;-;-;3187,18;3187,18;208;10,9;4;21,05
"240310 Currais Novos";8;8;14169,76;11737,68;-;-;2432,08;-;-;1771,22;1771,22;93;11,6;2;25,00
"240450 Guamaré";4;4;6203,70;4987,66;-;-;1216,04;-;-;1550,92;1550,92;21;5,3;-;-
"240560 Jardim de Piranhas";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;6;2,0;-;-
"240710 Macaíba";5;5;41091,06;34829,64;-;-;6261,42;-;-;8218,21;8218,21;91;18,2;1;20,00
"240720 Macau";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;15;5,0;-;-
"240800 Mossoró";94;94;916029,99;781922,77;-;-;134107,22;-;-;9745,00;9745,00;858;9,1;25;26,60
"240810 Natal";308;308;1278048,15;1073473,32;-;-;204574,83;-;-;4149,51;4149,51;3202;10,4;71;23,05
"240325 Parnamirim";54;54;356966,26;303095,99;-;-;53870,27;-;-;6610,49;6610,49;411;7,6;6;11,11
"240940 Pau dos Ferros";43;43;159462,73;133212,74;-;-;26249,99;-;-;3708,44;3708,44;243;5,7;11;25,58
"241120 Santa Cruz";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;14;4,7;-;-
"241150 Santo Antônio";6;6;9718,07;7822,34;-;-;1895,73;-;-;1619,68;1619,68;31;5,2;1;16,67
"241260 São Paulo do Potengi";5;5;19505,34;16493,69;-;-;3011,65;-;-;3901,07;3901,07;39;7,8;1;20,00
"241280 São Rafael";1;1;1540,00;1235,99;-;-;304,01;-;-;1540,00;1540,00;5;5,0;-;-
"241440 Touros";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;37;4,1;2;22,22
"250130 Aroeiras";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;1;100,00
"250240 Bonito de Santa Fé";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;14;4,7;-;-
"250320 Cabedelo";7;7;10593,70;8465,63;-;-;2128,07;-;-;1513,39;1513,39;29;4,1;2;28,57
"250370 Cajazeiras";70;70;154401,84;126883,54;-;-;27518,30;-;-;2205,74;2205,74;393;5,6;19;27,14
"250400 Campina Grande";60;60;226096,97;189164,67;-;-;36932,30;-;-;3768,28;3768,28;449;7,5;18;30,00
"250510 Cuité";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;2;2,0;-;-
"250600 Esperança";1;1;1524,00;1219,99;-;-;304,01;-;-;1524,00;1524,00;3;3,0;-;-
"250750 João Pessoa";162;162;885743,81;754968,17;-;-;130775,64;-;-;5467,55;5467,55;1686;10,4;55;33,95
"251080 Patos";3;3;9213,50;7691,27;-;-;1522,23;-;-;3071,17;3071,17;27;9,0;-;-
"251210 Pombal";26;26;39000,00;31095,74;-;-;7904,26;-;-;1500,00;1500,00;136;5,2;4;15,38
"251370 Santa Rita";79;79;265057,20;225071,41;-;-;39985,79;-;-;3355,15;3355,15;721;9,1;21;26,58
"251390 São Bento";7;7;10525,00;8396,93;-;-;2128,07;-;-;1503,57;1503,57;36;5,1;-;-
"251550 Serra Branca";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"251600 Solânea";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"251610 Soledade";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;10;5,0;-;-
"260010 Afogados da Ingazeira";44;44;66075,90;52699,46;-;-;13376,44;-;-;1501,72;1501,72;459;10,4;24;54,55
"260030 Agrestina";14;14;21855,78;17599,64;-;-;4256,14;-;-;1561,13;1561,13;86;6,1;1;7,14
"260040 Água Preta";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;19;6,3;-;-
"260050 Águas Belas";1;1;1548,00;1243,99;-;-;304,01;-;-;1548,00;1548,00;6;6,0;-;-
"260080 Altinho";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;1;100,00
"260110 Araripina";112;112;508143,81;436561,69;-;-;71582,12;-;-;4537,00;4537,00;1437;12,8;27;24,11
"260120 Arcoverde";97;97;214274,40;175130,84;-;-;39143,56;-;-;2209,01;2209,01;725;7,5;12;12,37
"260140 Barreiros";7;7;10814,61;8686,54;-;-;2128,07;-;-;1544,94;1544,94;53;7,6;-;-
"260180 Betânia";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;12;6,0;-;-
"260190 Bezerros";73;73;244904,68;203839,35;-;-;41065,33;-;-;3354,86;3354,86;639;8,8;12;16,44
"260200 Bodocó";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;41;6,8;-;-
"260210 Bom Conselho";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;31;7,8;1;25,00
"260220 Bom Jardim";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"260230 Bonito";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;33;8,3;-;-
"260240 Brejão";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"260280 Buíque";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;14;7,0;-;-
"260290 Cabo de Santo Agostinho";55;55;216631,26;187269,84;-;-;29361,42;-;-;3938,75;3938,75;655;11,9;21;38,18
"260300 Cabrobó";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;30;5,0;-;-
"260320 Caetés";17;17;25677,46;20509,29;-;-;5168,17;-;-;1510,44;1510,44;140;8,2;-;-
"260330 Calçado";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;18;9,0;-;-
"260350 Camocim de São Félix";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"260360 Camutanga";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;27;6,8;-;-
"260380 Capoeiras";7;7;10708,00;8579,93;-;-;2128,07;-;-;1529,71;1529,71;47;6,7;-;-
"260390 Carnaíba";2;2;3040,00;2431,98;-;-;608,02;-;-;1520,00;1520,00;5;2,5;-;-
"260410 Caruaru";416;416;2431699,53;2074101,25;-;-;357598,28;-;-;5845,43;5845,43;5355;12,9;119;28,61
"260430 Cedro";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"260450 Chã Grande";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;15;5,0;-;-
"260480 Cortês";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;25;8,3;-;-
"260500 Cupira";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;28;9,3;-;-
"260515 Dormentes";7;7;10668,00;8539,93;-;-;2128,07;-;-;1524,00;1524,00;48;6,9;-;-
"260540 Feira Nova";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;31;5,2;-;-
"260545 Fernando de Noronha";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"260570 Floresta";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"260580 Frei Miguelinho";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;12;2,4;-;-
"260600 Garanhuns";237;237;717849,82;602130,24;-;-;115719,58;-;-;3028,90;3028,90;1563;6,6;56;23,63
"260610 Glória do Goitá";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;42;5,3;-;-
"260620 Goiana";24;24;36056,69;28760,45;-;-;7296,24;-;-;1502,36;1502,36;82;3,4;-;-
"260640 Gravatá";19;19;28500,00;22723,81;-;-;5776,19;-;-;1500,00;1500,00;151;7,9;-;-
"260680 Igarassu";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;44;3,4;-;-
"260720 Ipojuca";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;52;4,7;1;9,09
"260750 Itaíba";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;18;4,5;-;-
"260790 Jaboatão dos Guararapes";39;39;529386,60;456399,02;-;-;72987,58;-;-;13574,02;13574,02;449;11,5;20;51,28
"260795 Jaqueira";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"260800 Jataúba";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;11;5,5;-;-
"260810 João Alfredo";7;7;10532,00;8403,93;-;-;2128,07;-;-;1504,57;1504,57;37;5,3;-;-
"260875 Lagoa Grande";4;4;6104,00;4887,96;-;-;1216,04;-;-;1526,00;1526,00;14;3,5;1;25,00
"260880 Lajedo";10;10;15272,00;12231,90;-;-;3040,10;-;-;1527,20;1527,20;53;5,3;-;-
"260890 Limoeiro";62;62;104321,51;85472,89;-;-;18848,62;-;-;1682,61;1682,61;628;10,1;30;48,39
"260915 Manari";3;3;4508,00;3595,97;-;-;912,03;-;-;1502,67;1502,67;3;1,0;-;-
"260960 Olinda";220;220;2065902,55;1763642,55;-;-;302260,00;-;-;9390,47;9390,47;1992;9,1;64;29,09
"260990 Ouricuri";53;53;82906,07;66793,54;-;-;16112,53;-;-;1564,27;1564,27;288;5,4;13;24,53
"261000 Palmares";125;125;302835,55;251728,39;-;-;51107,16;-;-;2422,68;2422,68;1095;8,8;29;23,20
"261030 Paranatama";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;7;2,3;-;-
"261040 Parnamirim";3;3;4508,00;3595,97;-;-;912,03;-;-;1502,67;1502,67;11;3,7;-;-
"261070 Paulista";3;3;19363,83;17339,91;-;-;2023,92;-;-;6454,61;6454,61;38;12,7;-;-
"261090 Pesqueira";6;6;9320,00;7495,94;-;-;1824,06;-;-;1553,33;1553,33;40;6,7;3;50,00
"261100 Petrolândia";5;5;7604,00;6083,95;-;-;1520,05;-;-;1520,80;1520,80;33;6,6;-;-
"261110 Petrolina";103;103;256753,01;213024,76;-;-;43728,25;-;-;2492,75;2492,75;730;7,1;21;20,39
"261160 Recife";1227;1227;7753849,28;6616135,57;-;-;1137713,71;-;-;6319,36;6319,36;11603;9,5;295;24,04
"261220 Salgueiro";56;56;115734,73;94615,00;-;-;21119,73;-;-;2066,69;2066,69;449;8,0;8;14,29
"261230 Saloá";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;12;2,4;-;-
"261247 Santa Cruz da Baixa Verde";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"261300 São Bento do Una";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;18;4,5;-;-
"261310 São Caitano";3;3;4516,00;3603,97;-;-;912,03;-;-;1505,33;1505,33;7;2,3;-;-
"261320 São João";2;2;3048,00;2439,98;-;-;608,02;-;-;1524,00;1524,00;10;5,0;-;-
"261330 São Joaquim do Monte";1;1;1540,00;1235,99;-;-;304,01;-;-;1540,00;1540,00;5;5,0;-;-
"261370 São Lourenço da Mata";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;32;6,4;-;-
"261390 Serra Talhada";205;205;384927,41;317224,51;-;-;67702,90;-;-;1877,69;1877,69;1723;8,4;53;25,85
"261410 Sertânia";8;8;12160,00;9727,92;-;-;2432,08;-;-;1520,00;1520,00;41;5,1;-;-
"261420 Sirinhaém";2;2;3064,00;2455,98;-;-;608,02;-;-;1532,00;1532,00;8;4,0;-;-
"261440 Solidão";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;8;4,0;-;-
"261460 Tabira";8;8;12592,00;10159,92;-;-;2432,08;-;-;1574,00;1574,00;78;9,8;-;-
"261500 Taquaritinga do Norte";4;4;6032,00;4815,96;-;-;1216,04;-;-;1508,00;1508,00;14;3,5;-;-
"261520 Terra Nova";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;-;-
"261540 Toritama";10;10;15232,00;12191,90;-;-;3040,10;-;-;1523,20;1523,20;27;2,7;1;10,00
"261560 Trindade";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;14;2,8;-;-
"261570 Triunfo";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"261600 Venturosa";2;2;3104,00;2495,98;-;-;608,02;-;-;1552,00;1552,00;13;6,5;1;50,00
"261620 Vertentes";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;2;0,7;1;33,33
"261630 Vicência";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;10;3,3;-;-
"261640 Vitória de Santo Antão";63;63;94500,96;75348,37;-;-;19152,59;-;-;1500,02;1500,02;511;8,1;7;11,11
"270030 Arapiraca";126;126;270743,52;224964,84;-;-;45778,68;-;-;2148,76;2148,76;1493;11,8;47;37,30
"270140 Campo Alegre";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;16;5,3;-;-
"270170 Capela";1;1;1540,00;1235,99;-;-;304,01;-;-;1540,00;1540,00;5;5,0;-;-
"270430 Maceió";175;175;1332344,08;1130820,69;-;-;201523,39;-;-;7613,39;7613,39;2332;13,3;48;27,43
"270630 Palmeira dos Índios";16;16;56390,65;47051,70;-;-;9338,95;-;-;3524,42;3524,42;111;6,9;4;25,00
"270640 Pão de Açúcar";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;21;3,0;-;-
"270670 Penedo";5;5;21900,00;18335,15;-;-;3564,85;-;-;4380,00;4380,00;20;4,0;-;-
"270730 Porto Calvo";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;62;6,2;-;-
"270770 Rio Largo";1;1;1523,35;1219,34;-;-;304,01;-;-;1523,35;1523,35;2;2,0;-;-
"270800 Santana do Ipanema";4;4;11461,44;9513,22;-;-;1948,22;-;-;2865,36;2865,36;51;12,8;-;-
"270860 São Miguel dos Campos";6;6;16414,62;13777,41;-;-;2637,21;-;-;2735,77;2735,77;162;27,0;-;-
"270915 Teotônio Vilela";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;22;7,3;-;-
"270930 União dos Palmares";15;15;24060,75;19500,60;-;-;4560,15;-;-;1604,05;1604,05;94;6,3;-;-
"280030 Aracaju";176;176;1563007,26;1338658,61;-;-;224348,65;-;-;8880,72;8880,72;2675;15,2;48;27,27
"280210 Estância";54;54;422574,96;357992,02;-;-;64582,94;-;-;7825,46;7825,46;438;8,1;14;25,93
"280290 Itabaiana";26;26;43385,14;35360,91;-;-;8024,23;-;-;1668,66;1668,66;140;5,4;1;3,85
"280350 Lagarto";121;121;909334,97;771541,38;-;-;137793,59;-;-;7515,17;7515,17;1935;16,0;40;33,06
"280450 Nossa Senhora da Glória";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;21;7,0;1;33,33
"280480 Nossa Senhora do Socorro";19;19;28603,33;22827,14;-;-;5776,19;-;-;1505,44;1505,44;67;3,5;3;15,79
"280570 Propriá";5;5;7564,00;6043,95;-;-;1520,05;-;-;1512,80;1512,80;15;3,0;1;20,00
"280670 São Cristóvão";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;8;2,7;-;-
"290070 Alagoinhas";6;6;9020,06;7192,13;-;-;1827,93;-;-;1503,34;1503,34;33;5,5;1;16,67
"290080 Alcobaça";3;3;4572,00;3659,97;-;-;912,03;-;-;1524,00;1524,00;11;3,7;1;33,33
"290100 Amargosa";1;1;1524,00;1219,99;-;-;304,01;-;-;1524,00;1524,00;3;3,0;-;-
