,ano,mes,codibge,nome_municipio,sigla_uf,Quantidade_sim,Quantidade_sivep,Diferenca
13517,2020,9,220380,Flores Do Piauí,PI,1.0,1.0,0.0
13518,2021,3,220380,Flores Do Piauí,PI,1.0,0.0,1.0
13519,2020,6,220380,Flores Do Piauí,PI,0.0,1.0,-1.0
13520,2020,5,220390,Floriano,PI,4.0,1.0,3.0
13521,2020,6,220390,Floriano,PI,1.0,2.0,-1.0
13522,2020,7,220390,Floriano,PI,4.0,3.0,1.0
13523,2020,8,220390,Floriano,PI,10.0,7.0,3.0
13524,2020,9,220390,Floriano,PI,15.0,10.0,5.0
13525,2020,10,220390,Floriano,PI,20.0,14.0,6.0
13526,2020,11,220390,Floriano,PI,4.0,6.0,-2.0
13527,2020,12,220390,Floriano,PI,6.0,3.0,3.0
13528,2021,1,220390,Floriano,PI,2.0,1.0,1.0
13529,2021,2,220390,Floriano,PI,8.0,9.0,-1.0
13530,2021,3,220390,Floriano,PI,25.0,26.0,-1.0
13531,2021,4,220390,Floriano,PI,19.0,18.0,1.0
13532,2020,5,220465,Ilha Grande,PI,1.0,0.0,1.0
13533,2020,7,220465,Ilha Grande,PI,2.0,0.0,2.0
13534,2020,8,220465,Ilha Grande,PI,1.0,0.0,1.0
13535,2021,3,220465,Ilha Grande,PI,6.0,2.0,4.0
13536,2021,4,220465,Ilha Grande,PI,3.0,0.0,3.0
13537,2020,5,220470,Inhuma,PI,1.0,1.0,0.0
13538,2020,8,220470,Inhuma,PI,1.0,1.0,0.0
13539,2020,10,220470,Inhuma,PI,2.0,2.0,0.0
13540,2020,11,220470,Inhuma,PI,1.0,2.0,-1.0
13541,2021,3,220470,Inhuma,PI,3.0,2.0,1.0
13542,2021,4,220470,Inhuma,PI,1.0,2.0,-1.0
13543,2020,5,220550,José De Freitas,PI,1.0,2.0,-1.0
13544,2020,6,220550,José De Freitas,PI,5.0,5.0,0.0
13545,2020,7,220550,José De Freitas,PI,4.0,6.0,-2.0
13546,2020,8,220550,José De Freitas,PI,3.0,2.0,1.0
13547,2020,9,220550,José De Freitas,PI,3.0,3.0,0.0
13548,2020,10,220550,José De Freitas,PI,2.0,2.0,0.0
13549,2020,12,220550,José De Freitas,PI,3.0,1.0,2.0
13550,2021,1,220550,José De Freitas,PI,2.0,4.0,-2.0
13551,2021,2,220550,José De Freitas,PI,2.0,4.0,-2.0
13552,2021,3,220550,José De Freitas,PI,15.0,5.0,10.0
13553,2021,4,220550,José De Freitas,PI,17.0,18.0,-1.0
13554,2020,11,220550,José De Freitas,PI,0.0,1.0,-1.0
13555,2020,5,220558,Lagoa Do Piauí,PI,1.0,0.0,1.0
13556,2020,8,220558,Lagoa Do Piauí,PI,1.0,1.0,0.0
13557,2021,3,220558,Lagoa Do Piauí,PI,2.0,1.0,1.0
13558,2020,5,220570,Luís Correia,PI,1.0,0.0,1.0
13559,2020,6,220570,Luís Correia,PI,6.0,3.0,3.0
13560,2020,7,220570,Luís Correia,PI,4.0,1.0,3.0
13561,2020,8,220570,Luís Correia,PI,2.0,3.0,-1.0
13562,2020,9,220570,Luís Correia,PI,1.0,1.0,0.0
13563,2020,10,220570,Luís Correia,PI,1.0,1.0,0.0
13564,2021,2,220570,Luís Correia,PI,4.0,2.0,2.0
13565,2021,3,220570,Luís Correia,PI,15.0,2.0,13.0
13566,2021,4,220570,Luís Correia,PI,12.0,3.0,9.0
13567,2020,5,220590,Manoel Emídio,PI,1.0,1.0,0.0
13568,2020,6,220590,Manoel Emídio,PI,1.0,0.0,1.0
13569,2020,8,220590,Manoel Emídio,PI,2.0,0.0,2.0
13570,2020,10,220590,Manoel Emídio,PI,1.0,1.0,0.0
13571,2021,1,220590,Manoel Emídio,PI,1.0,1.0,0.0
13572,2021,3,220590,Manoel Emídio,PI,1.0,0.0,1.0
13573,2021,4,220590,Manoel Emídio,PI,4.0,5.0,-1.0
13574,2020,5,220650,Monsenhor Hipólito,PI,1.0,0.0,1.0
13575,2020,7,220650,Monsenhor Hipólito,PI,1.0,1.0,0.0
13576,2021,2,220650,Monsenhor Hipólito,PI,0.0,1.0,-1.0
13577,2020,5,220672,Nazária,PI,1.0,1.0,0.0
13578,2020,6,220672,Nazária,PI,1.0,0.0,1.0
13579,2020,7,220672,Nazária,PI,3.0,0.0,3.0
13580,2020,8,220672,Nazária,PI,2.0,0.0,2.0
13581,2021,4,220672,Nazária,PI,1.0,2.0,-1.0
13582,2020,5,220680,Nossa Senhora Dos Remédios,PI,1.0,1.0,0.0
13583,2020,6,220680,Nossa Senhora Dos Remédios,PI,1.0,1.0,0.0
13584,2020,7,220680,Nossa Senhora Dos Remédios,PI,2.0,0.0,2.0
13585,2020,8,220680,Nossa Senhora Dos Remédios,PI,6.0,2.0,4.0
13586,2020,10,220680,Nossa Senhora Dos Remédios,PI,1.0,1.0,0.0
13587,2021,2,220680,Nossa Senhora Dos Remédios,PI,1.0,2.0,-1.0
13588,2021,3,220680,Nossa Senhora Dos Remédios,PI,1.0,1.0,0.0
13589,2020,5,220700,Oeiras,PI,1.0,1.0,0.0
13590,2020,6,220700,Oeiras,PI,5.0,3.0,2.0
13591,2020,7,220700,Oeiras,PI,6.0,5.0,1.0
13592,2020,8,220700,Oeiras,PI,2.0,2.0,0.0
13593,2020,9,220700,Oeiras,PI,1.0,1.0,0.0
13594,2020,10,220700,Oeiras,PI,1.0,1.0,0.0
13595,2020,11,220700,Oeiras,PI,3.0,2.0,1.0
13596,2020,12,220700,Oeiras,PI,3.0,2.0,1.0
13597,2021,1,220700,Oeiras,PI,4.0,3.0,1.0
13598,2021,2,220700,Oeiras,PI,9.0,4.0,5.0
13599,2021,3,220700,Oeiras,PI,14.0,4.0,10.0
13600,2021,4,220700,Oeiras,PI,9.0,5.0,4.0
13601,2020,5,220735,Pajeú Do Piauí,PI,1.0,0.0,1.0
13602,2020,8,220735,Pajeú Do Piauí,PI,1.0,0.0,1.0
13603,2020,9,220735,Pajeú Do Piauí,PI,1.0,0.0,1.0
13604,2020,11,220735,Pajeú Do Piauí,PI,3.0,2.0,1.0
13605,2020,12,220735,Pajeú Do Piauí,PI,2.0,3.0,-1.0
13606,2020,5,220750,Palmeirais,PI,1.0,1.0,0.0
13607,2020,6,220750,Palmeirais,PI,1.0,1.0,0.0
13608,2020,7,220750,Palmeirais,PI,1.0,1.0,0.0
13609,2020,8,220750,Palmeirais,PI,1.0,2.0,-1.0
13610,2020,9,220750,Palmeirais,PI,1.0,1.0,0.0
13611,2020,10,220750,Palmeirais,PI,1.0,0.0,1.0
13612,2020,12,220750,Palmeirais,PI,2.0,3.0,-1.0
13613,2021,3,220750,Palmeirais,PI,4.0,1.0,3.0
13614,2021,4,220750,Palmeirais,PI,4.0,2.0,2.0
13615,2020,11,220750,Palmeirais,PI,0.0,1.0,-1.0
13616,2021,1,220750,Palmeirais,PI,0.0,1.0,-1.0
13617,2020,5,220785,Pavussu,PI,1.0,1.0,0.0
13618,2020,10,220785,Pavussu,PI,1.0,0.0,1.0
13619,2020,11,220785,Pavussu,PI,1.0,1.0,0.0
13620,2021,3,220785,Pavussu,PI,5.0,4.0,1.0
13621,2021,4,220785,Pavussu,PI,2.0,0.0,2.0
13622,2020,5,220810,Pimenteiras,PI,1.0,1.0,0.0
13623,2020,9,220810,Pimenteiras,PI,1.0,1.0,0.0
13624,2020,10,220810,Pimenteiras,PI,2.0,1.0,1.0
13625,2020,12,220810,Pimenteiras,PI,1.0,1.0,0.0
13626,2021,1,220810,Pimenteiras,PI,4.0,4.0,0.0
13627,2021,2,220810,Pimenteiras,PI,1.0,1.0,0.0
13628,2021,3,220810,Pimenteiras,PI,8.0,6.0,2.0
13629,2021,4,220810,Pimenteiras,PI,1.0,3.0,-2.0
13630,2020,5,220840,Piripiri,PI,3.0,4.0,-1.0
13631,2020,6,220840,Piripiri,PI,5.0,2.0,3.0
13632,2020,7,220840,Piripiri,PI,9.0,7.0,2.0
13633,2020,8,220840,Piripiri,PI,10.0,5.0,5.0
13634,2020,9,220840,Piripiri,PI,11.0,2.0,9.0
13635,2020,10,220840,Piripiri,PI,3.0,0.0,3.0
13636,2020,11,220840,Piripiri,PI,6.0,0.0,6.0
13637,2020,12,220840,Piripiri,PI,5.0,2.0,3.0
13638,2021,1,220840,Piripiri,PI,2.0,0.0,2.0
13639,2021,2,220840,Piripiri,PI,18.0,0.0,18.0
13640,2021,3,220840,Piripiri,PI,59.0,7.0,52.0
13641,2021,4,220840,Piripiri,PI,24.0,33.0,-9.0
13642,2020,4,220840,Piripiri,PI,0.0,1.0,-1.0
13643,2020,5,220900,Rio Grande Do Piauí,PI,1.0,1.0,0.0
13644,2020,9,220900,Rio Grande Do Piauí,PI,1.0,0.0,1.0
13645,2020,11,220900,Rio Grande Do Piauí,PI,1.0,1.0,0.0
13646,2021,1,220900,Rio Grande Do Piauí,PI,1.0,1.0,0.0
13647,2021,3,220900,Rio Grande Do Piauí,PI,2.0,2.0,0.0
13648,2021,4,220900,Rio Grande Do Piauí,PI,2.0,0.0,2.0
13649,2020,5,220930,Santa Luz,PI,1.0,1.0,0.0
13650,2020,11,220930,Santa Luz,PI,2.0,2.0,0.0
13651,2021,2,220930,Santa Luz,PI,1.0,1.0,0.0
13652,2020,10,220930,Santa Luz,PI,0.0,1.0,-1.0
13653,2020,5,220980,São Gonçalo Do Piauí,PI,1.0,1.0,0.0
13654,2020,8,220980,São Gonçalo Do Piauí,PI,1.0,1.0,0.0
13655,2021,2,220980,São Gonçalo Do Piauí,PI,1.0,1.0,0.0
13656,2021,4,220980,São Gonçalo Do Piauí,PI,1.0,0.0,1.0
13657,2020,5,221030,São Julião,PI,1.0,1.0,0.0
13658,2020,10,221030,São Julião,PI,2.0,2.0,0.0
13659,2020,11,221030,São Julião,PI,1.0,1.0,0.0
13660,2021,3,221030,São Julião,PI,1.0,1.0,0.0
13661,2021,4,221030,São Julião,PI,1.0,2.0,-1.0
13662,2020,5,221060,São Raimundo Nonato,PI,2.0,1.0,1.0
13663,2020,6,221060,São Raimundo Nonato,PI,2.0,2.0,0.0
13664,2020,7,221060,São Raimundo Nonato,PI,1.0,0.0,1.0
13665,2020,8,221060,São Raimundo Nonato,PI,5.0,3.0,2.0
13666,2020,10,221060,São Raimundo Nonato,PI,4.0,2.0,2.0
13667,2020,11,221060,São Raimundo Nonato,PI,11.0,10.0,1.0
13668,2020,12,221060,São Raimundo Nonato,PI,6.0,6.0,0.0
13669,2021,1,221060,São Raimundo Nonato,PI,2.0,2.0,0.0
13670,2021,2,221060,São Raimundo Nonato,PI,3.0,1.0,2.0
13671,2021,3,221060,São Raimundo Nonato,PI,7.0,4.0,3.0
13672,2021,4,221060,São Raimundo Nonato,PI,4.0,1.0,3.0
13673,2020,4,221060,São Raimundo Nonato,PI,0.0,1.0,-1.0
13674,2020,5,221090,Socorro Do Piauí,PI,1.0,1.0,0.0
13675,2020,8,221090,Socorro Do Piauí,PI,1.0,0.0,1.0
13676,2020,10,221090,Socorro Do Piauí,PI,1.0,1.0,0.0
13677,2020,11,221090,Socorro Do Piauí,PI,1.0,0.0,1.0
13678,2020,12,221090,Socorro Do Piauí,PI,1.0,0.0,1.0
13679,2021,3,221090,Socorro Do Piauí,PI,1.0,1.0,0.0
13680,2020,5,221120,Uruçuí,PI,2.0,1.0,1.0
13681,2020,6,221120,Uruçuí,PI,4.0,2.0,2.0
13682,2020,7,221120,Uruçuí,PI,6.0,0.0,6.0
13683,2020,8,221120,Uruçuí,PI,4.0,1.0,3.0
13684,2020,9,221120,Uruçuí,PI,1.0,0.0,1.0
13685,2020,10,221120,Uruçuí,PI,3.0,4.0,-1.0
13686,2020,12,221120,Uruçuí,PI,3.0,2.0,1.0
13687,2021,1,221120,Uruçuí,PI,6.0,4.0,2.0
13688,2021,2,221120,Uruçuí,PI,3.0,1.0,2.0
13689,2021,3,221120,Uruçuí,PI,4.0,4.0,0.0
13690,2021,4,221120,Uruçuí,PI,6.0,2.0,4.0
13691,2020,5,221130,Valença Do Piauí,PI,1.0,1.0,0.0
13692,2020,6,221130,Valença Do Piauí,PI,1.0,1.0,0.0
13693,2020,7,221130,Valença Do Piauí,PI,2.0,1.0,1.0
13694,2020,8,221130,Valença Do Piauí,PI,1.0,1.0,0.0
13695,2020,9,221130,Valença Do Piauí,PI,6.0,4.0,2.0
13696,2020,10,221130,Valença Do Piauí,PI,1.0,1.0,0.0
13697,2020,11,221130,Valença Do Piauí,PI,1.0,1.0,0.0
13698,2020,12,221130,Valença Do Piauí,PI,6.0,5.0,1.0
13699,2021,1,221130,Valença Do Piauí,PI,4.0,3.0,1.0
13700,2021,2,221130,Valença Do Piauí,PI,3.0,1.0,2.0
13701,2021,3,221130,Valença Do Piauí,PI,12.0,11.0,1.0
13702,2021,4,221130,Valença Do Piauí,PI,5.0,6.0,-1.0
13703,2020,5,221135,Várzea Branca,PI,1.0,0.0,1.0
13704,2020,9,221135,Várzea Branca,PI,1.0,0.0,1.0
13705,2020,12,221135,Várzea Branca,PI,2.0,2.0,0.0
13706,2021,1,221135,Várzea Branca,PI,1.0,1.0,0.0
13707,2021,4,221135,Várzea Branca,PI,4.0,2.0,2.0
13708,2020,6,221135,Várzea Branca,PI,0.0,1.0,-1.0
13709,2020,5,230020,Acaraú,CE,25.0,27.0,-2.0
13710,2020,6,230020,Acaraú,CE,17.0,20.0,-3.0
13711,2020,7,230020,Acaraú,CE,6.0,9.0,-3.0
13712,2020,8,230020,Acaraú,CE,2.0,2.0,0.0
13713,2020,10,230020,Acaraú,CE,2.0,1.0,1.0
13714,2020,11,230020,Acaraú,CE,1.0,0.0,1.0
13715,2020,12,230020,Acaraú,CE,1.0,1.0,0.0
13716,2021,1,230020,Acaraú,CE,5.0,2.0,3.0
13717,2021,2,230020,Acaraú,CE,7.0,8.0,-1.0
13718,2021,3,230020,Acaraú,CE,27.0,27.0,0.0
13719,2021,4,230020,Acaraú,CE,5.0,7.0,-2.0
13720,2020,4,230020,Acaraú,CE,0.0,1.0,-1.0
13721,2020,9,230020,Acaraú,CE,0.0,1.0,-1.0
13722,2020,5,230110,Aracati,CE,21.0,19.0,2.0
13723,2020,6,230110,Aracati,CE,28.0,21.0,7.0
13724,2020,7,230110,Aracati,CE,11.0,11.0,0.0
13725,2020,8,230110,Aracati,CE,4.0,3.0,1.0
13726,2020,9,230110,Aracati,CE,4.0,2.0,2.0
13727,2020,11,230110,Aracati,CE,3.0,4.0,-1.0
13728,2020,12,230110,Aracati,CE,2.0,6.0,-4.0
13729,2021,1,230110,Aracati,CE,5.0,9.0,-4.0
13730,2021,2,230110,Aracati,CE,10.0,13.0,-3.0
13731,2021,3,230110,Aracati,CE,10.0,14.0,-4.0
13732,2021,4,230110,Aracati,CE,6.0,32.0,-26.0
13733,2020,4,230110,Aracati,CE,0.0,1.0,-1.0
13734,2020,5,230120,Aracoiaba,CE,5.0,2.0,3.0
13735,2020,6,230120,Aracoiaba,CE,7.0,5.0,2.0
13736,2020,7,230120,Aracoiaba,CE,2.0,2.0,0.0
13737,2020,8,230120,Aracoiaba,CE,2.0,2.0,0.0
13738,2020,10,230120,Aracoiaba,CE,4.0,3.0,1.0
13739,2020,12,230120,Aracoiaba,CE,1.0,1.0,0.0
13740,2021,1,230120,Aracoiaba,CE,4.0,2.0,2.0
13741,2021,2,230120,Aracoiaba,CE,7.0,2.0,5.0
13742,2021,3,230120,Aracoiaba,CE,7.0,3.0,4.0
13743,2021,4,230120,Aracoiaba,CE,7.0,6.0,1.0
13744,2020,11,230120,Aracoiaba,CE,0.0,1.0,-1.0
13745,2020,5,230125,Ararendá,CE,3.0,0.0,3.0
13746,2020,6,230125,Ararendá,CE,1.0,0.0,1.0
13747,2020,7,230125,Ararendá,CE,1.0,0.0,1.0
13748,2020,9,230125,Ararendá,CE,1.0,2.0,-1.0
13749,2020,10,230125,Ararendá,CE,4.0,7.0,-3.0
13750,2020,11,230125,Ararendá,CE,1.0,2.0,-1.0
13751,2021,3,230125,Ararendá,CE,3.0,1.0,2.0
13752,2021,4,230125,Ararendá,CE,3.0,3.0,0.0
13753,2020,4,230125,Ararendá,CE,0.0,1.0,-1.0
13754,2020,5,230180,Baixio,CE,1.0,0.0,1.0
13755,2020,9,230180,Baixio,CE,1.0,1.0,0.0
13756,2020,10,230180,Baixio,CE,1.0,0.0,1.0
13757,2021,3,230180,Baixio,CE,2.0,2.0,0.0
13758,2021,4,230180,Baixio,CE,1.0,1.0,0.0
13759,2020,8,230180,Baixio,CE,0.0,1.0,-1.0
13760,2020,5,230190,Barbalha,CE,4.0,1.0,3.0
13761,2020,6,230190,Barbalha,CE,6.0,5.0,1.0
13762,2020,7,230190,Barbalha,CE,33.0,20.0,13.0
13763,2020,8,230190,Barbalha,CE,12.0,6.0,6.0
13764,2020,9,230190,Barbalha,CE,3.0,2.0,1.0
13765,2020,10,230190,Barbalha,CE,7.0,1.0,6.0
13766,2020,11,230190,Barbalha,CE,1.0,0.0,1.0
13767,2020,12,230190,Barbalha,CE,4.0,1.0,3.0
13768,2021,1,230190,Barbalha,CE,1.0,0.0,1.0
13769,2021,2,230190,Barbalha,CE,3.0,2.0,1.0
13770,2021,3,230190,Barbalha,CE,10.0,4.0,6.0
13771,2021,4,230190,Barbalha,CE,5.0,5.0,0.0
13772,2020,5,230195,Barreira,CE,11.0,5.0,6.0
13773,2020,6,230195,Barreira,CE,5.0,4.0,1.0
13774,2020,7,230195,Barreira,CE,3.0,3.0,0.0
13775,2020,9,230195,Barreira,CE,1.0,1.0,0.0
13776,2020,10,230195,Barreira,CE,1.0,0.0,1.0
13777,2021,1,230195,Barreira,CE,1.0,1.0,0.0
13778,2021,2,230195,Barreira,CE,4.0,2.0,2.0
13779,2021,3,230195,Barreira,CE,4.0,4.0,0.0
13780,2021,4,230195,Barreira,CE,6.0,7.0,-1.0
13781,2020,8,230195,Barreira,CE,0.0,1.0,-1.0
13782,2020,5,230200,Barro,CE,2.0,1.0,1.0
13783,2020,6,230200,Barro,CE,2.0,5.0,-3.0
13784,2020,7,230200,Barro,CE,1.0,1.0,0.0
13785,2020,8,230200,Barro,CE,3.0,2.0,1.0
13786,2020,10,230200,Barro,CE,1.0,0.0,1.0
13787,2021,2,230200,Barro,CE,1.0,3.0,-2.0
13788,2021,3,230200,Barro,CE,2.0,0.0,2.0
13789,2020,11,230200,Barro,CE,0.0,1.0,-1.0
13790,2021,1,230200,Barro,CE,0.0,2.0,-2.0
13791,2021,4,230200,Barro,CE,0.0,2.0,-2.0
13792,2020,5,230205,Barroquinha,CE,3.0,2.0,1.0
13793,2020,6,230205,Barroquinha,CE,12.0,13.0,-1.0
13794,2020,7,230205,Barroquinha,CE,3.0,2.0,1.0
13795,2020,8,230205,Barroquinha,CE,1.0,1.0,0.0
13796,2020,9,230205,Barroquinha,CE,1.0,0.0,1.0
13797,2020,10,230205,Barroquinha,CE,2.0,1.0,1.0
13798,2021,3,230205,Barroquinha,CE,1.0,4.0,-3.0
13799,2021,4,230205,Barroquinha,CE,1.0,2.0,-1.0
13800,2020,12,230205,Barroquinha,CE,0.0,1.0,-1.0
13801,2020,5,230250,Brejo Santo,CE,3.0,3.0,0.0
13802,2020,6,230250,Brejo Santo,CE,2.0,1.0,1.0
13803,2020,7,230250,Brejo Santo,CE,10.0,9.0,1.0
13804,2020,8,230250,Brejo Santo,CE,7.0,3.0,4.0
13805,2020,9,230250,Brejo Santo,CE,5.0,6.0,-1.0
13806,2020,12,230250,Brejo Santo,CE,2.0,1.0,1.0
13807,2021,1,230250,Brejo Santo,CE,2.0,1.0,1.0
13808,2021,2,230250,Brejo Santo,CE,4.0,2.0,2.0
13809,2021,3,230250,Brejo Santo,CE,36.0,29.0,7.0
13810,2021,4,230250,Brejo Santo,CE,20.0,19.0,1.0
13811,2020,5,230260,Camocim,CE,24.0,25.0,-1.0
13812,2020,6,230260,Camocim,CE,44.0,51.0,-7.0
13813,2020,7,230260,Camocim,CE,10.0,8.0,2.0
13814,2020,8,230260,Camocim,CE,1.0,0.0,1.0
13815,2020,9,230260,Camocim,CE,3.0,2.0,1.0
13816,2020,11,230260,Camocim,CE,1.0,1.0,0.0
13817,2020,12,230260,Camocim,CE,2.0,0.0,2.0
13818,2021,1,230260,Camocim,CE,2.0,3.0,-1.0
13819,2021,2,230260,Camocim,CE,5.0,4.0,1.0
13820,2021,3,230260,Camocim,CE,21.0,26.0,-5.0
13821,2021,4,230260,Camocim,CE,24.0,30.0,-6.0
13822,2020,5,230270,Campos Sales,CE,1.0,1.0,0.0
13823,2020,6,230270,Campos Sales,CE,2.0,1.0,1.0
13824,2020,7,230270,Campos Sales,CE,2.0,1.0,1.0
13825,2020,8,230270,Campos Sales,CE,3.0,0.0,3.0
13826,2020,9,230270,Campos Sales,CE,1.0,0.0,1.0
13827,2020,10,230270,Campos Sales,CE,2.0,1.0,1.0
13828,2020,11,230270,Campos Sales,CE,1.0,1.0,0.0
13829,2020,12,230270,Campos Sales,CE,1.0,1.0,0.0
13830,2021,1,230270,Campos Sales,CE,3.0,2.0,1.0
13831,2021,2,230270,Campos Sales,CE,1.0,2.0,-1.0
13832,2021,3,230270,Campos Sales,CE,3.0,3.0,0.0
13833,2021,4,230270,Campos Sales,CE,2.0,2.0,0.0
13834,2020,5,230300,Caridade,CE,6.0,5.0,1.0
13835,2020,6,230300,Caridade,CE,3.0,1.0,2.0
13836,2020,7,230300,Caridade,CE,2.0,2.0,0.0
13837,2020,8,230300,Caridade,CE,2.0,2.0,0.0
13838,2020,9,230300,Caridade,CE,1.0,0.0,1.0
13839,2021,1,230300,Caridade,CE,1.0,1.0,0.0
13840,2021,2,230300,Caridade,CE,3.0,3.0,0.0
13841,2021,3,230300,Caridade,CE,9.0,4.0,5.0
13842,2021,4,230300,Caridade,CE,9.0,6.0,3.0
13843,2020,4,230300,Caridade,CE,0.0,1.0,-1.0
13844,2020,5,230320,Caririaçu,CE,2.0,0.0,2.0
13845,2020,6,230320,Caririaçu,CE,3.0,0.0,3.0
13846,2020,7,230320,Caririaçu,CE,5.0,0.0,5.0
13847,2020,8,230320,Caririaçu,CE,7.0,1.0,6.0
13848,2020,9,230320,Caririaçu,CE,3.0,1.0,2.0
13849,2020,10,230320,Caririaçu,CE,2.0,0.0,2.0
13850,2020,12,230320,Caririaçu,CE,6.0,0.0,6.0
13851,2021,3,230320,Caririaçu,CE,2.0,0.0,2.0
13852,2021,4,230320,Caririaçu,CE,1.0,1.0,0.0
13853,2021,1,230320,Caririaçu,CE,0.0,1.0,-1.0
13854,2020,5,230365,Catunda,CE,2.0,3.0,-1.0
13855,2020,6,230365,Catunda,CE,2.0,2.0,0.0
13856,2020,7,230365,Catunda,CE,2.0,1.0,1.0
13857,2021,1,230365,Catunda,CE,1.0,1.0,0.0
13858,2021,2,230365,Catunda,CE,1.0,1.0,0.0
13859,2021,3,230365,Catunda,CE,1.0,2.0,-1.0
13860,2020,8,230365,Catunda,CE,0.0,2.0,-2.0
13861,2021,4,230365,Catunda,CE,0.0,2.0,-2.0
13862,2020,5,230380,Cedro,CE,2.0,1.0,1.0
13863,2020,6,230380,Cedro,CE,1.0,3.0,-2.0
13864,2020,7,230380,Cedro,CE,3.0,2.0,1.0
13865,2020,8,230380,Cedro,CE,3.0,2.0,1.0
13866,2020,9,230380,Cedro,CE,1.0,2.0,-1.0
13867,2020,10,230380,Cedro,CE,1.0,0.0,1.0
13868,2020,11,230380,Cedro,CE,2.0,1.0,1.0
13869,2021,1,230380,Cedro,CE,1.0,4.0,-3.0
13870,2021,2,230380,Cedro,CE,3.0,5.0,-2.0
13871,2021,3,230380,Cedro,CE,6.0,5.0,1.0
13872,2021,4,230380,Cedro,CE,7.0,7.0,0.0
13873,2020,5,230390,Chaval,CE,2.0,4.0,-2.0
13874,2020,6,230390,Chaval,CE,4.0,7.0,-3.0
13875,2020,7,230390,Chaval,CE,4.0,5.0,-1.0
13876,2020,9,230390,Chaval,CE,1.0,1.0,0.0
13877,2021,1,230390,Chaval,CE,2.0,1.0,1.0
13878,2021,3,230390,Chaval,CE,2.0,2.0,0.0
13879,2021,4,230390,Chaval,CE,3.0,12.0,-9.0
13880,2020,5,230393,Choró,CE,2.0,2.0,0.0
13881,2020,6,230393,Choró,CE,3.0,1.0,2.0
13882,2020,8,230393,Choró,CE,1.0,1.0,0.0
13883,2020,9,230393,Choró,CE,2.0,1.0,1.0
13884,2021,2,230393,Choró,CE,1.0,0.0,1.0
13885,2021,3,230393,Choró,CE,2.0,0.0,2.0
13886,2021,4,230393,Choró,CE,1.0,2.0,-1.0
13887,2020,5,230420,Crato,CE,2.0,2.0,0.0
13888,2020,6,230420,Crato,CE,17.0,8.0,9.0
13889,2020,7,230420,Crato,CE,47.0,33.0,14.0
13890,2020,8,230420,Crato,CE,20.0,17.0,3.0
13891,2020,9,230420,Crato,CE,16.0,8.0,8.0
13892,2020,10,230420,Crato,CE,15.0,9.0,6.0
13893,2020,11,230420,Crato,CE,7.0,6.0,1.0
13894,2020,12,230420,Crato,CE,8.0,5.0,3.0
13895,2021,1,230420,Crato,CE,3.0,1.0,2.0
13896,2021,2,230420,Crato,CE,7.0,8.0,-1.0
13897,2021,3,230420,Crato,CE,11.0,13.0,-2.0
13898,2021,4,230420,Crato,CE,10.0,24.0,-14.0
13899,2020,5,230423,Croatá,CE,1.0,0.0,1.0
13900,2020,6,230423,Croatá,CE,2.0,3.0,-1.0
13901,2020,8,230423,Croatá,CE,2.0,2.0,0.0
13902,2020,9,230423,Croatá,CE,1.0,1.0,0.0
13903,2020,10,230423,Croatá,CE,1.0,1.0,0.0
13904,2020,12,230423,Croatá,CE,2.0,0.0,2.0
13905,2021,2,230423,Croatá,CE,1.0,1.0,0.0
13906,2021,3,230423,Croatá,CE,2.0,0.0,2.0
13907,2021,4,230423,Croatá,CE,6.0,5.0,1.0
13908,2021,1,230423,Croatá,CE,0.0,2.0,-2.0
13909,2020,5,230425,Cruz,CE,6.0,9.0,-3.0
13910,2020,6,230425,Cruz,CE,5.0,5.0,0.0
13911,2020,7,230425,Cruz,CE,3.0,4.0,-1.0
13912,2020,8,230425,Cruz,CE,1.0,1.0,0.0
13913,2020,9,230425,Cruz,CE,1.0,0.0,1.0
13914,2020,11,230425,Cruz,CE,1.0,1.0,0.0
13915,2020,12,230425,Cruz,CE,1.0,1.0,0.0
13916,2021,1,230425,Cruz,CE,1.0,1.0,0.0
13917,2021,2,230425,Cruz,CE,1.0,1.0,0.0
13918,2021,3,230425,Cruz,CE,9.0,10.0,-1.0
13919,2021,4,230425,Cruz,CE,5.0,12.0,-7.0
13920,2020,5,230427,Ererê,CE,3.0,2.0,1.0
13921,2020,6,230427,Ererê,CE,1.0,1.0,0.0
13922,2020,11,230427,Ererê,CE,1.0,0.0,1.0
13923,2020,12,230427,Ererê,CE,1.0,0.0,1.0
13924,2021,2,230427,Ererê,CE,1.0,0.0,1.0
13925,2020,10,230427,Ererê,CE,0.0,2.0,-2.0
13926,2021,1,230427,Ererê,CE,0.0,1.0,-1.0
13927,2020,5,230435,Forquilha,CE,4.0,3.0,1.0
13928,2020,6,230435,Forquilha,CE,12.0,12.0,0.0
13929,2020,7,230435,Forquilha,CE,8.0,8.0,0.0
13930,2020,8,230435,Forquilha,CE,2.0,4.0,-2.0
13931,2020,9,230435,Forquilha,CE,1.0,2.0,-1.0
13932,2020,12,230435,Forquilha,CE,2.0,2.0,0.0
13933,2021,1,230435,Forquilha,CE,2.0,3.0,-1.0
13934,2021,2,230435,Forquilha,CE,5.0,4.0,1.0
13935,2021,3,230435,Forquilha,CE,9.0,9.0,0.0
13936,2020,4,230435,Forquilha,CE,0.0,1.0,-1.0
13937,2020,11,230435,Forquilha,CE,0.0,1.0,-1.0
