,ano,mes,codibge,nome_municipio,sigla_uf,Quantidade_sim,Quantidade_sivep,Diferenca
0,2020,2,160060,Santana,AP,1.0,0.0,1.0
1,2020,3,160060,Santana,AP,1.0,0.0,1.0
2,2020,4,160060,Santana,AP,5.0,2.0,3.0
3,2020,5,160060,Santana,AP,58.0,12.0,46.0
4,2020,6,160060,Santana,AP,39.0,16.0,23.0
5,2020,7,160060,Santana,AP,10.0,3.0,7.0
6,2020,8,160060,Santana,AP,7.0,4.0,3.0
7,2020,9,160060,Santana,AP,3.0,0.0,3.0
8,2020,10,160060,Santana,AP,7.0,4.0,3.0
9,2020,11,160060,Santana,AP,10.0,8.0,2.0
10,2020,12,160060,Santana,AP,14.0,6.0,8.0
11,2021,1,160060,Santana,AP,13.0,4.0,9.0
12,2021,2,160060,Santana,AP,7.0,7.0,0.0
13,2021,3,160060,Santana,AP,23.0,16.0,7.0
14,2021,4,160060,Santana,AP,25.0,25.0,0.0
15,2020,2,210340,Coelho Neto,MA,1.0,0.0,1.0
16,2020,5,210340,Coelho Neto,MA,4.0,3.0,1.0
17,2020,6,210340,Coelho Neto,MA,17.0,5.0,12.0
18,2020,7,210340,Coelho Neto,MA,10.0,0.0,10.0
19,2020,8,210340,Coelho Neto,MA,3.0,0.0,3.0
20,2020,9,210340,Coelho Neto,MA,4.0,1.0,3.0
21,2020,10,210340,Coelho Neto,MA,1.0,0.0,1.0
22,2020,11,210340,Coelho Neto,MA,1.0,0.0,1.0
23,2021,1,210340,Coelho Neto,MA,2.0,0.0,2.0
24,2021,2,210340,Coelho Neto,MA,2.0,1.0,1.0
25,2021,3,210340,Coelho Neto,MA,14.0,2.0,12.0
26,2021,4,210340,Coelho Neto,MA,20.0,6.0,14.0
27,2020,2,210570,Lago Da Pedra,MA,1.0,0.0,1.0
28,2020,4,210570,Lago Da Pedra,MA,1.0,2.0,-1.0
29,2020,5,210570,Lago Da Pedra,MA,24.0,20.0,4.0
30,2020,6,210570,Lago Da Pedra,MA,9.0,10.0,-1.0
31,2020,7,210570,Lago Da Pedra,MA,8.0,1.0,7.0
32,2020,8,210570,Lago Da Pedra,MA,2.0,0.0,2.0
33,2020,9,210570,Lago Da Pedra,MA,1.0,0.0,1.0
34,2020,10,210570,Lago Da Pedra,MA,3.0,0.0,3.0
35,2020,11,210570,Lago Da Pedra,MA,2.0,0.0,2.0
36,2021,1,210570,Lago Da Pedra,MA,3.0,0.0,3.0
37,2021,2,210570,Lago Da Pedra,MA,7.0,4.0,3.0
38,2021,3,210570,Lago Da Pedra,MA,12.0,9.0,3.0
39,2021,4,210570,Lago Da Pedra,MA,6.0,6.0,0.0
40,2020,2,210945,Raposa,MA,1.0,0.0,1.0
41,2020,4,210945,Raposa,MA,6.0,5.0,1.0
42,2020,5,210945,Raposa,MA,7.0,3.0,4.0
43,2020,6,210945,Raposa,MA,3.0,2.0,1.0
44,2021,1,210945,Raposa,MA,2.0,0.0,2.0
45,2021,2,210945,Raposa,MA,2.0,2.0,0.0
46,2021,3,210945,Raposa,MA,6.0,4.0,2.0
47,2021,4,210945,Raposa,MA,4.0,3.0,1.0
48,2020,2,211130,São Luís,MA,1.0,0.0,1.0
49,2020,3,211130,São Luís,MA,2.0,2.0,0.0
50,2020,4,211130,São Luís,MA,224.0,209.0,15.0
51,2020,5,211130,São Luís,MA,324.0,302.0,22.0
52,2020,6,211130,São Luís,MA,109.0,94.0,15.0
53,2020,7,211130,São Luís,MA,38.0,17.0,21.0
54,2020,8,211130,São Luís,MA,23.0,11.0,12.0
55,2020,9,211130,São Luís,MA,13.0,5.0,8.0
56,2020,10,211130,São Luís,MA,14.0,2.0,12.0
57,2020,11,211130,São Luís,MA,29.0,6.0,23.0
58,2020,12,211130,São Luís,MA,47.0,10.0,37.0
59,2021,1,211130,São Luís,MA,69.0,46.0,23.0
60,2021,2,211130,São Luís,MA,144.0,91.0,53.0
61,2021,3,211130,São Luís,MA,329.0,188.0,141.0
62,2021,4,211130,São Luís,MA,250.0,148.0,102.0
63,2020,2,230440,Fortaleza,CE,5.0,0.0,5.0
64,2020,3,230440,Fortaleza,CE,39.0,14.0,25.0
65,2020,4,230440,Fortaleza,CE,706.0,392.0,314.0
66,2020,5,230440,Fortaleza,CE,2424.0,1032.0,1392.0
67,2020,6,230440,Fortaleza,CE,764.0,514.0,250.0
68,2020,7,230440,Fortaleza,CE,253.0,235.0,18.0
69,2020,8,230440,Fortaleza,CE,114.0,109.0,5.0
70,2020,9,230440,Fortaleza,CE,90.0,92.0,-2.0
71,2020,10,230440,Fortaleza,CE,74.0,66.0,8.0
72,2020,11,230440,Fortaleza,CE,128.0,107.0,21.0
73,2020,12,230440,Fortaleza,CE,198.0,170.0,28.0
74,2021,1,230440,Fortaleza,CE,254.0,222.0,32.0
75,2021,2,230440,Fortaleza,CE,534.0,423.0,111.0
76,2021,3,230440,Fortaleza,CE,1720.0,865.0,855.0
77,2021,4,230440,Fortaleza,CE,867.0,879.0,-12.0
78,2020,2,230930,Nova Russas,CE,1.0,0.0,1.0
79,2020,4,230930,Nova Russas,CE,2.0,1.0,1.0
80,2020,5,230930,Nova Russas,CE,8.0,9.0,-1.0
81,2020,6,230930,Nova Russas,CE,5.0,4.0,1.0
82,2020,7,230930,Nova Russas,CE,4.0,6.0,-2.0
83,2020,8,230930,Nova Russas,CE,6.0,3.0,3.0
84,2020,9,230930,Nova Russas,CE,7.0,5.0,2.0
85,2020,10,230930,Nova Russas,CE,1.0,2.0,-1.0
86,2020,12,230930,Nova Russas,CE,1.0,1.0,0.0
87,2021,1,230930,Nova Russas,CE,4.0,3.0,1.0
88,2021,2,230930,Nova Russas,CE,1.0,3.0,-2.0
89,2021,3,230930,Nova Russas,CE,9.0,17.0,-8.0
90,2021,4,230930,Nova Russas,CE,7.0,15.0,-8.0
91,2020,2,241410,Tenente Ananias,RN,1.0,0.0,1.0
92,2020,7,241410,Tenente Ananias,RN,1.0,1.0,0.0
93,2020,10,241410,Tenente Ananias,RN,2.0,2.0,0.0
94,2021,2,241410,Tenente Ananias,RN,3.0,4.0,-1.0
95,2021,3,241410,Tenente Ananias,RN,7.0,5.0,2.0
96,2021,4,241410,Tenente Ananias,RN,2.0,1.0,1.0
97,2020,2,250750,João Pessoa,PB,1.0,0.0,1.0
98,2020,3,250750,João Pessoa,PB,4.0,4.0,0.0
99,2020,4,250750,João Pessoa,PB,36.0,38.0,-2.0
100,2020,5,250750,João Pessoa,PB,266.0,235.0,31.0
101,2020,6,250750,João Pessoa,PB,297.0,252.0,45.0
102,2020,7,250750,João Pessoa,PB,140.0,133.0,7.0
103,2020,8,250750,João Pessoa,PB,84.0,87.0,-3.0
104,2020,9,250750,João Pessoa,PB,57.0,53.0,4.0
105,2020,10,250750,João Pessoa,PB,65.0,73.0,-8.0
106,2020,11,250750,João Pessoa,PB,70.0,75.0,-5.0
107,2020,12,250750,João Pessoa,PB,114.0,116.0,-2.0
108,2021,1,250750,João Pessoa,PB,90.0,83.0,7.0
109,2021,2,250750,João Pessoa,PB,159.0,129.0,30.0
110,2021,3,250750,João Pessoa,PB,514.0,384.0,130.0
111,2021,4,250750,João Pessoa,PB,368.0,327.0,41.0
112,2020,2,251210,Pombal,PB,1.0,0.0,1.0
113,2020,3,251210,Pombal,PB,1.0,0.0,1.0
114,2020,6,251210,Pombal,PB,2.0,1.0,1.0
115,2020,7,251210,Pombal,PB,1.0,1.0,0.0
116,2020,8,251210,Pombal,PB,4.0,4.0,0.0
117,2020,10,251210,Pombal,PB,2.0,2.0,0.0
118,2020,11,251210,Pombal,PB,1.0,1.0,0.0
119,2020,12,251210,Pombal,PB,11.0,13.0,-2.0
120,2021,1,251210,Pombal,PB,4.0,6.0,-2.0
121,2021,2,251210,Pombal,PB,5.0,6.0,-1.0
122,2021,3,251210,Pombal,PB,7.0,9.0,-2.0
123,2021,4,251210,Pombal,PB,9.0,14.0,-5.0
124,2020,2,260790,Jaboatão Dos Guararapes,PE,1.0,0.0,1.0
125,2020,3,260790,Jaboatão Dos Guararapes,PE,2.0,0.0,2.0
126,2020,4,260790,Jaboatão Dos Guararapes,PE,137.0,121.0,16.0
127,2020,5,260790,Jaboatão Dos Guararapes,PE,448.0,352.0,96.0
128,2020,6,260790,Jaboatão Dos Guararapes,PE,138.0,140.0,-2.0
129,2020,7,260790,Jaboatão Dos Guararapes,PE,82.0,87.0,-5.0
130,2020,8,260790,Jaboatão Dos Guararapes,PE,52.0,62.0,-10.0
131,2020,9,260790,Jaboatão Dos Guararapes,PE,33.0,32.0,1.0
132,2020,10,260790,Jaboatão Dos Guararapes,PE,37.0,32.0,5.0
133,2020,11,260790,Jaboatão Dos Guararapes,PE,45.0,36.0,9.0
134,2020,12,260790,Jaboatão Dos Guararapes,PE,89.0,59.0,30.0
135,2021,1,260790,Jaboatão Dos Guararapes,PE,78.0,58.0,20.0
136,2021,2,260790,Jaboatão Dos Guararapes,PE,61.0,52.0,9.0
137,2021,3,260790,Jaboatão Dos Guararapes,PE,169.0,116.0,53.0
138,2021,4,260790,Jaboatão Dos Guararapes,PE,96.0,134.0,-38.0
139,2020,2,260960,Olinda,PE,1.0,0.0,1.0
140,2020,4,260960,Olinda,PE,79.0,84.0,-5.0
141,2020,5,260960,Olinda,PE,180.0,193.0,-13.0
142,2020,6,260960,Olinda,PE,74.0,88.0,-14.0
143,2020,7,260960,Olinda,PE,45.0,56.0,-11.0
144,2020,8,260960,Olinda,PE,46.0,43.0,3.0
145,2020,9,260960,Olinda,PE,19.0,19.0,0.0
146,2020,10,260960,Olinda,PE,28.0,12.0,16.0
147,2020,11,260960,Olinda,PE,43.0,27.0,16.0
148,2020,12,260960,Olinda,PE,58.0,35.0,23.0
149,2021,1,260960,Olinda,PE,64.0,34.0,30.0
150,2021,2,260960,Olinda,PE,56.0,38.0,18.0
151,2021,3,260960,Olinda,PE,108.0,83.0,25.0
152,2021,4,260960,Olinda,PE,53.0,80.0,-27.0
153,2020,3,260960,Olinda,PE,0.0,6.0,-6.0
154,2020,2,292740,Salvador,BA,5.0,0.0,5.0
155,2020,3,292740,Salvador,BA,9.0,2.0,7.0
156,2020,4,292740,Salvador,BA,146.0,90.0,56.0
157,2020,5,292740,Salvador,BA,772.0,436.0,336.0
158,2020,6,292740,Salvador,BA,1050.0,623.0,427.0
159,2020,7,292740,Salvador,BA,692.0,493.0,199.0
160,2020,8,292740,Salvador,BA,340.0,260.0,80.0
161,2020,9,292740,Salvador,BA,175.0,133.0,42.0
162,2020,10,292740,Salvador,BA,157.0,127.0,30.0
163,2020,11,292740,Salvador,BA,140.0,128.0,12.0
164,2020,12,292740,Salvador,BA,292.0,220.0,72.0
165,2021,1,292740,Salvador,BA,375.0,274.0,101.0
166,2021,2,292740,Salvador,BA,439.0,308.0,131.0
167,2021,3,292740,Salvador,BA,1059.0,658.0,401.0
168,2021,4,292740,Salvador,BA,787.0,608.0,179.0
169,2020,2,310340,Araçuaí,MG,1.0,0.0,1.0
170,2020,5,310340,Araçuaí,MG,1.0,0.0,1.0
171,2020,7,310340,Araçuaí,MG,2.0,0.0,2.0
172,2020,9,310340,Araçuaí,MG,1.0,0.0,1.0
173,2020,10,310340,Araçuaí,MG,2.0,1.0,1.0
174,2020,11,310340,Araçuaí,MG,3.0,2.0,1.0
175,2020,12,310340,Araçuaí,MG,3.0,3.0,0.0
176,2021,1,310340,Araçuaí,MG,8.0,7.0,1.0
177,2021,2,310340,Araçuaí,MG,5.0,3.0,2.0
178,2021,3,310340,Araçuaí,MG,4.0,1.0,3.0
179,2021,4,310340,Araçuaí,MG,2.0,8.0,-6.0
180,2020,2,310790,Bom Repouso,MG,1.0,0.0,1.0
181,2020,8,310790,Bom Repouso,MG,3.0,4.0,-1.0
182,2020,12,310790,Bom Repouso,MG,3.0,3.0,0.0
183,2021,1,310790,Bom Repouso,MG,2.0,1.0,1.0
184,2021,3,310790,Bom Repouso,MG,4.0,3.0,1.0
185,2021,4,310790,Bom Repouso,MG,5.0,5.0,0.0
186,2020,5,310790,Bom Repouso,MG,0.0,1.0,-1.0
187,2020,2,311000,Caeté,MG,1.0,0.0,1.0
188,2020,7,311000,Caeté,MG,2.0,3.0,-1.0
189,2020,8,311000,Caeté,MG,8.0,8.0,0.0
190,2020,9,311000,Caeté,MG,4.0,4.0,0.0
191,2020,10,311000,Caeté,MG,7.0,7.0,0.0
192,2020,11,311000,Caeté,MG,2.0,2.0,0.0
193,2020,12,311000,Caeté,MG,1.0,1.0,0.0
194,2021,1,311000,Caeté,MG,7.0,6.0,1.0
195,2021,2,311000,Caeté,MG,4.0,4.0,0.0
196,2021,3,311000,Caeté,MG,5.0,4.0,1.0
197,2021,4,311000,Caeté,MG,10.0,12.0,-2.0
198,2020,2,313220,Itaguara,MG,1.0,0.0,1.0
199,2020,8,313220,Itaguara,MG,1.0,1.0,0.0
200,2020,9,313220,Itaguara,MG,2.0,2.0,0.0
201,2020,10,313220,Itaguara,MG,2.0,3.0,-1.0
202,2020,11,313220,Itaguara,MG,1.0,1.0,0.0
203,2020,12,313220,Itaguara,MG,2.0,4.0,-2.0
204,2021,1,313220,Itaguara,MG,4.0,4.0,0.0
205,2021,2,313220,Itaguara,MG,3.0,3.0,0.0
206,2021,3,313220,Itaguara,MG,5.0,6.0,-1.0
207,2021,4,313220,Itaguara,MG,4.0,4.0,0.0
208,2020,2,313380,Itaúna,MG,1.0,0.0,1.0
209,2020,7,313380,Itaúna,MG,5.0,4.0,1.0
210,2020,8,313380,Itaúna,MG,6.0,3.0,3.0
211,2020,9,313380,Itaúna,MG,8.0,9.0,-1.0
212,2020,10,313380,Itaúna,MG,16.0,12.0,4.0
213,2020,11,313380,Itaúna,MG,5.0,3.0,2.0
214,2020,12,313380,Itaúna,MG,16.0,16.0,0.0
215,2021,1,313380,Itaúna,MG,21.0,21.0,0.0
216,2021,2,313380,Itaúna,MG,9.0,7.0,2.0
217,2021,3,313380,Itaúna,MG,30.0,28.0,2.0
218,2021,4,313380,Itaúna,MG,48.0,56.0,-8.0
219,2020,2,313670,Juiz De Fora,MG,1.0,0.0,1.0
220,2020,3,313670,Juiz De Fora,MG,2.0,1.0,1.0
221,2020,4,313670,Juiz De Fora,MG,5.0,5.0,0.0
222,2020,5,313670,Juiz De Fora,MG,31.0,29.0,2.0
223,2020,6,313670,Juiz De Fora,MG,23.0,22.0,1.0
224,2020,7,313670,Juiz De Fora,MG,64.0,63.0,1.0
225,2020,8,313670,Juiz De Fora,MG,43.0,45.0,-2.0
226,2020,9,313670,Juiz De Fora,MG,48.0,57.0,-9.0
227,2020,10,313670,Juiz De Fora,MG,43.0,42.0,1.0
228,2020,11,313670,Juiz De Fora,MG,71.0,62.0,9.0
229,2020,12,313670,Juiz De Fora,MG,190.0,183.0,7.0
230,2021,1,313670,Juiz De Fora,MG,182.0,179.0,3.0
231,2021,2,313670,Juiz De Fora,MG,97.0,92.0,5.0
232,2021,3,313670,Juiz De Fora,MG,291.0,239.0,52.0
233,2021,4,313670,Juiz De Fora,MG,306.0,279.0,27.0
234,2020,2,313865,Lontra,MG,1.0,0.0,1.0
235,2020,6,313865,Lontra,MG,1.0,1.0,0.0
236,2020,7,313865,Lontra,MG,1.0,0.0,1.0
237,2020,10,313865,Lontra,MG,1.0,4.0,-3.0
238,2020,11,313865,Lontra,MG,1.0,1.0,0.0
239,2021,4,313865,Lontra,MG,3.0,2.0,1.0
240,2021,3,313865,Lontra,MG,0.0,1.0,-1.0
241,2020,2,314330,Montes Claros,MG,1.0,0.0,1.0
242,2020,4,314330,Montes Claros,MG,2.0,2.0,0.0
243,2020,5,314330,Montes Claros,MG,2.0,0.0,2.0
244,2020,6,314330,Montes Claros,MG,6.0,3.0,3.0
245,2020,7,314330,Montes Claros,MG,32.0,23.0,9.0
246,2020,8,314330,Montes Claros,MG,64.0,56.0,8.0
247,2020,9,314330,Montes Claros,MG,58.0,52.0,6.0
248,2020,10,314330,Montes Claros,MG,55.0,49.0,6.0
249,2020,11,314330,Montes Claros,MG,29.0,24.0,5.0
250,2020,12,314330,Montes Claros,MG,28.0,17.0,11.0
251,2021,1,314330,Montes Claros,MG,47.0,31.0,16.0
252,2021,2,314330,Montes Claros,MG,46.0,35.0,11.0
253,2021,3,314330,Montes Claros,MG,294.0,218.0,76.0
254,2021,4,314330,Montes Claros,MG,185.0,157.0,28.0
255,2020,2,314390,Muriaé,MG,1.0,0.0,1.0
256,2020,5,314390,Muriaé,MG,10.0,8.0,2.0
257,2020,6,314390,Muriaé,MG,21.0,19.0,2.0
258,2020,7,314390,Muriaé,MG,29.0,26.0,3.0
259,2020,8,314390,Muriaé,MG,16.0,12.0,4.0
260,2020,9,314390,Muriaé,MG,14.0,10.0,4.0
261,2020,10,314390,Muriaé,MG,9.0,7.0,2.0
262,2020,11,314390,Muriaé,MG,5.0,6.0,-1.0
263,2020,12,314390,Muriaé,MG,25.0,17.0,8.0
264,2021,1,314390,Muriaé,MG,30.0,27.0,3.0
265,2021,2,314390,Muriaé,MG,23.0,14.0,9.0
266,2021,3,314390,Muriaé,MG,32.0,27.0,5.0
267,2021,4,314390,Muriaé,MG,24.0,42.0,-18.0
268,2020,2,316860,Teófilo Otoni,MG,1.0,0.0,1.0
269,2020,3,316860,Teófilo Otoni,MG,1.0,0.0,1.0
270,2020,5,316860,Teófilo Otoni,MG,12.0,11.0,1.0
271,2020,6,316860,Teófilo Otoni,MG,28.0,23.0,5.0
272,2020,7,316860,Teófilo Otoni,MG,27.0,27.0,0.0
273,2020,8,316860,Teófilo Otoni,MG,19.0,17.0,2.0
274,2020,9,316860,Teófilo Otoni,MG,25.0,18.0,7.0
275,2020,10,316860,Teófilo Otoni,MG,15.0,10.0,5.0
276,2020,11,316860,Teófilo Otoni,MG,8.0,7.0,1.0
277,2020,12,316860,Teófilo Otoni,MG,26.0,22.0,4.0
278,2021,1,316860,Teófilo Otoni,MG,30.0,22.0,8.0
279,2021,2,316860,Teófilo Otoni,MG,21.0,14.0,7.0
280,2021,3,316860,Teófilo Otoni,MG,55.0,39.0,16.0
281,2021,4,316860,Teófilo Otoni,MG,2.0,41.0,-39.0
282,2020,2,320510,Viana,ES,1.0,0.0,1.0
283,2020,4,320510,Viana,ES,3.0,2.0,1.0
284,2020,5,320510,Viana,ES,15.0,13.0,2.0
285,2020,6,320510,Viana,ES,23.0,21.0,2.0
286,2020,7,320510,Viana,ES,15.0,12.0,3.0
287,2020,8,320510,Viana,ES,9.0,4.0,5.0
288,2020,9,320510,Viana,ES,3.0,2.0,1.0
289,2020,10,320510,Viana,ES,4.0,4.0,0.0
290,2020,11,320510,Viana,ES,9.0,5.0,4.0
291,2020,12,320510,Viana,ES,13.0,7.0,6.0
292,2021,1,320510,Viana,ES,16.0,8.0,8.0
293,2021,2,320510,Viana,ES,8.0,2.0,6.0
294,2021,3,320510,Viana,ES,15.0,17.0,-2.0
295,2021,4,320510,Viana,ES,14.0,25.0,-11.0
296,2020,2,330020,Araruama,RJ,1.0,0.0,1.0
297,2020,4,330020,Araruama,RJ,8.0,8.0,0.0
298,2020,5,330020,Araruama,RJ,25.0,24.0,1.0
299,2020,6,330020,Araruama,RJ,14.0,15.0,-1.0
300,2020,7,330020,Araruama,RJ,21.0,17.0,4.0
301,2020,8,330020,Araruama,RJ,26.0,27.0,-1.0
302,2020,9,330020,Araruama,RJ,13.0,19.0,-6.0
303,2020,10,330020,Araruama,RJ,11.0,14.0,-3.0
304,2020,11,330020,Araruama,RJ,7.0,14.0,-7.0
305,2020,12,330020,Araruama,RJ,33.0,29.0,4.0
306,2021,1,330020,Araruama,RJ,29.0,34.0,-5.0
307,2021,2,330020,Araruama,RJ,13.0,13.0,0.0
308,2021,3,330020,Araruama,RJ,22.0,55.0,-33.0
309,2021,4,330020,Araruama,RJ,12.0,71.0,-59.0
310,2020,2,351060,Carapicuíba,SP,1.0,0.0,1.0
311,2020,3,351060,Carapicuíba,SP,3.0,2.0,1.0
312,2020,4,351060,Carapicuíba,SP,42.0,40.0,2.0
313,2020,5,351060,Carapicuíba,SP,101.0,95.0,6.0
314,2020,6,351060,Carapicuíba,SP,80.0,89.0,-9.0
315,2020,7,351060,Carapicuíba,SP,72.0,74.0,-2.0
316,2020,8,351060,Carapicuíba,SP,38.0,42.0,-4.0
317,2020,9,351060,Carapicuíba,SP,36.0,34.0,2.0
318,2020,10,351060,Carapicuíba,SP,18.0,19.0,-1.0
319,2020,11,351060,Carapicuíba,SP,29.0,29.0,0.0
320,2020,12,351060,Carapicuíba,SP,41.0,47.0,-6.0
321,2021,1,351060,Carapicuíba,SP,43.0,43.0,0.0
322,2021,2,351060,Carapicuíba,SP,42.0,34.0,8.0
323,2021,3,351060,Carapicuíba,SP,167.0,151.0,16.0
324,2021,4,351060,Carapicuíba,SP,151.0,164.0,-13.0
325,2020,2,351880,Guarulhos,SP,2.0,0.0,2.0
326,2020,3,351880,Guarulhos,SP,12.0,18.0,-6.0
327,2020,4,351880,Guarulhos,SP,153.0,141.0,12.0
328,2020,5,351880,Guarulhos,SP,351.0,297.0,54.0
329,2020,6,351880,Guarulhos,SP,390.0,343.0,47.0
330,2020,7,351880,Guarulhos,SP,240.0,240.0,0.0
331,2020,8,351880,Guarulhos,SP,171.0,178.0,-7.0
332,2020,9,351880,Guarulhos,SP,112.0,108.0,4.0
333,2020,10,351880,Guarulhos,SP,65.0,66.0,-1.0
334,2020,11,351880,Guarulhos,SP,80.0,77.0,3.0
335,2020,12,351880,Guarulhos,SP,135.0,136.0,-1.0
336,2021,1,351880,Guarulhos,SP,210.0,209.0,1.0
337,2021,2,351880,Guarulhos,SP,177.0,164.0,13.0
338,2021,3,351880,Guarulhos,SP,748.0,563.0,185.0
339,2021,4,351880,Guarulhos,SP,689.0,583.0,106.0
340,2020,2,351907,Hortolândia,SP,1.0,0.0,1.0
341,2020,4,351907,Hortolândia,SP,6.0,5.0,1.0
342,2020,5,351907,Hortolândia,SP,10.0,9.0,1.0
343,2020,6,351907,Hortolândia,SP,26.0,22.0,4.0
344,2020,7,351907,Hortolândia,SP,53.0,46.0,7.0
345,2020,8,351907,Hortolândia,SP,39.0,38.0,1.0
346,2020,9,351907,Hortolândia,SP,21.0,20.0,1.0
347,2020,10,351907,Hortolândia,SP,9.0,9.0,0.0
348,2020,11,351907,Hortolândia,SP,11.0,12.0,-1.0
349,2020,12,351907,Hortolândia,SP,16.0,17.0,-1.0
350,2021,1,351907,Hortolândia,SP,42.0,40.0,2.0
351,2021,2,351907,Hortolândia,SP,46.0,47.0,-1.0
352,2021,3,351907,Hortolândia,SP,136.0,124.0,12.0
353,2021,4,351907,Hortolândia,SP,121.0,118.0,3.0
354,2020,2,353120,Monte Alegre Do Sul,SP,1.0,0.0,1.0
355,2020,12,353120,Monte Alegre Do Sul,SP,1.0,1.0,0.0
356,2021,1,353120,Monte Alegre Do Sul,SP,2.0,0.0,2.0
357,2021,2,353120,Monte Alegre Do Sul,SP,2.0,1.0,1.0
358,2021,3,353120,Monte Alegre Do Sul,SP,6.0,4.0,2.0
359,2021,4,353120,Monte Alegre Do Sul,SP,1.0,0.0,1.0
360,2020,7,353120,Monte Alegre Do Sul,SP,0.0,1.0,-1.0
361,2020,2,410690,Curitiba,PR,1.0,0.0,1.0
362,2020,4,410690,Curitiba,PR,23.0,24.0,-1.0
363,2020,5,410690,Curitiba,PR,28.0,29.0,-1.0
364,2020,6,410690,Curitiba,PR,108.0,107.0,1.0
365,2020,7,410690,Curitiba,PR,360.0,342.0,18.0
366,2020,8,410690,Curitiba,PR,382.0,362.0,20.0
367,2020,9,410690,Curitiba,PR,246.0,251.0,-5.0
368,2020,10,410690,Curitiba,PR,156.0,162.0,-6.0
369,2020,11,410690,Curitiba,PR,283.0,240.0,43.0
370,2020,12,410690,Curitiba,PR,496.0,463.0,33.0
371,2021,1,410690,Curitiba,PR,328.0,303.0,25.0
372,2021,2,410690,Curitiba,PR,298.0,273.0,25.0
373,2021,3,410690,Curitiba,PR,981.0,660.0,321.0
374,2021,4,410690,Curitiba,PR,786.0,595.0,191.0
375,2020,2,412200,Rio Azul,PR,1.0,0.0,1.0
376,2021,1,412200,Rio Azul,PR,2.0,2.0,0.0
377,2021,3,412200,Rio Azul,PR,2.0,2.0,0.0
378,2021,4,412200,Rio Azul,PR,3.0,3.0,0.0
379,2020,10,412200,Rio Azul,PR,0.0,1.0,-1.0
380,2020,11,412200,Rio Azul,PR,0.0,1.0,-1.0
381,2020,2,420140,Araranguá,SC,1.0,0.0,1.0
382,2020,5,420140,Araranguá,SC,2.0,2.0,0.0
383,2020,6,420140,Araranguá,SC,1.0,1.0,0.0
384,2020,7,420140,Araranguá,SC,8.0,9.0,-1.0
385,2020,8,420140,Araranguá,SC,26.0,24.0,2.0
386,2020,9,420140,Araranguá,SC,5.0,6.0,-1.0
387,2020,10,420140,Araranguá,SC,3.0,3.0,0.0
388,2020,11,420140,Araranguá,SC,12.0,12.0,0.0
389,2020,12,420140,Araranguá,SC,24.0,25.0,-1.0
390,2021,1,420140,Araranguá,SC,15.0,14.0,1.0
391,2021,2,420140,Araranguá,SC,5.0,5.0,0.0
392,2021,3,420140,Araranguá,SC,43.0,47.0,-4.0
393,2021,4,420140,Araranguá,SC,27.0,30.0,-3.0
394,2020,2,430160,Bagé,RS,1.0,0.0,1.0
395,2020,7,430160,Bagé,RS,7.0,5.0,2.0
396,2020,8,430160,Bagé,RS,4.0,4.0,0.0
397,2020,9,430160,Bagé,RS,6.0,6.0,0.0
398,2020,10,430160,Bagé,RS,3.0,3.0,0.0
399,2020,11,430160,Bagé,RS,10.0,10.0,0.0
400,2020,12,430160,Bagé,RS,24.0,25.0,-1.0
401,2021,1,430160,Bagé,RS,18.0,20.0,-2.0
402,2021,2,430160,Bagé,RS,11.0,11.0,0.0
403,2021,3,430160,Bagé,RS,40.0,53.0,-13.0
404,2021,4,430160,Bagé,RS,43.0,48.0,-5.0
405,2020,2,431760,Santo Antônio Da Patrulha,RS,1.0,0.0,1.0
406,2020,6,431760,Santo Antônio Da Patrulha,RS,2.0,2.0,0.0
407,2020,7,431760,Santo Antônio Da Patrulha,RS,12.0,9.0,3.0
408,2020,8,431760,Santo Antônio Da Patrulha,RS,13.0,11.0,2.0
409,2020,9,431760,Santo Antônio Da Patrulha,RS,9.0,8.0,1.0
410,2020,11,431760,Santo Antônio Da Patrulha,RS,5.0,6.0,-1.0
411,2020,12,431760,Santo Antônio Da Patrulha,RS,23.0,21.0,2.0
412,2021,1,431760,Santo Antônio Da Patrulha,RS,10.0,9.0,1.0
413,2021,2,431760,Santo Antônio Da Patrulha,RS,5.0,5.0,0.0
414,2021,3,431760,Santo Antônio Da Patrulha,RS,36.0,36.0,0.0
415,2021,4,431760,Santo Antônio Da Patrulha,RS,16.0,17.0,-1.0
416,2020,2,500270,Campo Grande,MS,1.0,0.0,1.0
417,2020,4,500270,Campo Grande,MS,2.0,2.0,0.0
418,2020,5,500270,Campo Grande,MS,5.0,5.0,0.0
419,2020,6,500270,Campo Grande,MS,5.0,4.0,1.0
420,2020,7,500270,Campo Grande,MS,117.0,125.0,-8.0
421,2020,8,500270,Campo Grande,MS,195.0,200.0,-5.0
422,2020,9,500270,Campo Grande,MS,181.0,184.0,-3.0
423,2020,10,500270,Campo Grande,MS,103.0,113.0,-10.0
424,2020,11,500270,Campo Grande,MS,69.0,88.0,-19.0
425,2020,12,500270,Campo Grande,MS,235.0,267.0,-32.0
426,2021,1,500270,Campo Grande,MS,186.0,202.0,-16.0
427,2021,2,500270,Campo Grande,MS,144.0,157.0,-13.0
428,2021,3,500270,Campo Grande,MS,430.0,333.0,97.0
429,2021,4,500270,Campo Grande,MS,459.0,419.0,40.0
