,DataObito,Sistema,Quantidade
790,2021-01-15,Sivep,871.0
791,2021-01-16,Sivep,855.0
792,2021-01-17,Sivep,879.0
793,2021-01-18,Sivep,910.0
794,2021-01-19,Sivep,921.0
795,2021-01-20,Sivep,867.0
796,2021-01-21,Sivep,949.0
797,2021-01-22,Sivep,923.0
798,2021-01-23,Sivep,878.0
799,2021-01-24,Sivep,942.0
800,2021-01-25,Sivep,940.0
801,2021-01-26,Sivep,934.0
802,2021-01-27,Sivep,933.0
803,2021-01-28,Sivep,891.0
804,2021-01-29,Sivep,889.0
805,2021-01-30,Sivep,961.0
806,2021-01-31,Sivep,883.0
807,2021-02-01,Sivep,879.0
808,2021-02-02,Sivep,902.0
809,2021-02-03,Sivep,891.0
810,2021-02-04,Sivep,910.0
811,2021-02-05,Sivep,853.0
812,2021-02-06,Sivep,889.0
813,2021-02-07,Sivep,832.0
814,2021-02-08,Sivep,865.0
815,2021-02-09,Sivep,853.0
816,2021-02-10,Sivep,885.0
817,2021-02-11,Sivep,926.0
818,2021-02-12,Sivep,868.0
819,2021-02-13,Sivep,893.0
820,2021-02-14,Sivep,822.0
821,2021-02-15,Sivep,914.0
822,2021-02-16,Sivep,874.0
823,2021-02-17,Sivep,925.0
824,2021-02-18,Sivep,946.0
825,2021-02-19,Sivep,952.0
826,2021-02-20,Sivep,961.0
827,2021-02-21,Sivep,950.0
828,2021-02-22,Sivep,1004.0
829,2021-02-23,Sivep,1070.0
830,2021-02-24,Sivep,1137.0
831,2021-02-25,Sivep,1103.0
832,2021-02-26,Sivep,1185.0
833,2021-02-27,Sivep,1207.0
834,2021-02-28,Sivep,1168.0
835,2021-03-01,Sivep,1350.0
836,2021-03-02,Sivep,1402.0
837,2021-03-03,Sivep,1447.0
838,2021-03-04,Sivep,1489.0
839,2021-03-05,Sivep,1484.0
840,2021-03-06,Sivep,1524.0
841,2021-03-07,Sivep,1611.0
842,2021-03-08,Sivep,1751.0
843,2021-03-09,Sivep,1735.0
844,2021-03-10,Sivep,1843.0
845,2021-03-11,Sivep,1844.0
846,2021-03-12,Sivep,1888.0
847,2021-03-13,Sivep,2016.0
848,2021-03-14,Sivep,2043.0
849,2021-03-15,Sivep,2105.0
850,2021-03-16,Sivep,2236.0
851,2021-03-17,Sivep,2302.0
852,2021-03-18,Sivep,2247.0
853,2021-03-19,Sivep,2184.0
854,2021-03-20,Sivep,2436.0
855,2021-03-21,Sivep,2386.0
856,2021-03-22,Sivep,2537.0
857,2021-03-23,Sivep,2543.0
858,2021-03-24,Sivep,2608.0
859,2021-03-25,Sivep,2581.0
860,2021-03-26,Sivep,2600.0
861,2021-03-27,Sivep,2580.0
862,2021-03-28,Sivep,2605.0
863,2021-03-29,Sivep,2691.0
864,2021-03-30,Sivep,2557.0
865,2021-03-31,Sivep,2509.0
866,2021-04-01,Sivep,2486.0
867,2021-04-02,Sivep,2489.0
868,2021-04-03,Sivep,2481.0
869,2021-04-04,Sivep,2436.0
870,2021-04-05,Sivep,2559.0
871,2021-04-06,Sivep,2390.0
872,2021-04-07,Sivep,2338.0
873,2021-04-08,Sivep,2378.0
874,2021-04-09,Sivep,2337.0
875,2021-04-10,Sivep,2253.0
876,2021-04-11,Sivep,2179.0
877,2021-04-12,Sivep,2192.0
878,2021-04-13,Sivep,2209.0
879,2021-04-14,Sivep,2160.0
880,2021-04-15,Sivep,2138.0
881,2021-04-16,Sivep,2164.0
882,2021-04-17,Sivep,2001.0
883,2021-04-18,Sivep,2023.0
884,2021-04-19,Sivep,2031.0
885,2021-04-20,Sivep,1919.0
886,2021-04-21,Sivep,1846.0
887,2021-04-22,Sivep,1855.0
888,2021-04-23,Sivep,1887.0
889,2021-04-24,Sivep,1796.0
890,2021-04-25,Sivep,1824.0
891,2021-04-26,Sivep,1856.0
892,2021-04-27,Sivep,1765.0
893,2021-04-28,Sivep,1735.0
894,2021-04-29,Sivep,1633.0
895,2021-04-30,Sivep,1654.0
