 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadasInternaçõesValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Procedimento: 0303010223 TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
Período:Jun/2020
"Município";"AIH_aprovadas";"Internações";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"210640 Mata Roma";16;16;24408,00;19543,84;-;-;4864,16;-;-;1525,50;1525,50;51;3,2;-;-
"210660 Matões";3;3;4524,00;3611,97;-;-;912,03;-;-;1508,00;1508,00;3;1,0;-;-
"210675 Miranda do Norte";49;49;74012,00;59115,51;-;-;14896,49;-;-;1510,45;1510,45;153;3,1;-;-
"210710 Morros";22;22;33000,00;26311,78;-;-;6688,22;-;-;1500,00;1500,00;86;3,9;5;22,73
"210720 Nina Rodrigues";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;85;8,5;-;-
"210740 Olho d'Água das Cunhãs";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;9;3,0;-;-
"210745 Olinda Nova do Maranhão";20;20;30416,00;24335,80;-;-;6080,20;-;-;1520,80;1520,80;105;5,3;-;-
"210780 Parnarama";8;8;12096,00;9663,92;-;-;2432,08;-;-;1512,00;1512,00;11;1,4;-;-
"210790 Passagem Franca";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;24;8,0;-;-
"210800 Pastos Bons";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;6;3,0;-;-
"210810 Paulo Ramos";19;19;28908,00;23131,81;-;-;5776,19;-;-;1521,47;1521,47;57;3,0;-;-
"210820 Pedreiras";87;87;130500,00;104051,13;-;-;26448,87;-;-;1500,00;1500,00;469;5,4;3;3,45
"210845 Peritoró";26;26;329095,88;280295,62;-;-;48800,26;-;-;12657,53;12657,53;199;7,7;3;11,54
"210860 Pinheiro";137;137;381917,83;316696,03;-;-;65221,80;-;-;2787,72;2787,72;1181;8,6;41;29,93
"210880 Pirapemas";15;15;22500,00;17939,85;-;-;4560,15;-;-;1500,00;1500,00;95;6,3;-;-
"210900 Porto Franco";30;30;46224,00;37103,70;-;-;9120,30;-;-;1540,80;1540,80;153;5,1;-;-
"210910 Presidente Dutra";79;79;344066,20;288982,80;-;-;55083,40;-;-;4355,27;4355,27;430;5,4;17;21,52
"210927 Presidente Sarney";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;4;2,0;-;-
"210980 Santa Helena";8;8;12152,00;9719,92;-;-;2432,08;-;-;1519,00;1519,00;20;2,5;1;12,50
"210990 Santa Inês";186;186;520274,03;435789,91;-;-;84484,12;-;-;2797,17;2797,17;1766;9,5;61;32,80
"211000 Santa Luzia";56;56;84000,00;66975,44;-;-;17024,56;-;-;1500,00;1500,00;320;5,7;3;5,36
"211020 Santa Rita";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;15;3,0;-;-
"211060 São Bernardo";33;33;49740,00;39707,67;-;-;10032,33;-;-;1507,27;1507,27;183;5,5;-;-
"211065 São Domingos do Azeitão";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"211070 São Domingos do Maranhão";89;89;136916,00;109859,11;-;-;27056,89;-;-;1538,38;1538,38;446;5,0;-;-
"211085 São Francisco do Brejão";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;12;3,0;-;-
"211102 São João do Carú";3;3;4540,00;3627,97;-;-;912,03;-;-;1513,33;1513,33;9;3,0;-;-
"211107 São João do Soter";17;17;25562,15;20393,98;-;-;5168,17;-;-;1503,66;1503,66;86;5,1;-;-
"211120 São José de Ribamar";4;4;6447,98;5231,96;-;-;1216,02;-;-;1611,99;1611,99;57;14,3;-;-
"211130 São Luís";1358;1358;7158599,62;6044810,13;-;-;1113789,49;-;-;5271,43;5271,43;12122;8,9;512;37,70
"211140 São Luís Gonzaga do Maranhão";31;31;46660,00;37235,69;-;-;9424,31;-;-;1505,16;1505,16;52;1,7;-;-
"211150 São Mateus do Maranhão";23;23;34884,00;27891,77;-;-;6992,23;-;-;1516,70;1516,70;60;2,6;13;56,52
"211157 São Pedro dos Crentes";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;52;4,7;-;-
"211174 Senador Alexandre Costa";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;6;6,0;-;-
"211195 Sucupira do Riachão";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"211210 Timbiras";2;2;3188,57;2572,81;-;-;615,76;-;-;1594,29;1594,29;13;6,5;-;-
"211220 Timon";141;141;594378,49;499029,88;-;-;95348,61;-;-;4215,45;4215,45;862;6,1;44;31,21
"211223 Trizidela do Vale";15;15;22500,00;17939,85;-;-;4560,15;-;-;1500,00;1500,00;85;5,7;4;26,67
"211230 Tuntum";27;27;41476,00;33267,73;-;-;8208,27;-;-;1536,15;1536,15;150;5,6;-;-
"211250 Tutóia";21;21;31852,00;25467,79;-;-;6384,21;-;-;1516,76;1516,76;143;6,8;2;9,52
"211260 Urbano Santos";29;29;43732,00;34915,71;-;-;8816,29;-;-;1508,00;1508,00;84;2,9;-;-
"211280 Viana";7;7;10556,00;8427,93;-;-;2128,07;-;-;1508,00;1508,00;5;0,7;-;-
"211285 Vila Nova dos Martírios";6;6;9064,00;7239,94;-;-;1824,06;-;-;1510,67;1510,67;8;1,3;-;-
"211400 Zé Doca";81;81;121500,00;96875,19;-;-;24624,81;-;-;1500,00;1500,00;366;4,5;12;14,81
"220020 Água Branca";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;42;3,2;-;-
"220030 Alto Longá";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;-;-;-;-
"220040 Altos";8;8;12016,00;9583,92;-;-;2432,08;-;-;1502,00;1502,00;20;2,5;1;12,50
"220120 Barras";3;3;4508,00;3595,97;-;-;912,03;-;-;1502,67;1502,67;8;2,7;1;33,33
"220150 Batalha";16;16;24000,00;19135,84;-;-;4864,16;-;-;1500,00;1500,00;66;4,1;-;-
"220190 Bom Jesus";20;20;30112,00;24031,80;-;-;6080,20;-;-;1505,60;1505,60;81;4,0;1;5,00
"220260 Castelo do Piauí";3;3;4588,00;3675,97;-;-;912,03;-;-;1529,33;1529,33;16;5,3;-;-
"220320 Curimatá";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;15;5,0;-;-
"220330 Demerval Lobão";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;77;8,6;-;-
"220370 Esperantina";34;34;51000,00;40663,66;-;-;10336,34;-;-;1500,00;1500,00;106;3,1;3;8,82
"220390 Floriano";24;24;39067,00;31755,76;-;-;7311,24;-;-;1627,79;1627,79;105;4,4;6;25,00
"220550 José de Freitas";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;13;13,0;-;-
"220580 Luzilândia";24;24;36000,00;28703,76;-;-;7296,24;-;-;1500,00;1500,00;124;5,2;-;-
"220700 Oeiras";9;9;13857,36;11098,05;-;-;2759,31;-;-;1539,71;1539,71;58;6,4;1;11,11
"220760 Parnaguá";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;15;3,0;-;-
"220770 Parnaíba";74;74;199793,76;164916,42;-;-;34877,34;-;-;2699,92;2699,92;473;6,4;25;33,78
"220780 Paulistana";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;6;3,0;-;-
"220790 Pedro II";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;12;4,0;1;33,33
"220800 Picos";11;11;50383,66;42495,55;-;-;7888,11;-;-;4580,33;4580,33;65;5,9;4;36,36
"220840 Piripiri";31;31;211916,96;179006,65;-;-;32910,31;-;-;6836,03;6836,03;251;8,1;12;38,71
"221050 São Pedro do Piauí";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;8;2,0;-;-
"221060 São Raimundo Nonato";8;8;12256,00;9823,92;-;-;2432,08;-;-;1532,00;1532,00;33;4,1;1;12,50
"221100 Teresina";542;542;1625259,55;1356943,75;-;-;268315,80;-;-;2998,63;2998,63;3597;6,6;57;10,52
"221110 União";6;6;9128,00;7303,94;-;-;1824,06;-;-;1521,33;1521,33;20;3,3;-;-
"221120 Uruçuí";10;10;15040,00;11999,90;-;-;3040,10;-;-;1504,00;1504,00;39;3,9;-;-
"221130 Valença do Piauí";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"230020 Acaraú";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;7;7,0;-;-
"230030 Acopiara";14;14;21400,00;17143,86;-;-;4256,14;-;-;1528,57;1528,57;64;4,6;-;-
"230040 Aiuaba";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;8;4,0;-;-
"230070 Alto Santo";7;7;10796,00;8667,93;-;-;2128,07;-;-;1542,29;1542,29;38;5,4;1;14,29
"230075 Amontada";2;2;3032,00;2423,98;-;-;608,02;-;-;1516,00;1516,00;6;3,0;1;50,00
"230090 Apuiarés";17;17;26292,72;21078,11;-;-;5214,61;-;-;1546,63;1546,63;71;4,2;2;11,76
"230100 Aquiraz";30;30;44999,99;35879,70;-;-;9120,29;-;-;1500,00;1500,00;200;6,7;5;16,67
"230110 Aracati";41;41;61570,92;49106,51;-;-;12464,41;-;-;1501,73;1501,73;252;6,1;7;17,07
"230120 Aracoiaba";4;4;6136,11;4912,34;-;-;1223,77;-;-;1534,03;1534,03;20;5,0;-;-
"230190 Barbalha";20;20;33115,38;26884,10;-;-;6231,28;-;-;1655,77;1655,77;135;6,8;-;-
"230195 Barreira";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;3;0,8;-;-
"230210 Baturité";4;4;6009,34;4793,30;-;-;1216,04;-;-;1502,34;1502,34;11;2,8;-;-
"230220 Beberibe";15;15;22544,06;17980,04;-;-;4564,02;-;-;1502,94;1502,94;68;4,5;4;26,67
"230230 Bela Cruz";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;8;8,0;-;-
"230240 Boa Viagem";8;8;12374,05;9941,97;-;-;2432,08;-;-;1546,76;1546,76;39;4,9;1;12,50
"230250 Brejo Santo";69;69;310800,62;260898,13;-;-;49902,49;-;-;4504,36;4504,36;259;3,8;25;36,23
"230260 Camocim";17;17;25500,00;20331,83;-;-;5168,17;-;-;1500,00;1500,00;126;7,4;-;-
"230270 Campos Sales";9;9;13548,00;10811,91;-;-;2736,09;-;-;1505,33;1505,33;29;3,2;1;11,11
"230280 Canindé";23;23;34657,62;27657,65;-;-;6999,97;-;-;1506,85;1506,85;90;3,9;4;17,39
"230300 Caridade";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;32;8,0;-;-
"230310 Cariré";24;24;36000,00;28703,76;-;-;7296,24;-;-;1500,00;1500,00;166;6,9;-;-
"230330 Cariús";1;1;1532,00;1227,99;-;-;304,01;-;-;1532,00;1532,00;4;4,0;-;-
"230340 Carnaubal";9;9;13516,00;10779,91;-;-;2736,09;-;-;1501,78;1501,78;19;2,1;-;-
"230360 Catarina";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;20;10,0;-;-
"230365 Catunda";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;2;2,0;-;-
"230370 Caucaia";235;235;896862,21;748171,86;-;-;148690,35;-;-;3816,43;3816,43;1872;8,0;91;38,72
"230380 Cedro";19;19;28500,00;22723,81;-;-;5776,19;-;-;1500,00;1500,00;38;2,0;5;26,32
"230390 Chaval";32;32;48280,00;38551,68;-;-;9728,32;-;-;1508,75;1508,75;112;3,5;2;6,25
"230393 Choró";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;5;1,0;-;-
"230395 Chorozinho";19;19;28500,00;22723,81;-;-;5776,19;-;-;1500,00;1500,00;77;4,1;-;-
"230400 Coreaú";2;2;3032,00;2423,98;-;-;608,02;-;-;1516,00;1516,00;10;5,0;-;-
"230410 Crateús";86;86;356830,15;298650,09;-;-;58180,06;-;-;4149,19;4149,19;651;7,6;14;16,28
"230420 Crato";41;41;71881,90;58707,63;-;-;13174,27;-;-;1753,22;1753,22;208;5,1;6;14,63
"230425 Cruz";15;15;23128,30;18548,80;-;-;4579,50;-;-;1541,89;1541,89;83;5,5;1;6,67
"230426 Deputado Irapuan Pinheiro";1;1;1520,06;1212,18;-;-;307,88;-;-;1520,06;1520,06;11;11,0;1;100,00
"230440 Fortaleza";2463;2463;9005089,13;7588744,82;-;-;1416344,31;-;-;3656,15;3656,15;19071;7,7;646;26,23
"230450 Frecheirinha";8;8;12088,00;9655,92;-;-;2432,08;-;-;1511,00;1511,00;42;5,3;1;12,50
"230490 Groaíras";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;13;2,6;-;-
"230523 Horizonte";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;55;5,5;-;-
"230530 Ibiapina";4;4;6216,00;4999,96;-;-;1216,04;-;-;1554,00;1554,00;27;6,8;-;-
"230540 Icó";10;10;15112,04;12071,94;-;-;3040,10;-;-;1511,20;1511,20;60;6,0;-;-
"230550 Iguatu";29;29;44116,00;35299,71;-;-;8816,29;-;-;1521,24;1521,24;78;2,7;2;6,90
"230580 Ipu";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;15;7,5;-;-
"230610 Irauçuba";39;39;58708,00;46851,61;-;-;11856,39;-;-;1505,33;1505,33;164;4,2;-;-
"230625 Itaitinga";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;87;6,7;3;23,08
"230630 Itapagé";53;53;79644,00;63531,47;-;-;16112,53;-;-;1502,72;1502,72;261;4,9;9;16,98
"230640 Itapipoca";63;63;446415,60;379685,31;-;-;66730,29;-;-;7085,96;7085,96;564;9,0;12;19,05
"230650 Itapiúna";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;6;1,5;-;-
"230655 Itarema";44;44;67976,00;54599,56;-;-;13376,44;-;-;1544,91;1544,91;305;6,9;5;11,36
"230680 Jaguaribara";11;11;16620,00;13275,89;-;-;3344,11;-;-;1510,91;1510,91;15;1,4;-;-
"230700 Jaguaruana";12;12;18440,00;14791,88;-;-;3648,12;-;-;1536,67;1536,67;55;4,6;1;8,33
"230730 Juazeiro do Norte";68;68;166798,67;138046,18;-;-;28752,49;-;-;2452,92;2452,92;280;4,1;21;30,88
"230750 Lavras da Mangabeira";11;11;16852,00;13507,89;-;-;3344,11;-;-;1532,00;1532,00;44;4,0;-;-
"230760 Limoeiro do Norte";65;65;98278,81;78441,82;-;-;19836,99;-;-;1511,98;1511,98;265;4,1;12;18,46
"230765 Maracanaú";43;43;101805,68;83576,18;-;-;18229,50;-;-;2367,57;2367,57;310;7,2;20;46,51
"230770 Maranguape";57;57;85516,78;68188,21;-;-;17328,57;-;-;1500,29;1500,29;301;5,3;8;14,04
"230780 Marco";15;15;23488,42;18901,18;-;-;4587,24;-;-;1565,89;1565,89;102;6,8;1;6,67
"230800 Massapê";15;15;22776,00;18215,85;-;-;4560,15;-;-;1518,40;1518,40;54;3,6;2;13,33
"230810 Mauriti";10;10;15088,00;12047,90;-;-;3040,10;-;-;1508,80;1508,80;27;2,7;2;20,00
"230820 Meruoca";2;2;3064,00;2455,98;-;-;608,02;-;-;1532,00;1532,00;8;4,0;-;-
"230840 Missão Velha";10;10;15096,00;12055,90;-;-;3040,10;-;-;1509,60;1509,60;34;3,4;1;10,00
"230850 Mombaça";29;29;43500,00;34683,71;-;-;8816,29;-;-;1500,00;1500,00;169;5,8;4;13,79
"230870 Morada Nova";21;21;31500,00;25115,79;-;-;6384,21;-;-;1500,00;1500,00;93;4,4;2;9,52
"230900 Mucambo";16;16;24001,00;19136,84;-;-;4864,16;-;-;1500,06;1500,06;47;2,9;-;-
"230910 Mulungu";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;20;6,7;-;-
"230920 Nova Olinda";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"230930 Nova Russas";5;5;7644,00;6123,95;-;-;1520,05;-;-;1528,80;1528,80;21;4,2;2;40,00
"230945 Ocara";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;2;1,0;-;-
"230950 Orós";5;5;7676,00;6155,95;-;-;1520,05;-;-;1535,20;1535,20;29;5,8;-;-
"230960 Pacajus";47;47;70500,00;56211,53;-;-;14288,47;-;-;1500,00;1500,00;288;6,1;3;6,38
"230970 Pacatuba";21;21;31500,00;25115,79;-;-;6384,21;-;-;1500,00;1500,00;32;1,5;1;4,76
"231010 Palmácia";3;3;4540,00;3627,97;-;-;912,03;-;-;1513,33;1513,33;9;3,0;-;-
"231020 Paracuru";19;19;28500,00;22723,81;-;-;5776,19;-;-;1500,00;1500,00;74;3,9;3;15,79
"231025 Paraipaba";24;24;36000,00;28703,76;-;-;7296,24;-;-;1500,00;1500,00;105;4,4;-;-
"231030 Parambu";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;35;4,4;-;-
"231050 Pedra Branca";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;-;-;1;100,00
"231070 Pentecoste";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"231085 Pindoretama";13;13;20503,95;16493,77;-;-;4010,18;-;-;1577,23;1577,23;100;7,7;4;30,77
"231090 Piquet Carneiro";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"231130 Quixadá";55;55;83213,85;66493,30;-;-;16720,55;-;-;1512,98;1512,98;240;4,4;8;14,55
"231135 Quixelô";12;12;18544,00;14895,88;-;-;3648,12;-;-;1545,33;1545,33;70;5,8;1;8,33
"231140 Quixeramobim";149;149;632778,28;533891,76;-;-;98886,52;-;-;4246,83;4246,83;957;6,4;25;16,78
"231150 Quixeré";10;10;15080,00;12039,90;-;-;3040,10;-;-;1508,00;1508,00;67;6,7;3;30,00
"231160 Redenção";32;32;48572,72;38797,96;-;-;9774,76;-;-;1517,90;1517,90;152;4,8;-;-
"231180 Russas";40;40;63935,35;51774,95;-;-;12160,40;-;-;1598,38;1598,38;140;3,5;1;2,50
"231195 Salitre";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;6;3,0;-;-
"231220 Santa Quitéria";8;8;12184,00;9751,92;-;-;2432,08;-;-;1523,00;1523,00;54;6,8;1;12,50
"231210 Santana do Cariri";2;2;3016,00;2407,98;-;-;608,02;-;-;1508,00;1508,00;7;3,5;1;50,00
"231230 São Benedito";7;7;10652,00;8523,93;-;-;2128,07;-;-;1521,71;1521,71;22;3,1;2;28,57
"231240 São Gonçalo do Amarante";24;24;36672,18;29360,46;-;-;7311,72;-;-;1528,01;1528,01;61;2,5;2;8,33
"231290 Sobral";398;398;1061031,77;880081,98;-;-;180949,79;-;-;2665,91;2665,91;3294;8,3;113;28,39
"231300 Solonópole";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;13;3,3;-;-
"231330 Tauá";77;77;371877,72;312297,71;-;-;59580,01;-;-;4829,58;4829,58;390;5,1;14;18,18
"231340 Tianguá";100;100;611171,91;517932,44;-;-;93239,47;-;-;6111,72;6111,72;824;8,2;30;30,00
"231350 Trairi";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;12;3,0;-;-
"231355 Tururu";2;2;3024,00;2415,98;-;-;608,02;-;-;1512,00;1512,00;11;5,5;-;-
"231360 Ubajara";10;10;15128,00;12087,90;-;-;3040,10;-;-;1512,80;1512,80;24;2,4;-;-
"231395 Varjota";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;21;4,2;-;-
"231400 Várzea Alegre";18;18;27484,18;22000,39;-;-;5483,79;-;-;1526,90;1526,90;67;3,7;-;-
"231410 Viçosa do Ceará";24;24;36328,00;29031,76;-;-;7296,24;-;-;1513,67;1513,67;136;5,7;1;4,17
"240020 Açu";14;14;21052,70;16796,56;-;-;4256,14;-;-;1503,76;1503,76;56;4,0;1;7,14
"240100 Apodi";35;35;52548,00;41907,65;-;-;10640,35;-;-;1501,37;1501,37;121;3,5;1;2,86
"240110 Areia Branca";27;27;40868,00;32659,73;-;-;8208,27;-;-;1513,63;1513,63;42;1,6;2;7,41
"240145 Baraúna";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;9;3,0;-;-
"240180 Brejinho";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;1;100,00
"240200 Caicó";32;32;318432,00;270306,88;-;-;48125,12;-;-;9951,00;9951,00;227;7,1;14;43,75
"240360 Extremoz";39;39;58500,00;46643,61;-;-;11856,39;-;-;1500,00;1500,00;156;4,0;6;15,38
"240450 Guamaré";11;11;17121,72;13731,17;-;-;3390,55;-;-;1556,52;1556,52;57;5,2;6;54,55
"240530 Januário Cicco";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"240560 Jardim de Piranhas";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;23;3,8;-;-
"240580 João Câmara";5;5;7620,00;6099,95;-;-;1520,05;-;-;1524,00;1524,00;16;3,2;3;60,00
"240670 Lajes";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;28;14,0;1;50,00
"240720 Macau";22;22;33001,00;26312,78;-;-;6688,22;-;-;1500,05;1500,05;94;4,3;4;18,18
"240800 Mossoró";321;321;1056314,90;882680,35;-;-;173634,55;-;-;3290,70;3290,70;1437;4,5;85;26,48
"240810 Natal";243;243;1362948,56;1152563,19;-;-;210385,37;-;-;5608,84;5608,84;1733;7,1;68;27,98
"240830 Nova Cruz";15;15;22500,00;17939,85;-;-;4560,15;-;-;1500,00;1500,00;98;6,5;3;20,00
"240325 Parnamirim";45;45;73754,62;59847,55;-;-;13907,07;-;-;1638,99;1638,99;275;6,1;2;4,44
"240940 Pau dos Ferros";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;30;3,3;7;77,78
"240980 Pedro Velho";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"241120 Santa Cruz";25;25;37500,00;29899,75;-;-;7600,25;-;-;1500,00;1500,00;165;6,6;2;8,00
"241150 Santo Antônio";35;35;52901,09;42214,33;-;-;10686,76;-;-;1511,46;1511,46;227;6,5;14;40,00
"241200 São Gonçalo do Amarante";34;34;52424,00;42087,66;-;-;10336,34;-;-;1541,88;1541,88;198;5,8;12;35,29
"241230 São José do Campestre";5;5;7716,00;6195,95;-;-;1520,05;-;-;1543,20;1543,20;27;5,4;-;-
"241260 São Paulo do Potengi";26;26;39421,20;31516,94;-;-;7904,26;-;-;1516,20;1516,20;107;4,1;15;57,69
"241030 Serra Caiada";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"241440 Touros";12;12;18000,00;14351,88;-;-;3648,12;-;-;1500,00;1500,00;102;8,5;2;16,67
"250040 Alagoa Nova";4;4;6024,00;4807,96;-;-;1216,04;-;-;1506,00;1506,00;17;4,3;-;-
"250320 Cabedelo";4;4;6130,65;4914,61;-;-;1216,04;-;-;1532,66;1532,66;9;2,3;2;50,00
"250370 Cajazeiras";1;1;1560,45;1256,44;-;-;304,01;-;-;1560,45;1560,45;2;2,0;-;-
"250400 Campina Grande";232;232;774929,07;645676,55;-;-;129252,52;-;-;3340,21;3340,21;1492;6,4;78;33,62
"250750 João Pessoa";168;168;866869,15;731172,71;-;-;135696,44;-;-;5159,94;5159,94;1207;7,2;39;23,21
"250830 Lagoa Seca";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;17;5,7;-;-
"250890 Mamanguape";24;24;42020,23;34255,27;-;-;7764,96;-;-;1750,84;1750,84;70;2,9;14;58,33
"251080 Patos";34;34;55843,57;45480,14;-;-;10363,43;-;-;1642,46;1642,46;303;8,9;2;5,88
"251130 Piancó";14;14;53035,14;44427,80;-;-;8607,34;-;-;3788,22;3788,22;122;8,7;5;35,71
"251370 Santa Rita";332;332;498000,00;397068,68;-;-;100931,32;-;-;1500,00;1500,00;2547;7,7;35;10,54
"251550 Serra Branca";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;-;-;1;100,00
"251600 Solânea";6;6;9064,00;7239,94;-;-;1824,06;-;-;1510,67;1510,67;23;3,8;-;-
"251610 Soledade";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"260020 Afrânio";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"260030 Agrestina";18;18;27921,12;22425,72;-;-;5495,40;-;-;1551,17;1551,17;86;4,8;1;5,56
"260040 Água Preta";35;35;52500,00;41859,65;-;-;10640,35;-;-;1500,00;1500,00;116;3,3;5;14,29
"260060 Alagoinha";3;3;4540,12;3620,35;-;-;919,77;-;-;1513,37;1513,37;31;10,3;-;-
"260080 Altinho";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;40;6,7;1;16,67
"260090 Amaraji";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;38;3,8;-;-
"260110 Araripina";24;24;215566,96;183220,67;-;-;32346,29;-;-;8981,96;8981,96;246;10,3;7;29,17
"260120 Arcoverde";78;78;412043,89;346753,54;-;-;65290,35;-;-;5282,61;5282,61;521;6,7;12;15,38
"260140 Barreiros";42;42;63016,78;50248,36;-;-;12768,42;-;-;1500,40;1500,40;274;6,5;8;19,05
"260170 Belo Jardim";18;18;27888,00;22415,82;-;-;5472,18;-;-;1549,33;1549,33;134;7,4;-;-
"260190 Bezerros";84;84;126000,00;100463,16;-;-;25536,84;-;-;1500,00;1500,00;311;3,7;3;3,57
"260210 Bom Conselho";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;25;2,8;-;-
"260220 Bom Jardim";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;-;-;-;-
"260230 Bonito";11;11;16516,00;13171,89;-;-;3344,11;-;-;1501,45;1501,45;61;5,5;1;9,09
"260290 Cabo de Santo Agostinho";149;149;1628319,62;1396999,00;-;-;231320,62;-;-;10928,32;10928,32;1226;8,2;69;46,31
"260320 Caetés";26;26;39000,00;31095,74;-;-;7904,26;-;-;1500,00;1500,00;200;7,7;-;-
"260350 Camocim de São Félix";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;11;2,8;-;-
"260360 Camutanga";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;12;2,4;-;-
"260370 Canhotinho";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;63;4,8;-;-
"260380 Capoeiras";3;3;4596,00;3683,97;-;-;912,03;-;-;1532,00;1532,00;12;4,0;-;-
"260390 Carnaíba";3;3;4516,00;3603,97;-;-;912,03;-;-;1505,33;1505,33;5;1,7;-;-
