 Procedimentos hospitalares do SUS - por local de internação - Brasil
Valor total por Município e Ano/mês processamento
Procedimento: 0303010223 TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
Período:Mar-Dez/2020
"Município";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"Total"
"316070 Santos Dumont";-;6909,60;6765,92;9172,82;19258,18;62737,73;54801,00;18156,42;18233,85;196035,52
"316100 São Domingos do Prata";-;-;-;-;-;-;-;-;4652,00;4652,00
"316110 São Francisco";-;6008,00;6056,00;4556,00;15224,00;21274,47;18256,00;15088,00;16727,90;103190,37
"316200 São Gonçalo do Sapucaí";-;-;-;-;1500,00;10644,78;7532,00;7596,00;7548,00;34820,78
"316210 São Gotardo";-;-;4508,00;22804,80;16500,00;28781,30;7557,15;4601,60;-;84752,85
"316240 São João da Ponte";1508,00;-;-;-;1579,75;18341,35;19740,40;24617,55;33822,12;99609,17
"316250 São João del Rei";13104,14;-;-;287165,19;422735,01;649378,83;722426,69;284981,21;109055,76;2488846,83
"316270 São João do Paraíso";-;-;1500,00;1500,00;3000,00;-;6000,00;-;-;12000,00
"316280 São João Evangelista";-;-;-;-;4500,00;-;-;6000,00;16564,00;27064,00
"316370 São Lourenço";1636,41;6545,63;75010,29;213350,38;322364,44;384034,62;186870,88;219464,94;407141,39;1816418,98
"316420 São Romão";1500,00;-;3016,00;-;-;-;-;1500,00;-;6016,00
"316470 São Sebastião do Paraíso";2115,13;-;107413,37;259884,02;219214,55;215292,10;343715,95;296302,47;221288,02;1665225,61
"316570 Senador Firmino";-;-;-;-;-;-;-;-;1500,00;1500,00
"316680 Serra do Salitre";-;-;1556,00;10777,95;13604,00;9080,78;6000,00;10580,00;6040,00;57638,73
"316710 Serro";-;3000,00;3037,95;8202,10;3000,00;4788,84;-;3000,00;-;25028,89
"316720 Sete Lagoas";-;-;11112,49;225352,97;405605,85;335934,74;216670,66;63995,59;23413,49;1282085,79
"316800 Taiobeiras";-;-;3275,44;116095,78;96446,33;195580,61;75410,76;41544,78;16542,03;544895,73
"316840 Tarumirim";-;-;-;-;-;1500,00;-;1500,00;12000,00;15000,00
"316860 Teófilo Otoni";-;73316,37;92628,41;229706,33;977015,64;619543,29;743260,86;438355,02;502373,54;3676199,46
"316870 Timóteo";-;-;5543,94;76637,31;39331,23;45656,20;3187,21;14225,00;104013,48;288594,37
"316930 Três Corações";-;-;197186,13;377683,27;414830,11;366764,16;346206,36;315472,50;-;2018142,53
"316935 Três Marias";-;-;-;4532,00;1524,00;-;-;-;10580,00;16636,00
"316940 Três Pontas";7237,83;1636,41;18203,00;85923,20;40986,50;126770,06;126630,07;70204,68;171780,57;649372,32
"316970 Turmalina";-;-;-;-;1500,00;1540,00;1500,00;-;15208,12;19748,12
"316990 Ubá";-;9791,54;127042,19;479937,85;938875,52;692329,57;560469,81;586647,98;666540,20;4061634,66
"317010 Uberaba";1636,41;21812,52;225688,49;774325,22;1149606,85;1089202,24;1223428,21;88905,49;65903,33;4640508,76
"317020 Uberlândia";4936,59;98581,20;391318,33;976322,64;2558729,60;1949633,61;3787539,91;2301053,05;1401872,21;13469987,14
"317040 Unaí";-;3080,00;37056,00;115556,48;123692,53;158167,92;56757,04;43165,14;-;537475,11
"317052 Urucuia";-;-;3080,00;-;-;-;-;-;-;3080,00
"317070 Varginha";4537,36;-;43501,51;161628,98;376315,07;267659,70;119001,38;223330,99;250778,36;1446753,35
"317090 Varzelândia";-;-;1532,00;4604,00;1540,00;-;1532,00;-;3048,00;12256,00
"317100 Vazante";-;-;4500,00;10500,00;9000,00;13647,90;-;-;1500,00;39147,90
"317120 Vespasiano";-;-;18000,00;34600,30;81634,97;40740,72;47817,79;51552,68;58061,64;332408,10
"317130 Viçosa";-;-;14029,79;3304,82;6741,76;136230,76;55051,04;13788,51;22153,00;251299,68
"317180 Virginópolis";-;-;1500,00;-;-;-;-;-;-;1500,00
"317200 Visconde do Rio Branco";-;6432,22;15551,72;47466,84;44746,70;50640,24;29249,61;15072,85;107448,91;316609,09
"320010 Afonso Cláudio";-;6000,00;13564,20;7532,00;13622,74;9040,00;3000,00;4508,00;12185,37;69452,31
"320040 Anchieta";-;-;40812,00;30304,00;16572,00;22508,00;9000,00;39000,00;48048,00;206244,00
"320060 Aracruz";-;10405,36;360428,79;846284,27;38866,57;654861,74;140402,32;-;-;2051249,05
"320080 Baixo Guandu";-;-;12954,87;33954,87;53183,56;19091,28;-;-;13067,49;132252,07
"320090 Barra de São Francisco";-;1508,00;6008,00;-;12032,00;9016,00;15032,00;65746,01;-;109342,01
"320120 Cachoeiro de Itapemirim";22787,16;577244,95;470222,70;1180455,64;1077725,23;767861,63;680167,99;327257,44;602449,92;5706172,66
"320130 Cariacica";-;-;-;-;-;255900,00;3367,02;1520,06;9808,88;270595,96
"320140 Castelo";-;1500,00;4556,00;1500,00;3008,00;-;-;-;-;10564,00
"320150 Colatina";-;1692,35;78064,41;207796,38;357781,08;957970,96;753108,75;437191,78;283545,07;3077150,78
"320170 Conceição do Castelo";-;-;-;-;-;-;1500,00;-;-;1500,00
"320190 Domingos Martins";-;-;15416,64;9244,08;12617,93;1500,00;6152,15;15350,31;19869,19;80150,30
"320210 Ecoporanga";-;3000,00;3000,00;12008,00;9008,00;4508,00;3008,00;-;-;34532,00
"320230 Guaçuí";-;6449,17;6272,82;163505,29;330863,43;305108,99;539074,47;390116,53;410905,82;2152296,52
"320240 Guarapari";-;-;-;-;-;-;-;1540,00;-;1540,00
"320245 Ibatiba";-;1500,00;4834,00;10705,10;13833,10;10883,65;17183,10;10636,00;9138,80;78713,75
"320280 Itapemirim";-;8069,64;8334,46;307433,45;559815,71;243366,61;489608,63;54731,64;120567,31;1791927,45
"320290 Itarana";-;-;1500,00;-;3000,00;-;-;1500,00;-;6000,00
"320300 Iúna";-;-;4540,00;40836,00;28864,18;6056,00;3008,00;6024,00;22796,24;112124,42
"320310 Jerônimo Monteiro";-;-;9499,76;24186,75;31004,97;11250,94;26083,06;9933,85;26754,40;138713,73
"320316 Laranja da Terra";-;3000,00;3000,00;-;4537,95;3000,00;4500,00;4500,00;6000,00;28537,95
"320320 Linhares";-;7652,00;81582,80;503182,54;945155,43;971344,91;640011,42;635675,42;666510,54;4451115,06
"320340 Mimoso do Sul";-;-;9613,41;20309,24;9032,00;6113,40;4668,41;15681,64;-;65418,10
"320350 Montanha";-;-;-;3048,00;7532,00;19676,00;7620,00;3064,00;6008,00;46948,00
"320360 Mucurici";-;-;-;3000,00;6000,00;4500,00;1500,00;-;1500,00;16500,00
"320370 Muniz Freire";-;-;16624,97;10584,97;1524,00;3024,00;4540,00;13884,00;-;50181,94
"320380 Muqui";-;-;21008,00;4500,00;3000,00;3000,00;-;-;-;31508,00
"320390 Nova Venécia";-;-;12152,00;21000,00;31614,20;21657,02;19520,67;15110,09;25922,25;146976,23
"320410 Pinheiros";-;-;-;1548,00;1500,00;-;-;-;-;3048,00
"320435 Rio Bananal";-;-;-;-;-;-;-;1500,00;-;1500,00
"320455 Santa Maria de Jetibá";-;9056,00;1500,00;6000,00;10500,00;6000,00;3000,00;6000,00;9000,00;51056,00
"320460 Santa Teresa";-;-;435914,70;420704,43;500304,79;78520,82;68704,82;3582,58;-;1507732,14
"320470 São Gabriel da Palha";-;-;3128,00;30408,00;34804,00;21224,00;9104,00;4556,00;-;103224,00
"320480 São José do Calçado";-;-;12682,05;9824,11;47432,51;56473,00;15400,80;-;-;141812,47
"320490 São Mateus";-;-;3100,00;241000,71;267311,93;1767796,22;778067,04;881191,19;319286,08;4257753,17
"320500 Serra";273605,08;3794813,00;5936881,97;4779029,58;4632511,71;2954012,54;3526155,60;1069193,95;3826417,32;30792620,75
"320503 Vargem Alta";-;-;1500,00;18016,00;3000,00;-;1500,00;4500,00;4500,00;33016,00
"320506 Venda Nova do Imigrante";-;-;-;-;1500,00;-;-;2063,72;4500,00;8063,72
"320520 Vila Velha";-;14242,42;183994,29;966264,80;1028230,03;1808124,79;729155,99;186042,49;1206401,82;6122456,63
"320530 Vitória";4376,93;159722,51;501270,61;690032,56;676870,77;528903,55;682160,25;446142,41;480829,95;4170309,54
"330010 Angra dos Reis";-;1775,04;116169,98;201174,64;206047,66;111587,28;79145,73;61772,75;126941,44;904614,52
"330015 Aperibé";-;-;-;-;25500,00;7500,00;9000,00;1500,00;4500,00;48000,00
"330020 Araruama";-;-;3000,00;83321,62;32123,88;78554,63;43615,89;22299,84;48856,43;311772,29
"330022 Areal";7500,00;3000,00;9000,00;18000,00;19500,00;4500,00;6000,00;1500,00;-;69000,00
"330023 Armação dos Búzios";-;16598,24;47158,89;12362,20;16961,25;9186,05;4625,60;38199,80;27895,95;172987,98
"330025 Arraial do Cabo";-;-;-;9000,00;21503,75;15025,17;-;-;-;45528,92
"330030 Barra do Piraí";4520,06;17587,88;19158,84;47616,42;24963,17;18951,81;1576,20;24356,40;48858,78;207589,56
"330040 Barra Mansa";-;44837,93;77421,40;46609,68;246440,43;145238,65;164785,94;81625,84;138385,12;945344,99
"330045 Belford Roxo";216684,65;261285,10;343077,45;277065,50;313847,30;259581,80;226972,25;312736,90;435394,17;2646645,12
"330050 Bom Jardim";1636,41;18605,82;11418,76;16188,72;26764,81;13017,02;1500,00;18682,05;-;107813,59
"330060 Bom Jesus do Itabapoana";17117,64;35854,73;498010,43;1127307,39;791175,10;862709,99;34869,78;53451,85;812689,64;4233186,55
"330070 Cabo Frio";6063,50;68680,98;91812,01;150924,59;48249,76;201674,89;38244,03;43657,04;51082,37;700389,17
"330080 Cachoeiras de Macacu";-;27422,40;34600,30;22500,00;45012,70;-;-;-;-;129535,40
"330090 Cambuci";-;-;5466,17;7327,96;33323,99;-;-;-;-;46118,12
"330100 Campos dos Goytacazes";18608,37;409027,67;925019,73;1017195,23;1567122,47;870036,10;733058,06;574740,58;1159973,79;7274782,00
"330110 Cantagalo";-;4772,82;3136,41;6457,23;4788,82;15497,23;3233,85;9561,64;-;47448,00
"330120 Carmo";-;-;-;9124,04;4548,00;7780,76;3071,35;18426,08;39600,59;82550,82
"330130 Casimiro de Abreu";-;31641,04;33401,56;30381,18;38524,68;39724,08;37203,04;45134,11;57949,16;313958,85
"330140 Conceição de Macabu";-;-;1500,00;-;-;-;37500,00;1500,00;18000,00;58500,00
"330150 Cordeiro";-;8045,64;5266,49;8206,05;7917,23;5038,67;5234,49;14825,13;24371,72;78905,42
"330160 Duas Barras";-;1636,41;6545,64;1772,82;9495,99;-;-;-;-;19450,86
"330170 Duque de Caxias";117220,91;3269575,46;4618895,80;2795046,02;649796,00;494779,79;474760,73;1618602,57;1154021,56;15192698,84
"330180 Engenheiro Paulo de Frontin";-;3016,00;6056,00;4508,00;4548,00;1500,00;6264,00;-;-;25892,00
"330185 Guapimirim";3012,28;50685,83;57233,77;37251,56;39921,93;22613,00;32714,64;11625,06;55908,35;310966,42
"330190 Itaboraí";9871,15;461333,62;366903,55;385468,87;74235,96;116996,24;46918,50;103583,14;101020,94;1666331,97
"330200 Itaguaí";-;-;38217,12;110475,04;90635,20;38861,01;36418,67;-;-;314607,04
"330210 Itaocara";-;-;-;5142,61;23880,61;31197,33;61155,12;32915,27;-;154290,94
"330220 Itaperuna";-;75607,28;333030,07;304742,04;154658,46;53187,24;16523,70;38170,44;153577,45;1129496,68
"330225 Itatiaia";-;-;4519,05;9000,00;15000,00;9000,00;3001,00;-;-;40520,05
"330240 Macaé";-;35831,42;416407,52;378088,36;281275,89;106446,39;642422,22;339155,04;215061,16;2414688,00
"330250 Magé";23137,30;244192,80;401793,66;355688,34;642340,93;251642,11;89501,55;140377,46;648539,43;2797213,58
"330260 Mangaratiba";-;25500,00;22500,00;7539,94;4500,00;4500,00;-;-;-;64539,94
"330270 Maricá";3070,01;472871,02;792398,18;921598,95;364232,73;252854,83;304269,19;427943,91;-;3539238,82
"330280 Mendes";-;-;-;-;-;-;3000,00;-;3000,00;6000,00
"330290 Miguel Pereira";-;-;7653,04;3136,12;8118,72;6140,41;7644,41;16920,99;38797,62;88411,31
"330300 Miracema";-;-;31500,00;206300,00;-;-;-;-;-;237800,00
"330310 Natividade";-;-;1508,00;3000,00;10565,97;4500,00;4500,00;9000,00;13524,00;46597,97
"330320 Nilópolis";8375,59;5607,06;-;-;-;-;-;-;5527,23;19509,88
"330330 Niterói";-;586835,92;833430,75;1241626,17;1269736,32;1266108,76;716700,11;916409,16;848921,45;7679768,64
"330340 Nova Friburgo";-;-;25240,97;217222,30;174198,86;329289,96;184077,14;114185,53;127304,38;1171519,14
"330350 Nova Iguaçu";39335,43;19239,49;48768,47;316964,25;240660,53;590013,01;523865,18;373316,22;123494,49;2275657,07
"330360 Paracambi";6038,62;50291,29;46476,41;23022,14;18310,96;24146,40;15083,49;43698,88;54289,37;281357,56
"330370 Paraíba do Sul";3000,00;13500,00;16516,00;12140,42;16500,00;4500,00;4500,00;1508,00;8631,95;80796,37
"330380 Paraty";3051,37;1564,80;27686,85;45750,47;58052,99;54460,77;15064,53;16247,73;8159,49;230039,00
"330390 Petrópolis";19992,73;524988,28;3058745,95;1827473,78;220311,37;274674,53;129859,34;107399,65;486154,28;6649599,91
"330395 Pinheiral";-;13500,00;22500,00;24000,00;3000,00;1500,00;7500,00;1500,00;13500,00;87000,00
"330400 Piraí";22685,70;42778,51;36537,50;26216,74;21246,50;19628,00;25601,60;42198,44;65763,22;302656,21
"330411 Porto Real";-;3000,00;7928,93;1500,00;39770,66;16978,72;12454,82;20304,17;35910,27;137847,57
"330412 Quatis";-;4540,00;3056,00;10652,00;3040,00;4508,00;-;4532,00;-;30328,00
"330415 Quissamã";-;-;8010,10;77667,40;133757,25;54538,44;37093,37;12411,16;54732,07;378209,79
"330420 Resende";7743,20;49983,74;55086,24;87140,06;130614,05;67238,72;122173,51;73153,19;122258,58;715391,29
"330430 Rio Bonito";-;105355,47;292113,72;434807,23;101923,59;152170,90;31397,82;32965,44;449592,26;1600326,43
"330440 Rio Claro";1500,00;31532,00;9120,00;12168,00;9048,00;6028,00;9104,00;16588,00;13572,00;108660,00
"330450 Rio das Flores";1500,00;3272,82;3000,00;1636,41;3370,26;6409,23;6409,23;-;15954,87;41552,82
"330452 Rio das Ostras";29742,16;39738,32;20910,75;79945,52;153600,16;145337,30;77039,89;99040,36;110528,26;755882,72
"330455 Rio de Janeiro";877717,41;4151156,10;7586316,63;7196900,54;4968546,14;3181363,51;3262743,14;2632035,20;5856565,91;39713344,58
"330460 Santa Maria Madalena";-;3080,00;3000,00;4500,00;6000,00;3000,00;-;4500,00;9000,00;33080,00
"330470 Santo Antônio de Pádua";1668,41;6585,64;27571,63;24449,87;34202,59;17711,68;3149,11;19386,31;-;134725,24
"330480 São Fidélis";-;-;86371,60;132710,43;80377,35;53508,20;99014,32;27984,53;-;479966,43
"330475 São Francisco de Itabapoana";3067,02;-;10659,34;15472,51;13037,46;13242,13;4712,55;8096,63;1636,41;69924,05
"330490 São Gonçalo";15230,94;565812,60;732862,84;842476,72;548618,01;354633,72;498323,68;743152,06;1301704,78;5602815,35
"330500 São João da Barra";1952,36;10621,60;33544,61;-;52475,67;17824,56;11311,65;41212,98;-;168943,43
"330510 São João de Meriti";-;-;451294,07;329100,47;498667,91;-;6490,40;-;7111,21;1292664,06
"330515 São José do Vale do Rio Preto";1500,00;40500,00;33000,00;42000,00;10500,00;13500,00;12000,00;9000,00;-;162000,00
"330550 Saquarema";1534,00;6754,96;60075,06;153424,78;148674,82;441397,04;54918,71;86983,48;-;953762,85
"330560 Silva Jardim";10500,00;12000,00;7500,00;6000,00;28500,00;7500,00;6000,00;6000,00;15000,00;99000,00
"330570 Sumidouro";3000,00;10500,00;4500,00;9000,00;6000,00;9000,00;9000,00;6000,00;13500,00;70500,00
"330580 Teresópolis";-;61195,86;208265,96;459258,06;1137865,03;1416160,46;1087422,86;990782,58;331839,39;5692790,20
"330590 Trajano de Moraes";-;-;-;3000,00;-;-;-;4500,00;-;7500,00
"330600 Três Rios";-;4832,05;208104,13;526041,89;201964,76;5113,74;45624,15;2093,06;101535,36;1095309,14
"330610 Valença";-;-;13703,31;103916,30;20765,00;18967,93;138799,58;29921,12;25932,24;352005,48
"330620 Vassouras";-;6146,46;-;17416,78;115239,60;546497,69;310263,66;566860,33;235038,00;1797462,52
"330630 Volta Redonda";38656,35;3052768,00;850922,93;2810857,17;2380731,80;437288,51;116888,01;1571298,98;1617142,93;12876554,68
"350010 Adamantina";1636,41;12504,76;8472,95;38899,07;30153,08;12596,17;25004,06;23151,44;33660,83;186078,77
"350050 Águas de Lindóia";-;-;3016,00;1500,00;12032,00;15088,00;1500,00;-;3016,00;36152,00
"350100 Altinópolis";-;1500,00;-;16500,00;3018,68;1500,00;1500,00;-;-;24018,68
"350130 Álvares Machado";-;-;-;6000,00;3000,00;15000,00;4500,00;1500,00;12000,00;42000,00
"350160 Americana";-;8350,40;330670,82;299793,51;129339,15;350553,55;171658,49;63464,51;66919,19;1420749,62
"350170 Américo Brasiliense";1658,45;58053,19;97255,76;122369,42;151002,93;98601,65;59167,42;87709,15;15594,62;691412,59
"350190 Amparo";-;3755,14;18305,90;23782,55;57352,02;373054,19;536791,10;171916,79;195999,41;1380957,10
"350210 Andradina";-;-;-;-;32812,60;31342,78;8926,20;196079,69;117677,02;386838,29
"350220 Angatuba";-;6000,00;15079,98;16572,00;10604,06;4623,41;6086,70;7598,03;9092,02;75656,20
"350250 Aparecida";-;-;13244,11;64509,59;58363,40;50749,60;24839,33;32766,38;48837,96;293310,37
"350270 Apiaí";-;1504,00;19597,20;50246,53;30656,97;19675,78;17631,08;26052,09;69841,63;235205,28
"350280 Araçatuba";-;9716,98;55286,23;18181,63;102008,64;133934,15;16654,38;1231826,39;327039,62;1894648,02
"350320 Araraquara";1636,41;11881,78;175901,43;306641,58;599888,25;569953,08;354195,80;304466,19;452214,35;2776778,87
"350330 Araras";6414,82;21818,45;107466,32;160087,11;223452,96;313891,44;87267,27;261825,35;240218,64;1422442,36
"350390 Arujá";-;8182,05;3272,82;15700,00;1500,00;1500,00;7772,82;15544,62;15682,04;69154,35
"350400 Assis";-;-;52871,97;126807,18;127932,15;99392,92;88693,82;47586,49;135551,48;678836,01
"350410 Atibaia";-;-;1500,00;4725,38;-;-;-;-;4500,00;10725,38
"350420 Auriflama";-;-;18098,28;41101,04;20219,34;6830,75;43146,25;24539,97;16580,87;170516,50
"350450 Avaré";-;3349,02;60258,84;40453,67;93743,65;128282,24;50473,31;35011,42;77569,02;489141,17
"350520 Bariri";1557,95;4536,00;12044,00;24117,43;27754,99;18144,06;9092,00;51023,54;6016,00;154285,97
"350530 Barra Bonita";3107,94;12630,11;32881,33;37760,43;42862,58;56716,41;31036,89;17452,01;-;234447,70
"350550 Barretos";-;-;2139,33;780071,46;672320,57;746135,99;958929,45;1020721,99;1615968,33;5796287,12
"350570 Barueri";148895,22;415390,62;583772,28;636637,33;464217,23;303821,81;246077,44;227126,47;494339,41;3520277,81
"350580 Bastos";-;1500,00;-;4508,00;3088,00;4540,00;7500,00;3016,00;12176,00;36328,00
"350590 Batatais";1909,23;31261,30;69757,24;149611,87;160121,49;287360,38;284912,67;53675,41;81952,34;1120561,93
"350600 Bauru";38615,67;373744,75;845906,84;851059,71;1289467,33;1038560,53;1901225,96;1756675,25;821444,20;8916700,24
"350610 Bebedouro";-;-;-;-;-;63584,82;12508,08;18265,80;12453,91;106812,61
"350630 Bernardino de Campos";-;-;13941,32;21100,30;36942,82;1500,00;9300,90;15341,02;18437,26;116563,62
"350635 Bertioga";-;45732,06;99584,06;209172,84;47096,48;7548,00;19811,84;6797,50;23394,22;459137,00
"350640 Bilac";-;-;-;-;3000,00;-;-;1500,00;-;4500,00
"350650 Birigui";7720,66;7436,16;57005,72;123363,80;92653,99;21529,58;78375,94;68126,30;536138,67;992350,82
"350680 Bocaina";1500,00;3000,00;3000,00;3000,00;1500,00;1500,00;7532,00;3048,00;6088,00;30168,00
"350700 Boituva";-;9773,50;1758,68;-;1553,95;3300,84;1509,34;8393,05;28028,85;54318,21
"350740 Borborema";3000,00;6000,00;10714,01;9369,70;26335,34;15747,43;13764,00;18130,43;4553,67;107614,58
"350750 Botucatu";-;214226,85;275645,73;493027,01;734950,93;125132,18;20886,91;45325,22;263162,50;2172357,33
"350760 Bragança Paulista";19728,22;78690,05;171918,84;426101,11;391733,38;387814,86;479774,61;210449,24;584652,21;2750862,52
"350790 Brotas";-;-;-;1500,00;-;-;3076,10;3018,68;1549,34;9144,12
"350810 Buritama";-;3024,00;10628,00;13500,00;-;16941,76;15230,09;22551,37;-;81875,22
"350840 Cabreúva";-;-;-;-;-;-;1532,00;-;3024,00;4556,00
"350850 Caçapava";-;-;6182,88;12696,77;35334,12;71780,14;12912,81;37991,99;20493,26;197391,97
"350860 Cachoeira Paulista";-;3000,00;13500,00;21000,00;3000,00;1500,00;21000,00;9000,00;12000,00;84000,00
"350870 Caconde";-;-;-;7500,00;-;-;6000,00;6320,96;16572,12;36393,08
"350880 Cafelândia";-;-;10628,00;16620,00;15144,00;31732,00;24224,24;-;6109,95;104458,19
"350900 Caieiras";-;10500,00;34499,99;55499,99;100499,96;60000,00;43499,99;7500,00;8999,99;320999,92
"350920 Cajamar";-;-;-;24000,51;22909,74;1500,00;1500,00;1500,00;-;51410,25
"350930 Cajobi";-;-;3000,00;4500,00;9056,00;4500,00;3000,00;-;-;24056,00
"350940 Cajuru";-;-;31245,16;38203,79;58776,37;44406,05;29921,44;14581,14;32633,53;249767,48
"350950 Campinas";-;145468,45;1934307,39;6358161,54;6481042,36;5737921,80;2149240,04;1893101,84;1241004,20;25940247,62
"350960 Campo Limpo Paulista";6105,34;35152,61;37391,81;53667,56;19151,32;14559,49;10662,98;19775,26;44455,80;240922,17
"350970 Campos do Jordão";-;-;1500,00;28696,42;52591,18;37704,74;16500,00;4500,00;34744,52;176236,86
"351000 Cândido Mota";-;-;9401,30;-;6127,25;9088,00;4564,00;12443,46;7754,50;49378,51
"351020 Capão Bonito";10556,00;9264,36;18660,95;20130,49;7716,14;20280,15;43156,56;84338,46;18309,61;232412,72
"351040 Capivari";1500,00;3272,82;33948,22;86690,94;58614,53;57719,57;31221,06;19186,65;37621,48;329775,27
"351050 Caraguatatuba";52882,70;53322,04;195078,38;547425,71;732916,62;728316,41;850191,36;814860,41;957659,15;4932652,78
"351060 Carapicuíba";37740,00;187147,71;186687,29;216847,93;37452,99;26513,19;33061,38;36088,00;65417,31;826955,80
"351080 Casa Branca";-;-;-;-;5344,99;3178,81;7577,85;1512,70;11421,86;29036,21
"351100 Castilho";-;-;7620,00;12184,00;18304,00;15260,06;42948,66;9112,00;27744,48;133173,20
"351110 Catanduva";-;3936,51;139459,99;356544,52;744313,09;1006429,50;862668,77;357257,86;394628,52;3865238,76
"351150 Cerquilho";-;4532,00;10636,00;12040,12;13580,24;12000,00;9000,00;13500,00;28500,00;103788,36
"351160 Cesário Lange";1500,00;6032,00;1508,00;4516,00;6064,00;1500,00;3040,00;3112,00;12392,36;39664,36
"351170 Charqueada";-;-;1500,00;6100,30;4500,00;1500,00;1500,00;-;-;15100,30
"355720 Chavantes";-;-;4500,00;12000,00;24240,72;13500,00;4500,00;15000,00;19664,94;93405,66
"351190 Clementina";-;-;-;-;13500,00;1500,00;4500,00;10500,00;4500,00;34500,00
"351200 Colina";6000,00;10524,00;18072,00;16516,00;18000,00;12000,00;6000,00;4500,00;6000,00;97612,00
"351220 Conchal";-;1500,00;-;10598,35;9096,19;7791,38;4589,40;1525,40;12420,23;47520,95
"351280 Cosmópolis";-;1636,41;6272,82;39991,46;29446,13;25673,98;7636,41;6136,41;7696,59;124490,21
"351300 Cotia";-;368148,99;252710,66;847864,82;637375,70;107123,87;75561,56;71636,04;136591,97;2497013,61
"351340 Cruzeiro";3803,37;9146,39;116709,13;147140,64;231602,71;151923,36;39690,65;195104,83;126913,90;1022034,98
"351350 Cubatão";11986,80;78390,48;71249,51;69510,95;48273,18;403766,18;226998,64;173990,52;227577,88;1311744,14
"351360 Cunha";-;-;-;12132,06;1540,12;15000,00;1500,00;12000,00;3000,00;45172,18
"351370 Descalvado";-;3000,00;1500,00;7518,68;16957,66;13817,56;7830,12;-;26426,59;77050,61
"351380 Diadema";1500,00;134426,02;572620,32;641791,05;604092,66;163201,82;185981,87;119658,29;120436,63;2543708,66
"351390 Divinolândia";-;-;-;4583,90;3037,95;7500,00;3272,82;1500,00;3272,82;23167,49
"351410 Dois Córregos";-;-;-;-;7612,00;3104,00;13892,00;9081,38;7870,84;41560,22
"351440 Dracena";3129,96;-;-;15958,35;107321,39;110166,43;46570,00;19566,12;1500,00;304212,25
"351450 Duartina";-;-;6032,00;10540,00;12040,00;4508,00;9032,20;1500,00;6000,00;49652,20
"351500 Embu das Artes";-;54854,56;255033,50;405664,65;385474,14;414720,60;101445,24;83091,41;239563,65;1939847,75
"351510 Embu-Guaçu";7500,00;39000,00;37500,00;30000,00;16500,00;9000,00;6000,00;10500,00;42000,00;198000,00
"351518 Espírito Santo do Pinhal";-;-;15120,33;35623,50;209883,36;280013,82;266149,01;107371,08;251710,44;1165871,54
"351540 Fartura";-;-;1500,00;3000,00;-;-;3024,00;-;-;7524,00
"351550 Fernandópolis";-;-;31438,73;172133,85;122389,40;469472,42;288039,65;168179,13;316855,23;1568508,41
"351570 Ferraz de Vasconcelos";-;130291,61;176808,11;192583,63;232930,44;71908,78;58363,52;30922,07;92186,71;985994,87
"351600 Flórida Paulista";-;-;-;3000,00;1500,00;-;-;-;1500,00;6000,00
"351620 Franca";-;3330,91;8558,35;319674,40;102228,96;1140065,49;757457,44;460755,97;485879,32;3277950,84
"351630 Francisco Morato";37520,05;111402,70;182548,36;281472,41;290850,72;52140,72;29231,21;19260,91;99985,39;1104412,47
"351640 Franco da Rocha";-;73475,20;157321,47;144972,88;58530,65;1580,24;1779,17;4829,14;1792,24;444280,99
"351670 Garça";-;-;4563,50;-;3114,15;7741,30;1576,20;-;-;16995,15
"351740 Guaíra";-;3000,00;10804,62;17806,64;27485,39;37805,50;24496,06;-;-;121398,21
"351760 Guapiara";-;-;-;4500,00;4540,00;13548,00;4500,00;-;-;27088,00
"351770 Guará";-;-;-;6016,00;21120,00;22733,56;12056,00;13508,00;-;75433,56
"351820 Guararapes";1500,00;6016,00;9166,01;9163,31;10911,41;3023,35;4630,11;22320,09;3147,37;69877,65
"351830 Guararema";3000,00;20999,99;103500,00;40580,24;40500,00;13500,00;7499,99;12131,10;28500,00;270211,32
"351840 Guaratinguetá";9002,71;16997,67;34477,98;126227,94;223827,10;132355,40;68568,82;59555,32;223308,63;894321,57
"351860 Guariba";-;3353,59;16015,45;58482,04;26854,64;16191,13;5230,66;12823,40;-;138950,91
"351870 Guarujá";59883,27;632072,06;473345,18;539984,00;505042,64;107544,08;375964,38;287653,11;361436,19;3342924,91
"351880 Guarulhos";103099,60;975544,89;1898221,98;4141588,12;2704923,09;2171322,68;1453706,24;1146560,23;1377652,27;15972619,10
"351900 Herculândia";-;-;3000,00;7500,00;12000,00;10500,00;4500,00;9000,00;10500,00;57000,00
"351907 Hortolândia";-;-;-;269607,93;96503,78;96504,02;74164,71;42493,94;66309,11;645583,49
"351930 Ibaté";-;-;-;1552,70;-;4500,00;-;1500,00;4506,35;12059,05
"351960 Ibitinga";-;14566,55;32238,62;75622,24;69521,72;66139,01;69988,78;46280,16;67936,54;442293,62
"351970 Ibiúna";18000,00;12000,00;28500,00;43500,00;33000,00;30000,00;31500,00;9000,00;-;205500,00
"351990 Iepê";-;-;-;-;9061,67;10777,58;15462,86;12188,42;-;47490,53
