 Procedimentos hospitalares do SUS - por local de internação - Brasil
Valor total por Município e Ano/mês processamento
Procedimento: 0303010223 TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
Período:Mar-Dez/2020
"Município";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"Total"
"240760 Messias Targino";-;-;-;1500,00;4500,00;-;-;-;-;6000,00
"240800 Mossoró";20988,64;290571,28;1056314,90;1313018,98;2069761,50;1262924,28;697032,09;916029,99;821163,41;8447805,07
"240810 Natal";37311,72;429866,62;1362948,56;2387111,97;2176422,76;2531361,98;2029347,14;1278048,15;556725,04;12789143,94
"240830 Nova Cruz";-;4500,00;22500,00;15000,00;-;9000,00;-;-;-;51000,00
"240325 Parnamirim";-;-;73754,62;200460,47;254710,29;297253,55;142139,79;356966,26;221246,58;1546531,56
"240940 Pau dos Ferros";-;7500,00;13500,00;51953,90;117094,06;71928,64;85376,91;159462,73;61145,12;567961,36
"240980 Pedro Velho";-;-;1500,00;1500,00;1500,00;-;-;-;-;4500,00
"240990 Pendências";-;-;-;10660,00;3032,00;1508,00;-;-;3032,00;18232,00
"241120 Santa Cruz";-;9000,00;37500,00;48000,00;42048,00;73400,00;9200,00;4500,00;12000,00;235648,00
"241150 Santo Antônio";-;1500,00;52901,09;52995,27;27762,27;9296,00;16820,76;9718,07;41553,47;212546,93
"241200 São Gonçalo do Amarante";-;33032,00;52424,00;293454,00;98746,00;60404,00;97501,00;-;-;635561,00
"241230 São José do Campestre";-;1524,00;7716,00;9224,00;1532,00;-;1516,00;-;1524,00;23036,00
"241240 São José do Seridó";-;-;-;-;1540,00;-;1516,00;-;1516,00;4572,00
"241250 São Miguel";-;-;-;-;1500,00;-;-;-;-;1500,00
"241260 São Paulo do Potengi";-;3000,00;39421,20;38248,96;6294,40;14301,35;20924,46;19505,34;-;141695,71
"241280 São Rafael";-;-;-;1508,00;1508,00;-;-;1540,00;-;4556,00
"241030 Serra Caiada";-;-;1500,00;-;1500,00;-;-;-;-;3000,00
"241440 Touros";-;-;18000,00;19500,00;7500,00;3000,00;-;13500,00;-;61500,00
"250040 Alagoa Nova";-;-;6024,00;-;-;-;-;-;-;6024,00
"250110 Areia";-;-;-;-;-;-;3000,00;-;-;3000,00
"250130 Aroeiras";-;-;-;-;-;-;-;1500,00;-;1500,00
"250200 Belém do Brejo do Cruz";-;-;-;-;-;4564,00;-;-;-;4564,00
"250240 Bonito de Santa Fé";-;-;-;-;-;-;6000,00;4500,00;-;10500,00
"250320 Cabedelo";-;1508,00;6130,65;10556,00;5106,37;6060,70;-;10593,70;-;39955,42
"250370 Cajazeiras";-;-;1560,45;289395,24;430183,83;218267,50;151159,15;154401,84;479336,02;1724304,03
"250400 Campina Grande";13804,80;259877,74;774929,07;2223575,45;1490992,92;723235,45;370186,71;226096,97;617099,34;6699798,45
"250510 Cuité";-;-;-;-;1572,00;-;-;1516,00;4652,00;7740,00
"250600 Esperança";-;-;-;1586,34;-;-;-;1524,00;1500,00;4610,34
"250750 João Pessoa";45180,95;238708,14;866869,15;1466505,25;2320944,09;1304563,70;1371499,45;885743,81;1190919,34;9690933,88
"250830 Lagoa Seca";-;7524,00;4500,00;12000,00;3000,00;-;-;-;4500,00;31524,00
"250890 Mamanguape";-;21510,39;42020,23;3125,76;7689,74;-;15109,81;-;-;89455,93
"250920 Massaranduba";-;-;-;3000,00;-;-;-;-;-;3000,00
"251080 Patos";-;-;55843,57;53927,64;847612,86;129982,19;5177,48;9213,50;4821,58;1106578,82
"251130 Piancó";-;7049,01;53035,14;108179,95;105984,82;69177,66;93756,58;-;-;437183,16
"251140 Picuí";-;-;-;4500,00;-;-;-;-;-;4500,00
"251210 Pombal";-;-;-;423860,48;73700,00;79800,00;39000,00;39000,00;75000,00;730360,48
"251370 Santa Rita";-;-;498000,00;5900842,89;320402,00;76450,58;810785,65;265057,20;697510,20;8569048,52
"251390 São Bento";-;-;-;-;-;28500,00;9024,00;10525,00;-;48049,00
"251550 Serra Branca";1516,00;1508,00;1500,00;6049,17;1500,00;4540,00;4532,00;1508,00;1508,00;24161,17
"251600 Solânea";-;-;9064,00;4620,00;24160,00;3080,00;-;1500,00;9056,00;51480,00
"251610 Soledade";-;-;1500,00;-;-;3000,00;6000,00;3000,00;3000,00;16500,00
"251630 Sumé";-;1500,00;-;-;1508,00;-;1516,00;-;-;4524,00
"260010 Afogados da Ingazeira";-;-;-;52500,00;46537,95;82575,90;13500,00;66075,90;57000,00;318189,75
"260020 Afrânio";-;-;1500,00;7500,00;4500,00;-;-;-;10500,00;24000,00
"260030 Agrestina";-;18423,67;27921,12;28142,75;19304,04;32450,19;18923,02;21855,78;10967,92;177988,49
"260040 Água Preta";3000,00;36000,00;52500,00;19500,00;3000,00;3000,00;4500,00;4500,00;-;126000,00
"260050 Águas Belas";-;-;-;-;-;-;1500,00;1548,00;-;3048,00
"260060 Alagoinha";1608,06;1500,00;4540,12;7500,00;-;4500,00;-;-;-;19648,18
"260070 Aliança";-;6000,00;-;-;1500,00;-;-;-;-;7500,00
"260080 Altinho";-;1508,00;9000,00;10500,00;4500,00;4500,00;6000,00;1500,00;3000,00;40508,00
"260090 Amaraji";-;13500,00;15000,00;6000,00;7500,00;4500,00;-;-;-;46500,00
"260100 Angelim";-;-;-;6000,00;-;-;-;-;-;6000,00
"260110 Araripina";-;44924,91;215566,96;479558,11;912572,61;391209,53;48924,01;508143,81;940163,58;3541063,52
"260120 Arcoverde";15208,00;87465,05;412043,89;395122,73;533594,47;355533,09;32214,30;214274,40;454826,81;2500282,74
"260130 Barra de Guabiraba";-;-;-;18328,00;3064,00;1500,00;1564,00;-;-;24456,00
"260140 Barreiros";-;66000,00;63016,78;24129,60;6000,00;4500,00;4500,00;10814,61;-;178960,99
"260160 Belém do São Francisco";-;-;-;7516,00;-;-;-;-;-;7516,00
"260170 Belo Jardim";-;-;27888,00;26372,00;9000,00;1500,00;6104,00;-;-;70864,00
"260180 Betânia";3000,00;-;-;3000,00;4500,00;3000,00;4500,00;3000,00;1500,00;22500,00
"260190 Bezerros";-;48160,48;126000,00;100580,24;52500,00;57085,00;96842,78;244904,68;783882,07;1509955,25
"260200 Bodocó";-;-;-;4500,00;10500,00;10500,00;7500,00;9000,00;10500,00;52500,00
"260210 Bom Conselho";-;1500,00;13500,00;21000,00;15000,00;13500,00;6000,00;6000,00;12000,00;88500,00
"260220 Bom Jardim";-;-;1500,00;10588,00;15016,00;1500,00;-;1500,00;-;30104,00
"260230 Bonito";-;1500,00;16516,00;18000,00;12000,00;16500,00;1500,00;6000,00;12024,00;84040,00
"260240 Brejão";-;-;-;-;3000,00;1500,00;-;1500,00;4500,00;10500,00
"260250 Brejinho";-;-;-;-;1540,00;-;-;-;1540,00;3080,00
"260260 Brejo da Madre de Deus";-;-;-;-;34500,00;4500,00;7548,00;-;-;46548,00
"260280 Buíque";-;-;-;6000,00;13500,00;6000,00;1500,00;3000,00;-;30000,00
"260290 Cabo de Santo Agostinho";426525,73;1877504,54;1628319,62;1140521,45;658450,38;22598,07;52345,17;216631,26;1183830,27;7206726,49
"260300 Cabrobó";1500,00;-;-;4500,00;3000,00;-;-;9000,00;6000,00;24000,00
"260320 Caetés";-;39000,00;39000,00;43519,00;31775,53;19649,44;15098,07;25677,46;43812,89;257532,39
"260330 Calçado";-;-;-;1500,00;6000,00;1500,00;9032,00;3000,00;9000,00;30032,00
"260350 Camocim de São Félix";-;9000,00;6000,00;7500,00;1500,00;6000,00;-;1500,00;-;31500,00
"260360 Camutanga";-;4500,00;7500,00;-;1500,00;1500,00;1500,00;6000,00;-;22500,00
"260370 Canhotinho";-;-;19500,00;15000,00;-;15000,00;13500,00;-;30000,00;93000,00
"260380 Capoeiras";-;1516,00;4596,00;7660,00;10716,00;7732,00;13796,00;10708,00;6120,00;62844,00
"260390 Carnaíba";-;6032,00;4516,00;3088,00;7652,00;3104,00;3080,00;3040,00;18352,00;48864,00
"260400 Carpina";-;-;49500,00;18000,00;4500,00;6000,00;-;-;-;78000,00
"260410 Caruaru";42452,05;510339,95;1084865,72;2344322,73;3156804,78;1966834,30;537639,25;2431699,53;907555,58;12982513,89
"260415 Casinhas";-;4508,00;1500,00;3072,00;1500,00;-;-;-;-;10580,00
"260430 Cedro";-;3000,00;10500,00;9000,00;15060,71;16500,00;3000,00;1500,00;-;58560,71
"260450 Chã Grande";-;15000,00;16500,00;7500,00;12000,00;4500,00;4500,00;4500,00;3000,00;67500,00
"260480 Cortês";-;18008,00;12000,00;9000,00;6000,00;7500,00;3000,00;4500,00;-;60008,00
"260500 Cupira";-;-;13500,00;18000,00;13500,00;3000,00;4500,00;4500,00;9000,00;66000,00
"260510 Custódia";-;1540,00;4580,00;3000,00;12000,00;-;-;-;-;21120,00
"260515 Dormentes";-;-;3000,00;4500,00;3032,00;-;4524,00;10668,00;6024,00;31748,00
"260520 Escada";-;25876,00;36264,00;7588,00;7540,00;16588,00;3016,00;-;-;96872,00
"260530 Exu";-;-;-;-;4500,00;1500,00;16500,00;-;-;22500,00
"260540 Feira Nova";-;31500,00;19500,00;18000,00;52500,00;13500,00;15000,00;9000,00;9000,00;168000,00
"260545 Fernando de Noronha";1500,00;-;-;-;1500,00;-;-;1500,00;1500,00;6000,00
"260560 Flores";-;1556,00;-;3080,00;4588,00;-;1524,00;-;1524,00;12272,00
"260570 Floresta";-;-;-;15000,00;-;7500,00;16516,00;1500,00;12032,00;52548,00
"260580 Frei Miguelinho";-;9000,00;3000,00;6000,00;1500,00;1500,00;1500,00;7500,00;-;30000,00
"260590 Gameleira";-;6000,00;6000,00;3000,00;1500,00;-;-;-;-;16500,00
"260600 Garanhuns";3150,10;84506,24;157346,81;203955,13;422156,22;725215,06;79506,14;717849,82;667742,48;3061428,00
"260610 Glória do Goitá";-;-;12000,00;6000,00;6000,00;6000,00;3000,00;12000,00;12000,00;57000,00
"260620 Goiana";-;19564,80;126442,71;110596,06;89265,73;80386,86;6393,84;36056,69;9000,00;477706,69
"260630 Granito";-;-;-;3000,00;-;-;-;-;-;3000,00
"260640 Gravatá";-;-;-;18000,00;24361,08;27000,00;28500,00;28500,00;-;126361,08
"260650 Iati";-;-;-;1500,00;-;-;-;-;-;1500,00
"260660 Ibimirim";-;6000,00;-;-;-;-;-;-;-;6000,00
"260670 Ibirajuba";-;-;-;3000,00;3000,00;1500,00;-;-;1500,00;9000,00
"260680 Igarassu";-;15000,00;1500,00;-;-;-;6000,00;19500,00;19500,00;61500,00
"260690 Iguaracy";-;1532,00;-;-;1532,00;1508,00;-;-;-;4572,00
"260700 Inajá";-;-;-;1500,00;-;1500,00;-;-;-;3000,00
"260720 Ipojuca";-;100500,00;40500,00;21000,00;13500,00;15000,00;15000,00;16500,00;21000,00;243000,00
"260730 Ipubi";-;-;-;-;10508,00;-;-;-;-;10508,00
"260750 Itaíba";-;1500,00;6000,00;-;1500,00;1500,00;1500,00;6000,00;-;18000,00
"260765 Itambé";-;12000,00;34500,00;15000,00;-;-;-;-;-;61500,00
"260775 Itapissuma";-;-;-;10500,00;-;-;-;-;-;10500,00
"260790 Jaboatão dos Guararapes";79196,97;594962,46;999546,26;881599,01;670679,59;891784,40;670700,87;529386,60;663748,54;5981604,70
"260795 Jaqueira";-;-;-;-;-;-;-;1500,00;-;1500,00
"260800 Jataúba";-;-;18000,00;13516,00;12000,00;-;9040,00;3000,00;7500,00;63056,00
"260810 João Alfredo";-;-;3032,00;16780,00;12224,00;-;3088,00;10532,00;1516,00;47172,00
"260825 Jucati";-;-;-;-;7500,00;1500,00;-;-;-;9000,00
"260830 Jupi";-;-;7500,00;6000,00;4500,00;3000,00;4500,00;-;-;25500,00
"260840 Jurema";-;4588,00;6088,00;-;1508,00;1516,00;1548,00;-;3160,00;18408,00
"260850 Lagoa de Itaenga";-;-;-;-;1500,00;-;-;-;-;1500,00
"260845 Lagoa do Carro";-;-;4500,00;21000,00;9000,00;-;-;-;-;34500,00
"260870 Lagoa dos Gatos";-;-;1500,00;4500,00;-;-;-;-;-;6000,00
"260875 Lagoa Grande";-;-;-;21008,00;4556,00;-;-;6104,00;3072,00;34740,00
"260880 Lajedo";-;-;13868,00;25988,00;47588,00;19940,00;15448,00;15272,00;30000,00;168104,00
"260890 Limoeiro";6000,00;63000,00;163530,65;125541,37;105556,12;64252,63;9590,58;104321,51;79630,61;721423,47
"260910 Machados";-;1532,00;1500,00;-;-;-;-;-;-;3032,00
"260915 Manari";-;-;-;-;4500,00;7500,00;3008,00;4508,00;3008,00;22524,00
"261430 Moreilândia";-;-;-;10500,00;1500,00;-;-;-;-;12000,00
"260940 Moreno";-;68030,48;-;684253,98;464832,34;166608,01;-;-;-;1383724,81
"260960 Olinda";239476,70;902498,76;882367,33;372128,68;1823471,74;288853,99;113226,61;2065902,55;17031,00;6704957,36
"260970 Orobó";-;-;-;3000,00;9000,00;4500,00;-;-;-;16500,00
"260980 Orocó";-;-;3000,00;1500,00;1500,00;-;1500,00;-;-;7500,00
"260990 Ouricuri";-;-;34953,41;106094,99;74594,43;47240,04;50118,93;82906,07;75663,67;471571,54
"261000 Palmares";15873,83;193815,49;487076,73;675251,04;776028,79;165711,73;48495,42;302835,55;404910,59;3069999,17
"261010 Palmeirina";-;-;-;-;3056,00;-;9256,00;-;-;12312,00
"261030 Paranatama";-;-;-;13500,00;1500,00;-;-;4500,00;13500,00;33000,00
"261040 Parnamirim";-;-;1500,00;6000,00;7500,00;9000,00;3088,00;4508,00;19500,00;51096,00
"261050 Passira";-;-;-;21000,00;-;30000,00;15000,00;-;-;66000,00
"261060 Paudalho";-;-;-;24000,00;36000,00;27000,00;7500,00;-;-;94500,00
"261070 Paulista";153688,95;946478,90;1209439,66;433992,16;131922,98;28586,71;3663,27;19363,83;7033,65;2934170,11
"261080 Pedra";-;-;-;-;-;-;6000,00;-;1500,00;7500,00
"261090 Pesqueira";-;1500,00;9176,00;26460,00;17405,00;12632,00;3136,00;9320,00;14132,00;93761,00
"261100 Petrolândia";-;6016,00;1500,00;1500,00;10676,00;9160,00;6000,00;7604,00;-;42456,00
"261110 Petrolina";-;127124,72;61606,35;297452,85;180587,42;245576,44;226415,77;256753,01;461719,53;1857236,09
"261130 Pombos";-;19500,00;13500,00;25500,00;7500,00;9000,00;19500,00;-;-;94500,00
"261150 Quipapá";-;-;4500,00;12000,00;9000,00;-;-;-;-;25500,00
"261160 Recife";780729,49;6509673,53;11204368,40;13768923,10;10647816,21;6967617,83;2564717,34;7753849,28;7524147,07;67721842,25
"261180 Ribeirão";-;3000,00;-;12056,00;-;-;-;-;-;15056,00
"261200 Sairé";1508,00;1516,00;-;3020,00;1540,00;3096,00;-;-;-;10680,00
"261220 Salgueiro";18517,48;125450,55;136653,96;283004,06;222971,18;216110,99;69082,83;115734,73;72966,47;1260492,25
"261230 Saloá";-;-;6000,00;12000,00;7500,00;7500,00;12000,00;7500,00;12000,00;64500,00
"261240 Sanharó";-;-;6016,00;1500,00;-;-;-;-;-;7516,00
"261247 Santa Cruz da Baixa Verde";-;-;-;-;-;1500,00;-;1500,00;-;3000,00
"261250 Santa Cruz do Capibaribe";-;-;30080,00;60561,68;13500,00;25500,00;73500,00;-;-;203141,68
"261255 Santa Filomena";-;-;-;-;1500,00;7500,00;6000,00;-;-;15000,00
"261260 Santa Maria da Boa Vista";-;-;1532,00;3064,00;7676,00;3096,00;-;-;-;15368,00
"261300 São Bento do Una";-;3000,00;52644,00;33000,00;69782,34;27072,00;18000,00;6000,00;-;209498,34
"261310 São Caitano";-;1532,00;-;3000,00;22600,18;1500,00;7500,00;4516,00;3000,00;43648,18
"261320 São João";-;-;-;-;-;4604,00;6152,00;3048,00;-;13804,00
"261330 São Joaquim do Monte";1500,00;16652,00;10636,00;16636,00;7564,00;9064,00;4628,00;1540,00;6208,00;74428,00
"261360 São José do Egito";-;12176,00;12344,00;15448,00;32420,00;10796,00;10836,00;-;-;94020,00
"261370 São Lourenço da Mata";-;31500,00;19500,00;10500,00;18000,00;13500,00;7500,00;7500,00;-;108000,00
"261390 Serra Talhada";1580,00;18629,38;18802,00;524869,09;446152,30;469542,78;14921,05;384927,41;1080834,29;2960258,30
"261400 Serrita";-;-;-;-;21896,00;-;-;-;-;21896,00
"261410 Sertânia";-;-;-;12336,00;6120,00;3056,00;-;12160,00;38180,00;71852,00
"261420 Sirinhaém";-;24280,00;21488,00;18440,00;1508,00;1556,00;-;3064,00;1532,00;71868,00
"261440 Solidão";-;-;-;3000,00;4508,00;1500,00;1500,00;3000,00;-;13508,00
"261450 Surubim";-;-;22500,00;39000,00;39000,00;7500,00;7500,00;-;21000,00;136500,00
"261460 Tabira";-;-;9256,00;17108,00;15648,00;15560,00;9256,00;12592,00;1548,00;80968,00
"261485 Tamandaré";-;6208,00;7684,00;-;-;-;-;-;-;13892,00
"261500 Taquaritinga do Norte";-;-;-;15080,00;10556,00;4524,00;9048,00;6032,00;9048,00;54288,00
"261510 Terezinha";-;-;-;-;-;1500,00;-;-;-;1500,00
"261520 Terra Nova";-;1500,00;1508,00;1500,00;6000,00;-;3072,00;3000,00;12000,00;28580,00
"261540 Toritama";-;-;35484,60;65708,00;33576,00;6160,00;13844,00;15232,00;-;170004,60
"261560 Trindade";1500,00;1500,00;3000,00;-;4500,00;-;7500,00;7500,00;-;25500,00
"261570 Triunfo";-;1500,00;1500,00;9000,00;7500,00;1500,00;4500,00;1500,00;4500,00;31500,00
"261580 Tupanatinga";4500,00;3000,00;1500,00;1500,00;3000,00;3000,00;-;-;-;16500,00
"261590 Tuparetama";-;-;-;6264,00;3080,00;1532,00;-;-;-;10876,00
"261600 Venturosa";-;-;-;-;1524,00;1540,00;-;3104,00;-;6168,00
"261610 Verdejante";-;-;9000,00;1500,00;-;9000,00;1500,00;-;-;21000,00
"261620 Vertentes";-;10500,00;18000,00;21000,00;9000,00;18000,00;4500,00;4500,00;1500,00;87000,00
"261630 Vicência";3000,00;31820,00;18016,00;12000,00;19532,00;4500,00;6000,00;4500,00;3000,00;102368,00
"261640 Vitória de Santo Antão";-;25580,00;15112,00;33000,00;148660,41;61499,96;16500,00;94500,96;39240,71;434094,04
"270030 Arapiraca";-;-;213344,02;1433805,47;1678220,34;685498,11;437903,13;270743,52;488870,33;5208384,92
"270140 Campo Alegre";-;12000,00;127500,00;100500,00;31500,00;31500,00;28500,00;4500,00;18000,00;354000,00
"270170 Capela";-;-;-;-;-;36840,00;1540,00;1540,00;-;39920,00
"270230 Coruripe";-;304744,80;544713,86;112828,11;41662,50;5303,36;-;-;-;1009252,63
"270430 Maceió";5808,48;32217,33;1446660,32;2416215,32;3824523,62;2764967,02;2623664,99;1332344,08;426256,49;14872657,65
"270450 Maragogi";-;-;34500,00;7500,00;-;-;-;-;-;42000,00
"270470 Marechal Deodoro";-;-;15000,00;34500,00;15000,00;-;-;-;-;64500,00
"270510 Matriz de Camaragibe";-;18000,00;22500,00;9000,00;27000,00;12000,00;4500,00;-;-;93000,00
"270630 Palmeira dos Índios";-;-;-;144111,94;-;43790,93;105416,50;56390,65;46087,40;395797,42
"270640 Pão de Açúcar";-;-;1500,00;-;37500,00;24000,00;-;10500,00;4500,00;78000,00
"270670 Penedo";-;-;-;1500,00;27000,00;38900,00;3000,00;21900,00;-;92300,00
"270690 Pilar";-;-;-;-;-;-;-;-;1500,00;1500,00
"270730 Porto Calvo";-;9088,00;21007,99;16555,99;1516,00;-;15000,00;15000,00;13500,00;91667,98
"270760 Quebrangulo";-;-;21000,00;22500,00;28500,00;10500,00;1500,00;-;9000,00;93000,00
"270770 Rio Largo";-;22616,55;48222,19;45688,91;4621,42;-;1551,37;1523,35;9177,46;133401,25
"270800 Santana do Ipanema";-;-;-;97948,25;82356,13;61308,40;121036,28;11461,44;4852,88;378963,38
"270830 São José da Laje";-;-;22500,00;13500,00;19500,00;18000,00;6000,00;-;-;79500,00
"270860 São Miguel dos Campos";-;144946,75;329364,15;101304,74;20781,54;24855,80;7920,60;16414,62;-;645588,20
"270915 Teotônio Vilela";-;6000,00;79500,00;21000,00;19500,00;16500,00;4500,00;4500,00;-;151500,00
"270930 União dos Palmares";-;-;-;-;16754,19;16518,54;16001,10;24060,75;3022,04;76356,62
"280030 Aracaju";-;180949,00;425629,77;1561553,00;2779153,69;2400630,07;1678065,86;1563007,26;1344673,24;11933661,89
"280130 Capela";-;-;1500,00;6000,00;1500,00;-;6040,00;-;-;15040,00
"280210 Estância";-;-;-;10500,00;99038,00;234647,65;633442,98;422574,96;203120,12;1603323,71
"280290 Itabaiana";-;-;-;36452,72;105929,87;238916,10;108223,26;43385,14;-;532907,09
"280350 Lagarto";-;-;23020,60;42186,23;359237,60;639616,64;1180656,86;909334,97;1064502,21;4218555,11
"280450 Nossa Senhora da Glória";-;-;1500,00;4500,00;18000,00;16500,00;24000,00;4500,00;9000,00;78000,00
"280480 Nossa Senhora do Socorro";-;-;61562,53;109662,14;31586,47;10509,34;31760,31;28603,33;63585,87;337269,99
"280570 Propriá";-;15448,00;45919,79;90921,95;62341,59;18317,75;15151,00;7564,00;7532,00;263196,08
"280670 São Cristóvão";-;-;-;4500,00;7500,00;1901,20;-;4500,00;7500,00;25901,20
"290070 Alagoinhas";-;6000,00;15136,41;66642,93;38105,82;19111,01;7500,00;9020,06;6060,18;167576,41
"290080 Alcobaça";-;-;-;-;-;1500,00;10628,00;4572,00;4516,00;21216,00
"290100 Amargosa";-;1524,00;3008,00;9176,00;4517,00;6032,00;4580,00;1524,00;1500,00;31861,00
"290115 América Dourada";-;-;-;-;-;-;-;-;4548,00;4548,00
"290200 Aracatu";-;-;-;-;-;1516,00;-;-;-;1516,00
"290240 Aurelino Leal";-;-;-;15000,00;24000,00;12000,00;4500,00;4500,00;19500,00;79500,00
"290270 Barra";-;-;-;9024,00;3024,00;6016,00;-;6000,00;43692,06;67756,06
"290280 Barra da Estiva";-;-;-;-;-;1500,00;1500,00;19772,00;29228,60;52000,60
"290290 Barra do Choça";-;-;1508,00;13620,00;4548,00;3032,00;4524,00;4540,00;7668,00;39440,00
"290300 Barra do Mendes";-;-;-;-;-;-;-;-;9000,00;9000,00
"290320 Barreiras";-;6000,00;39452,06;246580,45;183111,21;195183,31;163748,51;645783,22;830823,13;2310681,89
"290323 Barro Alto";-;-;-;-;-;-;-;-;12000,00;12000,00
"290327 Barrocas";-;-;1524,00;1516,00;4500,00;-;-;1500,00;-;9040,00
"290340 Belmonte";-;-;6072,00;4604,00;4628,00;12504,36;4680,06;1532,00;-;34020,42
"290390 Bom Jesus da Lapa";-;-;1500,00;7500,00;-;16500,00;24000,00;31500,00;19500,00;100500,00
"290405 Bonito";-;-;-;3000,00;-;-;-;3000,00;-;6000,00
"290410 Boquira";-;-;-;-;-;-;-;1500,00;4500,00;6000,00
"290490 Cachoeira";-;-;-;10612,00;13668,00;7556,00;3032,00;3032,00;10636,00;48536,00
"290520 Caetité";-;-;-;12000,00;10500,00;3000,00;3000,00;4500,00;6000,00;39000,00
"290530 Cafarnaum";-;-;-;1508,00;1540,00;1572,00;3024,00;9152,00;6152,00;22948,00
"290550 Caldeirão Grande";-;-;1500,00;1500,00;-;-;6000,00;1500,00;15000,00;25500,00
"290560 Camacan";-;-;7500,00;46500,00;120000,00;57000,00;36000,00;39000,00;76500,00;382500,00
"290570 Camaçari";-;169900,00;583600,00;576367,13;534142,93;28432,91;24046,67;6222,25;-;1922711,89
"290590 Campo Alegre de Lourdes";-;-;7580,00;22660,00;1500,00;3008,00;-;-;13500,00;48248,00
"290600 Campo Formoso";9120,00;3032,00;22777,30;65407,26;44588,87;15210,07;29944,57;29081,42;59107,63;278269,12
"290610 Canápolis";-;-;-;-;-;-;-;-;4500,00;4500,00
"290620 Canarana";-;-;-;-;-;-;4524,00;3040,00;9176,00;16740,00
"290650 Candeias";-;22792,10;33502,17;47290,90;30226,07;16628,04;22625,36;4542,68;-;177607,32
"290660 Candiba";-;-;-;-;-;-;-;-;1524,00;1524,00
"290690 Caravelas";-;-;3000,00;1500,00;-;4596,00;-;3000,00;6160,00;18256,00
"290720 Casa Nova";-;-;1500,00;4564,00;1500,00;1532,00;1508,00;3008,00;10652,00;24264,00
"290750 Catu";-;-;1500,00;1500,00;7500,00;12000,00;-;1508,00;1500,00;25508,00
"290755 Caturama";-;-;-;-;-;-;3000,00;-;3000,00;6000,00
"290760 Central";-;-;-;-;-;-;-;-;3000,00;3000,00
"290810 Cocos";-;-;-;-;3048,00;6096,00;-;3048,00;1524,00;13716,00
"290830 Conceição do Almeida";-;-;-;18000,00;7516,00;10508,00;4500,00;7500,00;19500,00;67524,00
"290840 Conceição do Coité";-;-;-;6048,00;1508,00;3016,00;-;3072,00;1500,00;15144,00
"290850 Conceição do Jacuípe";-;3000,00;9104,00;9064,00;4500,00;6000,00;6000,00;7524,00;-;45192,00
"290870 Condeúba";-;-;-;1500,00;-;-;-;1500,00;-;3000,00
"290890 Coração de Maria";-;-;-;1500,00;-;1500,00;-;-;3000,00;6000,00
"290910 Coribe";-;-;-;-;3000,00;1500,00;1500,00;3000,00;-;9000,00
"290930 Correntina";-;-;-;-;-;18288,00;3048,00;10668,00;-;32004,00
"291005 Dias d'Ávila";-;10500,00;24000,00;19502,00;6000,00;1500,00;3000,00;-;3000,00;67502,00
"291030 Elísio Medrado";-;-;-;-;3000,00;-;-;-;-;3000,00
"291040 Encruzilhada";-;-;-;-;-;-;-;7500,00;33400,00;40900,00
"291060 Esplanada";-;-;-;-;-;-;4652,00;-;-;4652,00
"291072 Eunápolis";-;-;20727,69;50376,13;120625,99;51272,82;223048,48;513401,35;791900,00;1771352,46
"291080 Feira de Santana";-;-;115812,60;148689,28;301643,04;61203,33;89292,97;159094,25;840797,55;1716533,02
"291085 Filadélfia";-;1500,00;1500,00;-;7500,00;3000,00;-;31500,00;30000,00;75000,00
"291120 Gandu";-;-;19592,00;34608,00;7652,18;-;-;-;-;61852,18
"291130 Gentio do Ouro";-;-;-;-;1500,00;-;-;-;-;1500,00
"291170 Guanambi";-;-;3526,82;15103,97;3577,62;8462,48;-;3734,83;9025,60;43431,32
"291180 Guaratinga";-;-;-;4508,00;-;22676,00;9128,00;4532,00;10532,00;51376,00
"291270 Ibirapitanga";-;-;1532,00;1540,00;6080,00;9224,00;-;15448,12;12104,00;45928,12
"291280 Ibirapuã";-;3000,00;6120,00;4500,00;-;7580,00;4580,00;21288,00;24280,00;71348,00
"291290 Ibirataia";-;-;-;-;1524,00;-;1524,00;16612,00;25628,00;45288,00
"291300 Ibitiara";-;-;1508,00;-;-;-;-;-;-;1508,00
"291320 Ibotirama";1540,00;-;1524,00;18300,18;10764,00;3112,00;4596,00;22868,00;6104,00;68808,18
"291345 Igrapiúna";-;-;-;-;3000,00;-;-;-;-;3000,00
"291350 Iguaí";-;-;25628,00;24048,00;27000,00;4500,00;25572,00;22540,00;31500,00;160788,00
"291360 Ilhéus";-;238818,01;892108,70;1531718,92;1954362,80;1400664,18;1070000,79;1194005,40;1301312,45;9582991,25
"291390 Ipiaú";4562,01;-;9429,34;15486,46;16663,68;3218,27;3718,83;1800,42;8878,72;63757,73
"291410 Ipupiara";-;-;-;-;-;-;-;6040,12;1500,00;7540,12
"291460 Irecê";-;-;123876,76;33672,82;64585,25;-;1636,41;3136,41;257540,53;484448,18
"291465 Itabela";-;-;7500,00;18000,00;28524,00;36000,00;9036,06;4500,00;19516,00;123076,06
"291470 Itaberaba";-;-;-;13500,00;25560,18;21000,00;350900,00;411020,06;861500,00;1683480,24
"291480 Itabuna";-;54687,24;133947,61;79835,39;681088,39;896426,70;255501,95;237958,71;396079,77;2735525,76
