 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadasInternaçõesValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Procedimento: 0303010223 TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
Período:Ago/2020
"Município";"AIH_aprovadas";"Internações";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"110025 Presidente Médici";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;17;8,5;-;-
"110028 Rolim de Moura";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;30;5,0;-;-
"110029 Santa Luzia D'Oeste";3;3;4508,00;3595,97;-;-;912,03;-;-;1502,67;1502,67;15;5,0;-;-
"110149 São Francisco do Guaporé";5;5;7524,00;6003,95;-;-;1520,05;-;-;1504,80;1504,80;18;3,6;-;-
"110032 São Miguel do Guaporé";4;4;6096,00;4879,96;-;-;1216,04;-;-;1524,00;1524,00;20;5,0;-;-
"110030 Vilhena";93;93;223416,14;187282,81;-;-;36133,33;-;-;2402,32;2402,32;685;7,4;26;27,96
"120001 Acrelândia";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;10;3,3;-;-
"120010 Brasiléia";27;27;41389,00;33180,73;-;-;8208,27;-;-;1532,93;1532,93;120;4,4;2;7,41
"120020 Cruzeiro do Sul";108;108;349940,14;293478,36;-;-;56461,78;-;-;3240,19;3240,19;1258;11,6;13;12,04
"120040 Rio Branco";96;96;453979,39;384538,83;-;-;69440,56;-;-;4728,95;4728,95;1033;10,8;36;37,50
"120050 Sena Madureira";16;16;24260,66;19353,93;-;-;4906,73;-;-;1516,29;1516,29;102;6,4;-;-
"120045 Senador Guiomard";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;7;7,0;-;-
"120070 Xapuri";11;11;16780,00;13435,89;-;-;3344,11;-;-;1525,45;1525,45;50;4,5;2;18,18
"130002 Alvarães";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;46;5,1;-;-
"130014 Apuí";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;7;7,0;-;-
"130020 Atalaia do Norte";3;3;4580,00;3667,97;-;-;912,03;-;-;1526,67;1526,67;12;4,0;-;-
"130030 Autazes";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"130060 Benjamin Constant";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;16;4,0;2;50,00
"130068 Boa Vista do Ramos";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;-;-
"130070 Boca do Acre";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;39;5,6;-;-
"130100 Carauari";11;11;17944,01;14599,90;-;-;3344,11;-;-;1631,27;1631,27;61;5,5;3;27,27
"130110 Careiro";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;101;25,3;-;-
"130120 Coari";15;15;23046,10;18485,95;-;-;4560,15;-;-;1536,41;1536,41;70;4,7;1;6,67
"130130 Codajás";27;27;40500,00;32291,73;-;-;8208,27;-;-;1500,00;1500,00;103;3,8;1;3,70
"130140 Eirunepé";24;24;36008,00;28711,76;-;-;7296,24;-;-;1500,33;1500,33;72;3,0;-;-
"130160 Fonte Boa";9;9;13772,00;11035,91;-;-;2736,09;-;-;1530,22;1530,22;52;5,8;-;-
"130165 Guajará";17;17;25537,00;20368,83;-;-;5168,17;-;-;1502,18;1502,18;82;4,8;-;-
"130170 Humaitá";42;42;72559,94;59045,72;-;-;13514,22;-;-;1727,62;1727,62;192;4,6;-;-
"130185 Iranduba";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;9;9,0;-;-
"130190 Itacoatiara";13;13;19812,00;15859,87;-;-;3952,13;-;-;1524,00;1524,00;52;4,0;-;-
"130210 Japurá";1;1;1540,00;1235,99;-;-;304,01;-;-;1540,00;1540,00;5;5,0;-;-
"130230 Jutaí";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;19;6,3;1;33,33
"130250 Manacapuru";27;27;42823,61;34565,03;-;-;8258,58;-;-;1586,06;1586,06;148;5,5;2;7,41
"130260 Manaus";563;563;3700896,18;3149442,30;-;-;551453,88;-;-;6573,53;6573,53;6722;11,9;131;23,27
"130270 Manicoré";59;59;90560,42;72596,74;-;-;17963,68;-;-;1534,92;1534,92;250;4,2;5;8,47
"130290 Maués";14;14;21016,00;16759,86;-;-;4256,14;-;-;1501,14;1501,14;103;7,4;1;7,14
"130300 Nhamundá";26;26;39176,00;31271,74;-;-;7904,26;-;-;1506,77;1506,77;131;5,0;1;3,85
"130320 Novo Airão";6;6;9088,00;7263,94;-;-;1824,06;-;-;1514,67;1514,67;10;1,7;-;-
"130340 Parintins";136;136;206602,80;165257,44;-;-;41345,36;-;-;1519,14;1519,14;843;6,2;9;6,62
"130353 Presidente Figueiredo";2;2;3040,00;2431,98;-;-;608,02;-;-;1520,00;1520,00;5;2,5;-;-
"130356 Rio Preto da Eva";26;26;39640,00;31735,74;-;-;7904,26;-;-;1524,62;1524,62;100;3,8;-;-
"130370 Santo Antônio do Içá";22;22;33000,00;26311,78;-;-;6688,22;-;-;1500,00;1500,00;137;6,2;-;-
"130390 São Paulo de Olivença";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;15;3,8;2;50,00
"130395 São Sebastião do Uatumã";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;31;3,4;1;11,11
"130406 Tabatinga";30;30;48207,84;39014,01;-;-;9193,83;-;-;1606,93;1606,93;212;7,1;16;53,33
"130420 Tefé";18;18;27576,00;22103,82;-;-;5472,18;-;-;1532,00;1532,00;97;5,4;2;11,11
"130423 Tonantins";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;19;4,8;-;-
"130426 Uarini";4;4;6104,20;4888,16;-;-;1216,04;-;-;1526,05;1526,05;9;2,3;-;-
"130430 Urucará";29;29;43723,00;34906,71;-;-;8816,29;-;-;1507,69;1507,69;113;3,9;-;-
"140005 Alto Alegre";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"140010 Boa Vista";125;125;406190,97;341800,93;-;-;64390,04;-;-;3249,53;3249,53;1617;12,9;15;12,00
"140023 Caroebe";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;2;2,0;-;-
"140030 Mucajaí";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"140040 Normandia";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;-;-
"140047 Rorainópolis";14;14;24210,75;19633,40;-;-;4577,35;-;-;1729,34;1729,34;186;13,3;-;-
"140050 São João da Baliza";1;1;1524,00;1219,99;-;-;304,01;-;-;1524,00;1524,00;3;3,0;-;-
"140060 São Luiz";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;60;4,6;-;-
"150010 Abaetetuba";19;19;29628,48;23821,33;-;-;5807,15;-;-;1559,39;1559,39;123;6,5;-;-
"150013 Abel Figueiredo";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"150020 Acará";2;2;3024,00;2415,98;-;-;608,02;-;-;1512,00;1512,00;5;2,5;-;-
"150034 Água Azul do Norte";7;7;10604,78;8476,71;-;-;2128,07;-;-;1514,97;1514,97;26;3,7;-;-
"150040 Alenquer";24;24;37258,80;29846,46;-;-;7412,34;-;-;1552,45;1552,45;154;6,4;4;16,67
"150050 Almeirim";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"150060 Altamira";190;190;509370,55;421497,65;-;-;87872,90;-;-;2680,90;2680,90;1209;6,4;26;13,68
"150080 Ananindeua";79;79;306580,45;258630,26;-;-;47950,19;-;-;3880,77;3880,77;504;6,4;8;10,13
"150090 Augusto Corrêa";32;32;48288,00;38559,68;-;-;9728,32;-;-;1509,00;1509,00;221;6,9;1;3,13
"150095 Aurora do Pará";9;9;13548,00;10811,91;-;-;2736,09;-;-;1505,33;1505,33;43;4,8;-;-
"150120 Baião";20;20;30480,00;24399,80;-;-;6080,20;-;-;1524,00;1524,00;74;3,7;-;-
"150130 Barcarena";12;12;23440,84;18973,72;-;-;4467,12;-;-;1953,40;1953,40;39;3,3;2;16,67
"150140 Belém";1057;1057;5669398,77;4798997,04;-;-;870401,73;-;-;5363,67;5363,67;13847;13,1;314;29,71
"150157 Bom Jesus do Tocantins";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;26;2,6;-;-
"150170 Bragança";20;20;32981,15;26893,21;-;-;6087,94;-;-;1649,06;1649,06;124;6,2;-;-
"150172 Brasil Novo";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;50;4,5;-;-
"150178 Breu Branco";12;12;18113,85;14465,73;-;-;3648,12;-;-;1509,49;1509,49;75;6,3;-;-
"150180 Breves";122;122;193160,94;155785,91;-;-;37375,03;-;-;1583,29;1583,29;731;6,0;16;13,11
"150215 Canaã dos Carajás";28;28;42000,00;33487,72;-;-;8512,28;-;-;1500,00;1500,00;180;6,4;-;-
"150220 Capanema";2;2;5345,17;4465,95;-;-;879,22;-;-;2672,59;2672,59;16;8,0;-;-
"150230 Capitão Poço";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;41;5,1;-;-
"150240 Castanhal";125;125;417973,69;350475,80;-;-;67497,89;-;-;3343,79;3343,79;850;6,8;47;37,60
"150270 Conceição do Araguaia";27;27;41116,00;32907,73;-;-;8208,27;-;-;1522,81;1522,81;76;2,8;-;-
"150276 Cumaru do Norte";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;24;8,0;-;-
"150277 Curionópolis";15;15;22500,00;17939,85;-;-;4560,15;-;-;1500,00;1500,00;31;2,1;-;-
"150280 Curralinho";9;9;13748,00;11011,91;-;-;2736,09;-;-;1527,56;1527,56;31;3,4;-;-
"150293 Dom Eliseu";8;8;12152,00;9719,92;-;-;2432,08;-;-;1519,00;1519,00;19;2,4;2;25,00
"150307 Garrafão do Norte";6;6;9240,00;7415,94;-;-;1824,06;-;-;1540,00;1540,00;30;5,0;-;-
"150320 Igarapé-Açu";25;25;38312,78;30662,22;-;-;7650,56;-;-;1532,51;1532,51;181;7,2;4;16,00
"150330 Igarapé-Miri";13;13;19972,00;16019,87;-;-;3952,13;-;-;1536,31;1536,31;60;4,6;3;23,08
"150345 Ipixuna do Pará";30;30;45604,00;36483,70;-;-;9120,30;-;-;1520,13;1520,13;106;3,5;1;3,33
"150360 Itaituba";78;78;117000,00;93287,22;-;-;23712,78;-;-;1500,00;1500,00;221;2,8;15;19,23
"150370 Itupiranga";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;13;6,5;-;-
"150380 Jacundá";100;100;150000,00;119599,00;-;-;30401,00;-;-;1500,00;1500,00;395;4,0;1;1,00
"150390 Juruti";8;8;12101,60;9669,52;-;-;2432,08;-;-;1512,70;1512,70;36;4,5;-;-
"150405 Mãe do Rio";7;7;10578,95;8450,88;-;-;2128,07;-;-;1511,28;1511,28;21;3,0;1;14,29
"150420 Marabá";456;456;1149258,66;946371,09;-;-;202887,57;-;-;2520,30;2520,30;4316;9,5;125;27,41
"150430 Maracanã";6;6;9024,00;7199,94;-;-;1824,06;-;-;1504,00;1504,00;35;5,8;2;33,33
"150442 Marituba";6;6;59400,86;50593,40;-;-;8807,46;-;-;9900,14;9900,14;106;17,7;3;50,00
"150460 Mocajuba";18;18;27712,00;22239,82;-;-;5472,18;-;-;1539,56;1539,56;90;5,0;-;-
"150470 Moju";9;9;13829,43;11093,34;-;-;2736,09;-;-;1536,60;1536,60;40;4,4;-;-
"150480 Monte Alegre";22;22;34282,02;27586,06;-;-;6695,96;-;-;1558,27;1558,27;121;5,5;-;-
"150495 Nova Esperança do Piriá";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;20;5,0;-;-
"150497 Nova Ipixuna";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;5;2,5;-;-
"150503 Novo Progresso";15;15;22623,90;18063,75;-;-;4560,15;-;-;1508,26;1508,26;45;3,0;-;-
"150520 Oeiras do Pará";39;39;58759,20;46902,81;-;-;11856,39;-;-;1506,65;1506,65;199;5,1;-;-
"150530 Oriximiná";30;30;45969,17;36848,87;-;-;9120,30;-;-;1532,31;1532,31;176;5,9;3;10,00
"150540 Ourém";11;11;16812,00;13467,89;-;-;3344,11;-;-;1528,36;1528,36;39;3,5;1;9,09
"150543 Ourilândia do Norte";29;29;43500,00;34683,71;-;-;8816,29;-;-;1500,00;1500,00;89;3,1;-;-
"150548 Pacajá";15;15;23012,00;18451,85;-;-;4560,15;-;-;1534,13;1534,13;70;4,7;-;-
"150549 Palestina do Pará";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;-;-;-;-
"150550 Paragominas";81;81;245680,51;206953,30;-;-;38727,21;-;-;3033,09;3033,09;727;9,0;18;22,22
"150553 Parauapebas";60;60;118174,43;96526,50;-;-;21647,93;-;-;1969,57;1969,57;465;7,8;15;25,00
"150555 Pau D'Arco";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;27;3,4;-;-
"150580 Portel";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;9;3,0;-;-
"150600 Prainha";12;12;18000,00;14351,88;-;-;3648,12;-;-;1500,00;1500,00;43;3,6;-;-
"150613 Redenção";81;81;149026,00;123248,48;-;-;25777,52;-;-;1839,83;1839,83;486;6,0;20;24,69
"150616 Rio Maria";35;35;52732,00;42091,65;-;-;10640,35;-;-;1506,63;1506,63;232;6,6;2;5,71
"150618 Rondon do Pará";19;19;28500,00;22723,81;-;-;5776,19;-;-;1500,00;1500,00;48;2,5;-;-
"150620 Salinópolis";30;30;45000,00;35879,70;-;-;9120,30;-;-;1500,00;1500,00;141;4,7;1;3,33
"150650 Santa Izabel do Pará";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;29;4,8;1;16,67
"150658 Santa Maria das Barreiras";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;4;2,0;-;-
"150660 Santa Maria do Pará";16;16;24488,00;19623,84;-;-;4864,16;-;-;1530,50;1530,50;61;3,8;2;12,50
"150670 Santana do Araguaia";18;18;27037,95;21565,77;-;-;5472,18;-;-;1502,11;1502,11;82;4,6;-;-
"150680 Santarém";183;183;657527,16;555683,97;-;-;101843,19;-;-;3593,04;3593,04;1736;9,5;64;34,97
"150700 Santo Antônio do Tauá";28;28;42112,00;33599,72;-;-;8512,28;-;-;1504,00;1504,00;108;3,9;-;-
"150720 São Domingos do Capim";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;146;11,2;-;-
"150730 São Félix do Xingu";12;12;18000,00;14351,88;-;-;3648,12;-;-;1500,00;1500,00;44;3,7;1;8,33
"150747 São João de Pirabas";6;6;9056,00;7231,94;-;-;1824,06;-;-;1509,33;1509,33;28;4,7;-;-
"150760 São Miguel do Guamá";26;26;39424,00;31519,74;-;-;7904,26;-;-;1516,31;1516,31;107;4,1;1;3,85
"150770 São Sebastião da Boa Vista";27;27;40500,00;32291,73;-;-;8208,27;-;-;1500,00;1500,00;145;5,4;-;-
"150797 Terra Santa";30;30;46184,00;37063,70;-;-;9120,30;-;-;1539,47;1539,47;153;5,1;-;-
"150803 Tracuateua";3;3;4636,00;3723,97;-;-;912,03;-;-;1545,33;1545,33;17;5,7;-;-
"150805 Trairão";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;12;2,0;-;-
"150808 Tucumã";59;59;91538,77;73602,18;-;-;17936,59;-;-;1551,50;1551,50;281;4,8;3;5,08
"150810 Tucuruí";111;111;168868,00;135122,89;-;-;33745,11;-;-;1521,33;1521,33;542;4,9;-;-
"150812 Ulianópolis";4;4;6088,00;4871,96;-;-;1216,04;-;-;1522,00;1522,00;11;2,8;-;-
"150815 Uruará";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;36;7,2;-;-
"150820 Vigia";14;14;21040,00;16783,86;-;-;4256,14;-;-;1502,86;1502,86;49;3,5;1;7,14
"150830 Viseu";17;17;25580,00;20411,83;-;-;5168,17;-;-;1504,71;1504,71;89;5,2;-;-
"150835 Vitória do Xingu";13;13;20092,00;16139,87;-;-;3952,13;-;-;1545,54;1545,54;78;6,0;-;-
"150840 Xinguara";33;33;54001,53;43969,20;-;-;10032,33;-;-;1636,41;1636,41;140;4,2;-;-
"160010 Amapá";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;8;4,0;-;-
"160020 Calçoene";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;15;5,0;-;-
"160027 Laranjal do Jari";25;25;38671,48;30846,77;-;-;7824,71;-;-;1546,86;1546,86;192;7,7;2;8,00
"160030 Macapá";218;218;525391,48;434639,01;-;-;90752,47;-;-;2410,05;2410,05;2038;9,3;50;22,94
"160050 Oiapoque";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;24;3,4;-;-
"160060 Santana";86;86;140487,51;113711,84;-;-;26775,67;-;-;1633,58;1633,58;737;8,6;22;25,58
"170210 Araguaína";106;106;516436,72;436028,65;-;-;80408,07;-;-;4872,04;4872,04;655;6,2;22;20,75
"170550 Colinas do Tocantins";61;61;94228,20;75683,59;-;-;18544,61;-;-;1544,72;1544,72;181;3,0;5;8,20
"170820 Formoso do Araguaia";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;6;3,0;-;-
"170900 Goiatins";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;80;7,3;-;-
"171660 Peixe";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;6;2,0;-;-
"171750 Pium";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;24;3,4;-;-
"172120 Tocantinópolis";31;31;46980,00;37555,69;-;-;9424,31;-;-;1515,48;1515,48;66;2,1;-;-
"210005 Açailândia";93;93;204866,19;167343,66;-;-;37522,53;-;-;2202,86;2202,86;548;5,9;5;5,38
"210047 Alto Alegre do Pindaré";9;9;13860,00;11123,91;-;-;2736,09;-;-;1540,00;1540,00;56;6,2;-;-
"210060 Amarante do Maranhão";29;29;44396,00;35579,71;-;-;8816,29;-;-;1530,90;1530,90;115;4,0;1;3,45
"210090 Araioses";4;4;6112,00;4895,96;-;-;1216,04;-;-;1528,00;1528,00;19;4,8;-;-
"210095 Arame";30;30;45024,00;35903,70;-;-;9120,30;-;-;1500,80;1500,80;96;3,2;-;-
"210120 Bacabal";133;133;211102,88;170519,19;-;-;40583,69;-;-;1587,24;1587,24;762;5,7;24;18,05
"210140 Balsas";88;88;283889,76;237542,68;-;-;46347,08;-;-;3226,02;3226,02;583;6,6;28;31,82
"210160 Barra do Corda";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;6;3,0;-;-
"210170 Barreirinhas";15;15;25924,82;21364,67;-;-;4560,15;-;-;1728,32;1728,32;131;8,7;1;6,67
"210177 Bela Vista do Maranhão";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;7;2,3;-;-
"210200 Bom Jardim";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;15;3,0;-;-
"210203 Bom Jesus das Selvas";8;8;12152,00;9719,92;-;-;2432,08;-;-;1519,00;1519,00;19;2,4;-;-
"210210 Brejo";18;18;27272,00;21799,82;-;-;5472,18;-;-;1515,11;1515,11;73;4,1;1;5,56
"210230 Buriti Bravo";24;24;36728,00;29431,76;-;-;7296,24;-;-;1530,33;1530,33;96;4,0;-;-
"210232 Buriticupu";36;36;54000,00;43055,64;-;-;10944,36;-;-;1500,00;1500,00;111;3,1;-;-
"210240 Cajapió";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"210280 Carolina";19;19;28732,00;22955,81;-;-;5776,19;-;-;1512,21;1512,21;93;4,9;-;-
"210290 Carutapera";11;11;16556,00;13211,89;-;-;3344,11;-;-;1505,09;1505,09;57;5,2;-;-
"210300 Caxias";253;253;768121,17;638023,64;-;-;130097,53;-;-;3036,05;3036,05;1641;6,5;43;17,00
"210320 Chapadinha";37;37;75021,94;61129,37;-;-;13892,57;-;-;2027,62;2027,62;114;3,1;4;10,81
"210330 Codó";16;16;24008,00;19143,84;-;-;4864,16;-;-;1500,50;1500,50;64;4,0;-;-
"210350 Colinas";63;63;94692,40;75539,77;-;-;19152,63;-;-;1503,05;1503,05;260;4,1;2;3,17
"210360 Coroatá";36;36;173198,86;146266,70;-;-;26932,16;-;-;4811,08;4811,08;337;9,4;-;-
"210370 Cururupu";7;7;11318,46;9190,39;-;-;2128,07;-;-;1616,92;1616,92;25;3,6;1;14,29
"210380 Dom Pedro";21;21;32228,00;25843,79;-;-;6384,21;-;-;1534,67;1534,67;115;5,5;-;-
"210400 Esperantinópolis";10;10;15208,00;12167,90;-;-;3040,10;-;-;1520,80;1520,80;30;3,0;-;-
"210405 Estreito";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;2;2,0;-;-
"210407 Feira Nova do Maranhão";26;26;39032,00;31127,74;-;-;7904,26;-;-;1501,23;1501,23;104;4,0;-;-
"210408 Fernando Falcão";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;13;2,6;-;-
"210420 Fortuna";18;18;27648,00;22175,82;-;-;5472,18;-;-;1536,00;1536,00;111;6,2;-;-
"210440 Gonçalves Dias";3;3;4580,00;3667,97;-;-;912,03;-;-;1526,67;1526,67;15;5,0;-;-
"210450 Governador Archer";1;1;1540,00;1235,99;-;-;304,01;-;-;1540,00;1540,00;5;5,0;-;-
"210460 Governador Eugênio Barros";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;24;6,0;-;-
"210465 Governador Newton Bello";8;8;12120,00;9687,92;-;-;2432,08;-;-;1515,00;1515,00;15;1,9;-;-
"210467 Governador Nunes Freire";23;23;35500,00;28507,77;-;-;6992,23;-;-;1543,48;1543,48;129;5,6;1;4,35
"210480 Grajaú";53;53;80926,67;64790,92;-;-;16135,75;-;-;1526,92;1526,92;267;5,0;4;7,55
"210510 Icatu";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"210520 Igarapé Grande";34;34;51000,00;40663,66;-;-;10336,34;-;-;1500,00;1500,00;170;5,0;-;-
"210530 Imperatriz";186;186;492852,90;407311,84;-;-;85541,06;-;-;2649,75;2649,75;1409;7,6;51;27,42
"210535 Itaipava do Grajaú";12;12;18008,00;14359,88;-;-;3648,12;-;-;1500,67;1500,67;8;0,7;-;-
"210540 Itapecuru Mirim";3;3;4859,67;3947,64;-;-;912,03;-;-;1619,89;1619,89;79;26,3;-;-
"210542 Itinga do Maranhão";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;15;3,0;-;-
"210547 Jenipapo dos Vieiras";12;12;18000,00;14351,88;-;-;3648,12;-;-;1500,00;1500,00;46;3,8;-;-
"210550 João Lisboa";4;4;6048,00;4831,96;-;-;1216,04;-;-;1512,00;1512,00;20;5,0;-;-
"210570 Lago da Pedra";51;51;76684,00;61179,49;-;-;15504,51;-;-;1503,61;1503,61;365;7,2;5;9,80
"210610 Loreto";19;19;28676,00;22899,81;-;-;5776,19;-;-;1509,26;1509,26;82;4,3;-;-
"210640 Mata Roma";2;2;3048,00;2439,98;-;-;608,02;-;-;1524,00;1524,00;6;3,0;-;-
"210660 Matões";6;6;9072,00;7247,94;-;-;1824,06;-;-;1512,00;1512,00;9;1,5;-;-
"210675 Miranda do Norte";17;17;25508,00;20339,83;-;-;5168,17;-;-;1500,47;1500,47;49;2,9;1;5,88
"210710 Morros";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;14;3,5;-;-
"210720 Nina Rodrigues";7;7;10516,00;8387,93;-;-;2128,07;-;-;1502,29;1502,29;32;4,6;-;-
"210745 Olinda Nova do Maranhão";18;18;27408,00;21935,82;-;-;5472,18;-;-;1522,67;1522,67;90;5,0;-;-
"210790 Passagem Franca";17;17;26012,00;20843,83;-;-;5168,17;-;-;1530,12;1530,12;86;5,1;-;-
"210810 Paulo Ramos";7;7;10684,00;8555,93;-;-;2128,07;-;-;1526,29;1526,29;33;4,7;-;-
"210820 Pedreiras";79;79;118500,00;94483,21;-;-;24016,79;-;-;1500,00;1500,00;1120;14,2;14;17,72
"210845 Peritoró";9;9;112957,76;96135,27;-;-;16822,49;-;-;12550,86;12550,86;75;8,3;1;11,11
"210860 Pinheiro";55;55;86959,83;69664,36;-;-;17295,47;-;-;1581,09;1581,09;482;8,8;6;10,91
"210880 Pirapemas";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;5;1,7;-;-
"210900 Porto Franco";27;27;41460,00;33251,73;-;-;8208,27;-;-;1535,56;1535,56;120;4,4;-;-
"210910 Presidente Dutra";52;52;112203,64;92575,25;-;-;19628,39;-;-;2157,76;2157,76;424;8,2;8;15,38
"210960 Rosário";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;6;3,0;-;-
"210970 Sambaíba";18;18;27440,00;21967,82;-;-;5472,18;-;-;1524,44;1524,44;73;4,1;-;-
"210980 Santa Helena";5;5;7580,00;6059,95;-;-;1520,05;-;-;1516,00;1516,00;12;2,4;1;20,00
"210990 Santa Inês";53;53;228488,18;195236,17;-;-;33252,01;-;-;4311,10;4311,10;620;11,7;20;37,74
"211000 Santa Luzia";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;86;7,8;-;-
"211003 Santa Luzia do Paruá";31;31;46500,00;37075,69;-;-;9424,31;-;-;1500,00;1500,00;276;8,9;9;29,03
"211027 Santo Amaro do Maranhão";4;4;6080,00;4863,96;-;-;1216,04;-;-;1520,00;1520,00;13;3,3;-;-
"211060 São Bernardo";7;7;10540,00;8411,93;-;-;2128,07;-;-;1505,71;1505,71;53;7,6;-;-
"211065 São Domingos do Azeitão";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;17;4,3;-;-
"211070 São Domingos do Maranhão";12;12;18480,00;14831,88;-;-;3648,12;-;-;1540,00;1540,00;60;5,0;-;-
"211085 São Francisco do Brejão";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;27;3,0;-;-
"211102 São João do Carú";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"211107 São João do Soter";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;24;4,8;-;-
"211130 São Luís";364;364;2155646,63;1821276,89;-;-;334369,74;-;-;5922,11;5922,11;4422;12,1;97;26,65
"211140 São Luís Gonzaga do Maranhão";33;33;49676,00;39643,67;-;-;10032,33;-;-;1505,33;1505,33;102;3,1;1;3,03
"211150 São Mateus do Maranhão";10;10;15135,99;12095,90;-;-;3040,09;-;-;1513,60;1513,60;22;2,2;-;-
