 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadasInternaçõesValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Procedimento: 0303010223 TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
Período:Jul/2020
"Município";"AIH_aprovadas";"Internações";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"210290 Carutapera";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;25;4,2;-;-
"210300 Caxias";130;130;326619,81;270758,71;-;-;55861,10;-;-;2512,46;2512,46;1014;7,8;46;35,38
"210320 Chapadinha";67;67;136941,59;111691,32;-;-;25250,27;-;-;2043,90;2043,90;228;3,4;9;13,43
"210325 Cidelândia";2;2;3016,00;2407,98;-;-;608,02;-;-;1508,00;1508,00;2;1,0;-;-
"210330 Codó";56;56;84053,12;67028,56;-;-;17024,56;-;-;1500,95;1500,95;309;5,5;10;17,86
"210350 Colinas";45;45;67500,00;53819,55;-;-;13680,45;-;-;1500,00;1500,00;131;2,9;1;2,22
"210360 Coroatá";59;59;446845,54;379646,18;-;-;67199,36;-;-;7573,65;7573,65;472;8,0;29;49,15
"210370 Cururupu";35;35;55737,09;45096,74;-;-;10640,35;-;-;1592,49;1592,49;219;6,3;6;17,14
"210380 Dom Pedro";16;16;24512,00;19647,84;-;-;4864,16;-;-;1532,00;1532,00;67;4,2;-;-
"210400 Esperantinópolis";16;16;24384,00;19519,84;-;-;4864,16;-;-;1524,00;1524,00;54;3,4;-;-
"210405 Estreito";19;19;29012,00;23235,81;-;-;5776,19;-;-;1526,95;1526,95;64;3,4;-;-
"210407 Feira Nova do Maranhão";16;16;24032,00;19167,84;-;-;4864,16;-;-;1502,00;1502,00;64;4,0;-;-
"210408 Fernando Falcão";3;3;4556,00;3643,97;-;-;912,03;-;-;1518,67;1518,67;10;3,3;-;-
"210409 Formosa da Serra Negra";16;16;24688,00;19823,84;-;-;4864,16;-;-;1543,00;1543,00;86;5,4;-;-
"210420 Fortuna";12;12;18200,00;14551,88;-;-;3648,12;-;-;1516,67;1516,67;60;5,0;-;-
"210440 Gonçalves Dias";15;15;22740,00;18179,85;-;-;4560,15;-;-;1516,00;1516,00;71;4,7;2;13,33
"210460 Governador Eugênio Barros";17;17;25732,00;20563,83;-;-;5168,17;-;-;1513,65;1513,65;83;4,9;-;-
"210462 Governador Luiz Rocha";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;11;3,7;-;-
"210465 Governador Newton Bello";14;14;21232,00;16975,86;-;-;4256,14;-;-;1516,57;1516,57;29;2,1;-;-
"210467 Governador Nunes Freire";21;21;32236,00;25851,79;-;-;6384,21;-;-;1535,05;1535,05;96;4,6;2;9,52
"210480 Grajaú";79;79;120757,09;96686,45;-;-;24070,64;-;-;1528,57;1528,57;328;4,2;1;1,27
"210510 Icatu";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;2;2,0;-;-
"210520 Igarapé Grande";43;43;64500,00;51427,57;-;-;13072,43;-;-;1500,00;1500,00;264;6,1;-;-
"210530 Imperatriz";185;185;759427,11;638040,06;-;-;121387,05;-;-;4105,01;4105,01;1243;6,7;60;32,43
"210535 Itaipava do Grajaú";21;21;31508,00;25123,79;-;-;6384,21;-;-;1500,38;1500,38;49;2,3;-;-
"210540 Itapecuru Mirim";13;13;20342,88;16390,75;-;-;3952,13;-;-;1564,84;1564,84;72;5,5;2;15,38
"210542 Itinga do Maranhão";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;15;3,0;-;-
"210547 Jenipapo dos Vieiras";33;33;49500,00;39467,67;-;-;10032,33;-;-;1500,00;1500,00;152;4,6;-;-
"210550 João Lisboa";7;7;10588,00;8459,93;-;-;2128,07;-;-;1512,57;1512,57;43;6,1;-;-
"210570 Lago da Pedra";110;110;165528,00;132086,90;-;-;33441,10;-;-;1504,80;1504,80;596;5,4;29;26,36
"210610 Loreto";6;6;9144,00;7319,94;-;-;1824,06;-;-;1524,00;1524,00;20;3,3;-;-
"210640 Mata Roma";8;8;12208,00;9775,92;-;-;2432,08;-;-;1526,00;1526,00;26;3,3;-;-
"210660 Matões";5;5;7540,00;6019,95;-;-;1520,05;-;-;1508,00;1508,00;5;1,0;-;-
"210675 Miranda do Norte";18;18;27056,00;21583,82;-;-;5472,18;-;-;1503,11;1503,11;87;4,8;-;-
"210710 Morros";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;40;3,6;1;9,09
"210720 Nina Rodrigues";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;44;5,5;-;-
"210740 Olho d'Água das Cunhãs";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;6;3,0;-;-
"210745 Olinda Nova do Maranhão";18;18;27368,00;21895,82;-;-;5472,18;-;-;1520,44;1520,44;89;4,9;-;-
"210790 Passagem Franca";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;4;4,0;-;-
"210810 Paulo Ramos";6;6;9128,00;7303,94;-;-;1824,06;-;-;1521,33;1521,33;16;2,7;-;-
"210820 Pedreiras";77;77;115501,00;92092,23;-;-;23408,77;-;-;1500,01;1500,01;587;7,6;8;10,39
"210845 Peritoró";22;22;308708,64;263169,22;-;-;45539,42;-;-;14032,21;14032,21;183;8,3;6;27,27
"210860 Pinheiro";65;65;136944,27;111918,60;-;-;25025,67;-;-;2106,83;2106,83;594;9,1;14;21,54
"210880 Pirapemas";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;52;4,7;-;-
"210900 Porto Franco";38;38;58688,00;47135,62;-;-;11552,38;-;-;1544,42;1544,42;211;5,6;-;-
"210910 Presidente Dutra";88;88;351857,01;296144,90;-;-;55712,11;-;-;3998,38;3998,38;607;6,9;26;29,55
"210970 Sambaíba";7;7;10668,00;8539,93;-;-;2128,07;-;-;1524,00;1524,00;27;3,9;-;-
"210980 Santa Helena";21;21;32004,39;25620,18;-;-;6384,21;-;-;1524,02;1524,02;62;3,0;1;4,76
"210990 Santa Inês";116;116;302354,29;253786,50;-;-;48567,79;-;-;2606,50;2606,50;1395;12,0;40;34,48
"211000 Santa Luzia";20;20;30000,00;23919,80;-;-;6080,20;-;-;1500,00;1500,00;61;3,0;-;-
"211003 Santa Luzia do Paruá";34;34;51000,00;40663,66;-;-;10336,34;-;-;1500,00;1500,00;246;7,2;11;32,35
"211020 Santa Rita";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;23;4,6;-;-
"211023 Santana do Maranhão";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;2;2,0;-;-
"211060 São Bernardo";32;32;48248,00;38519,68;-;-;9728,32;-;-;1507,75;1507,75;172;5,4;-;-
"211070 São Domingos do Maranhão";71;71;109188,00;87603,29;-;-;21584,71;-;-;1537,86;1537,86;355;5,0;-;-
"211085 São Francisco do Brejão";20;20;30000,00;23919,80;-;-;6080,20;-;-;1500,00;1500,00;57;2,9;-;-
"211102 São João do Carú";10;10;15024,00;11983,90;-;-;3040,10;-;-;1502,40;1502,40;28;2,8;-;-
"211107 São João do Soter";17;17;25500,00;20331,83;-;-;5168,17;-;-;1500,00;1500,00;110;6,5;-;-
"211120 São José de Ribamar";3;3;4636,00;3723,97;-;-;912,03;-;-;1545,33;1545,33;17;5,7;2;66,67
"211130 São Luís";613;613;4611120,32;3921933,55;-;-;689186,77;-;-;7522,22;7522,22;7062;11,5;177;28,87
"211140 São Luís Gonzaga do Maranhão";16;16;24376,00;19511,84;-;-;4864,16;-;-;1523,50;1523,50;58;3,6;-;-
"211150 São Mateus do Maranhão";11;11;16845,20;13501,09;-;-;3344,11;-;-;1531,38;1531,38;31;2,8;-;-
"211157 São Pedro dos Crentes";15;15;22500,00;17939,85;-;-;4560,15;-;-;1500,00;1500,00;71;4,7;-;-
"211160 São Raimundo das Mangabeiras";37;37;56388,00;45139,63;-;-;11248,37;-;-;1524,00;1524,00;148;4,0;-;-
"211180 Sítio Novo";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;34;3,4;1;10,00
"211195 Sucupira do Riachão";5;5;7548,00;6027,95;-;-;1520,05;-;-;1509,60;1509,60;6;1,2;-;-
"211210 Timbiras";98;98;154591,41;124790,69;-;-;29800,72;-;-;1577,46;1577,46;419;4,3;16;16,33
"211220 Timon";142;142;309543,42;254532,51;-;-;55010,91;-;-;2179,88;2179,88;801;5,6;22;15,49
"211223 Trizidela do Vale";15;15;22500,00;17939,85;-;-;4560,15;-;-;1500,00;1500,00;59;3,9;-;-
"211230 Tuntum";15;15;23028,00;18467,85;-;-;4560,15;-;-;1535,20;1535,20;69;4,6;-;-
"211250 Tutóia";18;18;27256,00;21783,82;-;-;5472,18;-;-;1514,22;1514,22;117;6,5;-;-
"211260 Urbano Santos";6;6;9048,00;7223,94;-;-;1824,06;-;-;1508,00;1508,00;17;2,8;-;-
"211270 Vargem Grande";6;6;9200,00;7375,94;-;-;1824,06;-;-;1533,33;1533,33;52;8,7;-;-
"211280 Viana";4;4;6257,60;5041,56;-;-;1216,04;-;-;1564,40;1564,40;16;4,0;-;-
"211285 Vila Nova dos Martírios";9;9;13684,00;10947,91;-;-;2736,09;-;-;1520,44;1520,44;23;2,6;-;-
"211400 Zé Doca";46;46;69000,00;55015,54;-;-;13984,46;-;-;1500,00;1500,00;141;3,1;2;4,35
"220020 Água Branca";29;29;43580,00;34763,71;-;-;8816,29;-;-;1502,76;1502,76;109;3,8;1;3,45
"220040 Altos";17;17;25644,00;20475,83;-;-;5168,17;-;-;1508,47;1508,47;59;3,5;-;-
"220120 Barras";26;26;39000,00;31095,74;-;-;7904,26;-;-;1500,00;1500,00;116;4,5;2;7,69
"220150 Batalha";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;27;5,4;-;-
"220160 Beneditinos";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"220190 Bom Jesus";35;35;53018,65;42378,30;-;-;10640,35;-;-;1514,82;1514,82;200;5,7;1;2,86
"220230 Canto do Buriti";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;32;4,0;-;-
"220320 Curimatá";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"220330 Demerval Lobão";17;17;25500,00;20331,83;-;-;5168,17;-;-;1500,00;1500,00;104;6,1;-;-
"220370 Esperantina";42;42;63016,00;50247,58;-;-;12768,42;-;-;1500,38;1500,38;104;2,5;1;2,38
"220390 Floriano";34;34;52884,28;42547,94;-;-;10336,34;-;-;1555,42;1555,42;120;3,5;2;5,88
"220550 José de Freitas";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;11;5,5;-;-
"220580 Luzilândia";19;19;28500,00;22723,81;-;-;5776,19;-;-;1500,00;1500,00;98;5,2;-;-
"220620 Miguel Alves";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;16;8,0;-;-
"220700 Oeiras";66;66;333466,21;280230,35;-;-;53235,86;-;-;5052,52;5052,52;372;5,6;14;21,21
"220760 Parnaguá";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;15;3,0;-;-
"220770 Parnaíba";168;168;636417,51;531652,41;-;-;104765,10;-;-;3788,20;3788,20;1270;7,6;54;32,14
"220790 Pedro II";10;10;15044,00;12003,90;-;-;3040,10;-;-;1504,40;1504,40;62;6,2;-;-
"220800 Picos";38;38;78225,97;64628,79;-;-;13597,18;-;-;2058,58;2058,58;242;6,4;3;7,89
"220840 Piripiri";70;70;564200,00;477712,90;-;-;86487,10;-;-;8060,00;8060,00;562;8,0;23;32,86
"220850 Porto";12;12;18000,00;14351,88;-;-;3648,12;-;-;1500,00;1500,00;34;2,8;-;-
"221050 São Pedro do Piauí";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;9;4,5;-;-
"221060 São Raimundo Nonato";24;24;36696,00;29399,76;-;-;7296,24;-;-;1529,00;1529,00;87;3,6;3;12,50
"221100 Teresina";1115;1115;4868375,15;4123224,33;-;-;745150,82;-;-;4366,26;4366,26;8261;7,4;222;19,91
"221110 União";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;68;6,8;-;-
"221120 Uruçuí";36;36;54536,48;43561,16;-;-;10975,32;-;-;1514,90;1514,90;212;5,9;-;-
"221130 Valença do Piauí";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;46;7,7;-;-
"230020 Acaraú";26;26;40128,60;32185,64;-;-;7942,96;-;-;1543,41;1543,41;196;7,5;3;11,54
"230030 Acopiara";17;17;25500,00;20331,83;-;-;5168,17;-;-;1500,00;1500,00;93;5,5;-;-
"230070 Alto Santo";3;3;4652,00;3739,97;-;-;912,03;-;-;1550,67;1550,67;19;6,3;-;-
"230075 Amontada";4;4;6016,00;4799,96;-;-;1216,04;-;-;1504,00;1504,00;39;9,8;-;-
"230090 Apuiarés";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"230100 Aquiraz";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;24;4,8;-;-
"230110 Aracati";25;25;37572,00;29971,75;-;-;7600,25;-;-;1502,88;1502,88;120;4,8;2;8,00
"230120 Aracoiaba";3;3;4508,00;3595,97;-;-;912,03;-;-;1502,67;1502,67;5;1,7;-;-
"230160 Assaré";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"230170 Aurora";1;1;1548,00;1243,99;-;-;304,01;-;-;1548,00;1548,00;6;6,0;1;100,00
"230190 Barbalha";36;36;76772,54;63484,95;-;-;13287,59;-;-;2132,57;2132,57;205;5,7;4;11,11
"230195 Barreira";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"230200 Barro";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;55;5,0;-;-
"230210 Baturité";9;9;13610,17;10866,34;-;-;2743,83;-;-;1512,24;1512,24;46;5,1;-;-
"230220 Beberibe";8;8;12024,00;9591,92;-;-;2432,08;-;-;1503,00;1503,00;28;3,5;1;12,50
"230230 Bela Cruz";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;33;4,7;-;-
"230240 Boa Viagem";11;11;17140,08;13795,97;-;-;3344,11;-;-;1558,19;1558,19;66;6,0;1;9,09
"230250 Brejo Santo";81;81;371780,65;312107,04;-;-;59673,61;-;-;4589,88;4589,88;345;4,3;6;7,41
"230260 Camocim";23;23;35280,90;28288,67;-;-;6992,23;-;-;1533,95;1533,95;140;6,1;2;8,70
"230270 Campos Sales";22;22;33104,00;26415,78;-;-;6688,22;-;-;1504,73;1504,73;110;5,0;1;4,55
"230280 Canindé";84;84;126825,65;101203,67;-;-;25621,98;-;-;1509,83;1509,83;454;5,4;4;4,76
"230300 Caridade";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;32;4,0;1;12,50
"230310 Cariré";18;18;27000,00;21527,82;-;-;5472,18;-;-;1500,00;1500,00;86;4,8;-;-
"230330 Cariús";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"230340 Carnaubal";7;7;10540,00;8411,93;-;-;2128,07;-;-;1505,71;1505,71;17;2,4;-;-
"230360 Catarina";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;11;3,7;-;-
"230365 Catunda";5;5;7604,00;6083,95;-;-;1520,05;-;-;1520,80;1520,80;27;5,4;-;-
"230370 Caucaia";59;59;317645,30;267219,11;-;-;50426,19;-;-;5383,82;5383,82;579;9,8;18;30,51
"230380 Cedro";17;17;25500,00;20331,83;-;-;5168,17;-;-;1500,00;1500,00;55;3,2;2;11,76
"230390 Chaval";4;4;6088,00;4871,96;-;-;1216,04;-;-;1522,00;1522,00;22;5,5;-;-
"230395 Chorozinho";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;25;4,2;-;-
"230400 Coreaú";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;11;5,5;-;-
"230410 Crateús";120;120;492811,05;412420,55;-;-;80390,50;-;-;4106,76;4106,76;877;7,3;17;14,17
"230420 Crato";43;43;70433,18;57345,27;-;-;13087,91;-;-;1637,98;1637,98;192;4,5;4;9,30
"230425 Cruz";3;3;4516,00;3603,97;-;-;912,03;-;-;1505,33;1505,33;10;3,3;1;33,33
"230426 Deputado Irapuan Pinheiro";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;2;1,0;-;-
"230428 Eusébio";17;17;25500,00;20331,83;-;-;5168,17;-;-;1500,00;1500,00;97;5,7;1;5,88
"230430 Farias Brito";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"230440 Fortaleza";1465;1465;8025901,63;6835992,88;-;-;1189908,75;-;-;5478,43;5478,43;14886;10,2;379;25,87
"230450 Frecheirinha";11;11;16644,00;13299,89;-;-;3344,11;-;-;1513,09;1513,09;68;6,2;1;9,09
"230490 Groaíras";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;48;4,4;-;-
"230523 Horizonte";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;90;6,9;3;23,08
"230530 Ibiapina";9;9;13876,00;11139,91;-;-;2736,09;-;-;1541,78;1541,78;47;5,2;-;-
"230540 Icó";14;14;94079,93;79599,79;-;-;14480,14;-;-;6720,00;6720,00;98;7,0;5;35,71
"230550 Iguatu";41;41;63483,43;50984,19;-;-;12499,24;-;-;1548,38;1548,38;205;5,0;10;24,39
"230560 Independência";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;8;8,0;-;-
"230610 Irauçuba";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;11;2,8;-;-
"230625 Itaitinga";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;1;0,5;-;-
"230630 Itapagé";31;31;46500,00;37075,69;-;-;9424,31;-;-;1500,00;1500,00;141;4,5;4;12,90
"230640 Itapipoca";62;62;871802,56;749900,86;-;-;121901,70;-;-;14061,33;14061,33;860;13,9;21;33,87
"230650 Itapiúna";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;12;6,0;1;50,00
"230655 Itarema";18;18;28080,00;22607,82;-;-;5472,18;-;-;1560,00;1560,00;143;7,9;1;5,56
"230680 Jaguaribara";6;6;9072,00;7247,94;-;-;1824,06;-;-;1512,00;1512,00;9;1,5;-;-
"230690 Jaguaribe";23;23;34602,30;27590,72;-;-;7011,58;-;-;1504,45;1504,45;59;2,6;1;4,35
"230700 Jaguaruana";10;10;15360,00;12319,90;-;-;3040,10;-;-;1536,00;1536,00;45;4,5;1;10,00
"230710 Jardim";3;3;4596,00;3683,97;-;-;912,03;-;-;1532,00;1532,00;12;4,0;-;-
"230730 Juazeiro do Norte";95;95;321366,62;270293,87;-;-;51072,75;-;-;3382,81;3382,81;553;5,8;46;48,42
"230740 Jucás";11;11;16708,00;13363,89;-;-;3344,11;-;-;1518,91;1518,91;36;3,3;-;-
"230750 Lavras da Mangabeira";15;15;22844,00;18283,85;-;-;4560,15;-;-;1522,93;1522,93;77;5,1;4;26,67
"230760 Limoeiro do Norte";114;114;177751,72;142240,85;-;-;35510,87;-;-;1559,23;1559,23;695;6,1;23;20,18
"230763 Madalena";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;31;2,4;-;-
"230765 Maracanaú";135;135;561009,19;469913,53;-;-;91095,66;-;-;4155,62;4155,62;1036;7,7;51;37,78
"230770 Maranguape";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;49;6,1;-;-
"230780 Marco";8;8;12312,00;9879,92;-;-;2432,08;-;-;1539,00;1539,00;38;4,8;-;-
"230810 Mauriti";15;15;22748,00;18187,85;-;-;4560,15;-;-;1516,53;1516,53;64;4,3;3;20,00
"230820 Meruoca";1;1;1532,00;1227,99;-;-;304,01;-;-;1532,00;1532,00;4;4,0;-;-
"230840 Missão Velha";13;13;19684,00;15731,87;-;-;3952,13;-;-;1514,15;1514,15;54;4,2;-;-
"230850 Mombaça";74;74;111017,04;88520,30;-;-;22496,74;-;-;1500,23;1500,23;458;6,2;3;4,05
"230870 Morada Nova";13;13;19568,16;15616,03;-;-;3952,13;-;-;1505,24;1505,24;96;7,4;-;-
"230900 Mucambo";29;29;43538,10;34721,81;-;-;8816,29;-;-;1501,31;1501,31;85;2,9;2;6,90
"230910 Mulungu";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;24;4,8;-;-
"230920 Nova Olinda";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;15;15,0;-;-
"230930 Nova Russas";11;11;16756,00;13411,89;-;-;3344,11;-;-;1523,27;1523,27;43;3,9;1;9,09
"230940 Novo Oriente";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;5;5,0;-;-
"230950 Orós";32;32;48120,00;38391,68;-;-;9728,32;-;-;1503,75;1503,75;135;4,2;-;-
"230960 Pacajus";22;22;33055,00;26366,78;-;-;6688,22;-;-;1502,50;1502,50;97;4,4;-;-
"230970 Pacatuba";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;9;1,1;2;25,00
"231010 Palmácia";1;1;1556,00;1251,99;-;-;304,01;-;-;1556,00;1556,00;12;12,0;-;-
"231020 Paracuru";15;15;22542,47;17982,32;-;-;4560,15;-;-;1502,83;1502,83;37;2,5;5;33,33
"231025 Paraipaba";6;6;9024,00;7199,94;-;-;1824,06;-;-;1504,00;1504,00;11;1,8;1;16,67
"231030 Parambu";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;35;3,9;-;-
"231050 Pedra Branca";4;4;6016,00;4799,96;-;-;1216,04;-;-;1504,00;1504,00;99;24,8;-;-
"231070 Pentecoste";41;41;61500,00;49035,59;-;-;12464,41;-;-;1500,00;1500,00;220;5,4;7;17,07
"231085 Pindoretama";8;8;12431,81;9980,38;-;-;2451,43;-;-;1553,98;1553,98;59;7,4;-;-
"231130 Quixadá";47;47;70637,42;56348,95;-;-;14288,47;-;-;1502,92;1502,92;103;2,2;4;8,51
"231135 Quixelô";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;6;3,0;-;-
"231140 Quixeramobim";184;184;742987,47;627502,49;-;-;115484,98;-;-;4037,98;4037,98;1121;6,1;23;12,50
"231150 Quixeré";9;9;13556,00;10819,91;-;-;2736,09;-;-;1506,22;1506,22;24;2,7;-;-
"231160 Redenção";16;16;24236,18;19360,41;-;-;4875,77;-;-;1514,76;1514,76;61;3,8;-;-
"231180 Russas";47;47;73982,68;59678,73;-;-;14303,95;-;-;1574,10;1574,10;189;4,0;3;6,38
"231195 Salitre";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;4;4,0;-;-
"231220 Santa Quitéria";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;53;8,8;-;-
"231210 Santana do Cariri";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;8;4,0;-;-
"231240 São Gonçalo do Amarante";12;12;18161,00;14512,88;-;-;3648,12;-;-;1513,42;1513,42;16;1,3;2;16,67
"231270 Senador Pompeu";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;13;3,3;-;-
"231290 Sobral";404;404;1306358,79;1092401,93;-;-;213956,86;-;-;3233,56;3233,56;3960;9,8;120;29,70
"231300 Solonópole";6;6;9008,00;7183,94;-;-;1824,06;-;-;1501,33;1501,33;15;2,5;-;-
"231320 Tamboril";3;3;4572,00;3659,97;-;-;912,03;-;-;1524,00;1524,00;12;4,0;-;-
"231330 Tauá";54;54;416937,32;353028,24;-;-;63909,08;-;-;7721,06;7721,06;435;8,1;15;27,78
"231340 Tianguá";75;75;448291,04;381270,88;-;-;67020,16;-;-;5977,21;5977,21;651;8,7;16;21,33
"231350 Trairi";7;7;10516,00;8387,93;-;-;2128,07;-;-;1502,29;1502,29;16;2,3;-;-
"231355 Tururu";1;1;1556,00;1251,99;-;-;304,01;-;-;1556,00;1556,00;7;7,0;-;-
"231360 Ubajara";21;21;31817,06;25428,98;-;-;6388,08;-;-;1515,10;1515,10;69;3,3;-;-
"231400 Várzea Alegre";12;12;18144,00;14495,88;-;-;3648,12;-;-;1512,00;1512,00;30;2,5;1;8,33
"231410 Viçosa do Ceará";30;30;45072,00;35951,70;-;-;9120,30;-;-;1502,40;1502,40;129;4,3;4;13,33
"240020 Açu";23;23;34838,98;27846,76;-;-;6992,22;-;-;1514,74;1514,74;114;5,0;1;4,35
"240100 Apodi";48;48;73317,02;58658,75;-;-;14658,27;-;-;1527,44;1527,44;192;4,0;2;4,17
"240110 Areia Branca";7;7;10724,00;8595,93;-;-;2128,07;-;-;1532,00;1532,00;33;4,7;-;-
"240180 Brejinho";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;19;6,3;-;-
"240200 Caicó";101;101;1338598,63;1139992,82;-;-;198605,81;-;-;13253,45;13253,45;800;7,9;46;45,54
"240250 Carnaubais";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"240360 Extremoz";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;29;7,3;1;25,00
"240450 Guamaré";13;13;147324,30;125423,37;-;-;21900,93;-;-;11332,64;11332,64;157;12,1;5;38,46
"240530 Januário Cicco";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;10;5,0;-;-
"240560 Jardim de Piranhas";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;6;1,5;1;25,00
"240580 João Câmara";10;10;15256,00;12215,90;-;-;3040,10;-;-;1525,60;1525,60;43;4,3;7;70,00
"240610 Jucurutu";3;3;4544,00;3631,97;-;-;912,03;-;-;1514,67;1514,67;6;2,0;-;-
"240720 Macau";12;12;18000,00;14351,88;-;-;3648,12;-;-;1500,00;1500,00;81;6,8;1;8,33
"240760 Messias Targino";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;7;7,0;-;-
"240800 Mossoró";319;319;1313018,98;1107138,50;-;-;205880,48;-;-;4116,05;4116,05;1754;5,5;78;24,45
"240810 Natal";367;367;2387111,97;2029099,89;-;-;358012,08;-;-;6504,39;6504,39;3189;8,7;143;38,96
"240830 Nova Cruz";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;98;9,8;1;10,00
"240325 Parnamirim";109;109;200460,47;163393,83;-;-;37066,64;-;-;1839,09;1839,09;737;6,8;9;8,26
"240940 Pau dos Ferros";23;23;51953,90;42649,28;-;-;9304,62;-;-;2258,87;2258,87;115;5,0;14;60,87
"240980 Pedro Velho";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;4;4,0;-;-
"240990 Pendências";7;7;10660,00;8531,93;-;-;2128,07;-;-;1522,86;1522,86;25;3,6;-;-
"241120 Santa Cruz";32;32;48000,00;38271,68;-;-;9728,32;-;-;1500,00;1500,00;172;5,4;4;12,50
