 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadasInternaçõesValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Procedimento: 0303010223 TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
Período:Out/2020
"Município";"AIH_aprovadas";"Internações";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"211157 São Pedro dos Crentes";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;4;4,0;-;-
"211160 São Raimundo das Mangabeiras";29;29;44196,00;35379,71;-;-;8816,29;-;-;1524,00;1524,00;116;4,0;-;-
"211180 Sítio Novo";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;4;2,0;-;-
"211210 Timbiras";5;5;7758,30;6238,25;-;-;1520,05;-;-;1551,66;1551,66;17;3,4;-;-
"211220 Timon";103;103;244289,71;202791,86;-;-;41497,85;-;-;2371,74;2371,74;994;9,7;43;41,75
"211230 Tuntum";6;6;9144,00;7319,94;-;-;1824,06;-;-;1524,00;1524,00;36;6,0;-;-
"211260 Urbano Santos";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;3;3,0;-;-
"211280 Viana";7;7;10918,00;8789,93;-;-;2128,07;-;-;1559,71;1559,71;32;4,6;-;-
"211300 Vitorino Freire";18;18;27704,00;22231,82;-;-;5472,18;-;-;1539,11;1539,11;135;7,5;-;-
"220020 Água Branca";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;22;2,8;1;12,50
"220040 Altos";12;12;18128,00;14479,88;-;-;3648,12;-;-;1510,67;1510,67;49;4,1;-;-
"220050 Amarante";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;13;2,6;-;-
"220100 Arraial";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"220150 Batalha";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;4;4,0;-;-
"220190 Bom Jesus";26;26;40908,33;33004,07;-;-;7904,26;-;-;1573,40;1573,40;131;5,0;-;-
"220220 Campo Maior";18;18;27000,00;21527,82;-;-;5472,18;-;-;1500,00;1500,00;105;5,8;3;16,67
"220230 Canto do Buriti";27;27;40500,00;32291,73;-;-;8208,27;-;-;1500,00;1500,00;117;4,3;-;-
"220260 Castelo do Piauí";3;3;4548,00;3635,97;-;-;912,03;-;-;1516,00;1516,00;9;3,0;-;-
"220290 Corrente";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;41;8,2;-;-
"220330 Demerval Lobão";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;50;7,1;-;-
"220370 Esperantina";22;22;33016,00;26327,78;-;-;6688,22;-;-;1500,73;1500,73;61;2,8;1;4,55
"220390 Floriano";151;151;253860,96;207713,56;-;-;46147,40;-;-;1681,20;1681,20;1070;7,1;21;13,91
"220550 José de Freitas";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"220580 Luzilândia";3;3;4532,00;3619,97;-;-;912,03;-;-;1510,67;1510,67;15;5,0;-;-
"220620 Miguel Alves";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;27;3,0;-;-
"220700 Oeiras";50;50;112715,96;92690,05;-;-;20025,91;-;-;2254,32;2254,32;270;5,4;4;8,00
"220770 Parnaíba";33;33;111114,21;92726,68;-;-;18387,53;-;-;3367,10;3367,10;351;10,6;11;33,33
"220790 Pedro II";22;22;33184,12;26488,16;-;-;6695,96;-;-;1508,37;1508,37;113;5,1;-;-
"220800 Picos";50;50;82483,52;67236,58;-;-;15246,94;-;-;1649,67;1649,67;315;6,3;12;24,00
"221050 São Pedro do Piauí";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;13;6,5;-;-
"221060 São Raimundo Nonato";20;20;30232,00;24151,80;-;-;6080,20;-;-;1511,60;1511,60;94;4,7;-;-
"221100 Teresina";700;700;5867460,42;5034348,44;-;-;833111,98;-;-;8382,09;8382,09;7033;10,0;205;29,29
"221120 Uruçuí";22;22;33032,00;26343,78;-;-;6688,22;-;-;1501,45;1501,45;127;5,8;2;9,09
"221130 Valença do Piauí";22;22;33000,00;26311,78;-;-;6688,22;-;-;1500,00;1500,00;98;4,5;-;-
"230020 Acaraú";17;17;26360,66;21149,92;-;-;5210,74;-;-;1550,63;1550,63;122;7,2;-;-
"230030 Acopiara";19;19;28612,00;22835,81;-;-;5776,19;-;-;1505,89;1505,89;85;4,5;-;-
"230070 Alto Santo";5;5;7707,98;6187,95;-;-;1520,03;-;-;1541,60;1541,60;29;5,8;-;-
"230075 Amontada";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;6;6,0;-;-
"230100 Aquiraz";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;15;3,8;-;-
"230110 Aracati";1;1;1742,80;1438,79;-;-;304,01;-;-;1742,80;1742,80;10;10,0;-;-
"230125 Ararendá";5;5;7548,00;6027,95;-;-;1520,05;-;-;1509,60;1509,60;16;3,2;-;-
"230160 Assaré";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;22;11,0;-;-
"230170 Aurora";4;4;6056,00;4839,96;-;-;1216,04;-;-;1514,00;1514,00;8;2,0;-;-
"230190 Barbalha";30;30;275359,07;235778,74;-;-;39580,33;-;-;9178,64;9178,64;315;10,5;9;30,00
"230200 Barro";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;18;4,5;-;-
"230220 Beberibe";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;30;3,8;-;-
"230230 Bela Cruz";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;8;8,0;-;-
"230240 Boa Viagem";29;29;44496,18;35679,89;-;-;8816,29;-;-;1534,35;1534,35;101;3,5;-;-
"230250 Brejo Santo";80;80;212075,32;175379,28;-;-;36696,04;-;-;2650,94;2650,94;330;4,1;3;3,75
"230260 Camocim";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"230270 Campos Sales";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;30;5,0;-;-
"230280 Canindé";27;27;42119,59;33818,44;-;-;8301,15;-;-;1559,98;1559,98;216;8,0;4;14,81
"230300 Caridade";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"230320 Caririaçu";3;3;4620,00;3707,97;-;-;912,03;-;-;1540,00;1540,00;17;5,7;1;33,33
"230330 Cariús";2;2;3088,00;2479,98;-;-;608,02;-;-;1544,00;1544,00;11;5,5;-;-
"230360 Catarina";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;43;4,8;-;-
"230365 Catunda";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"230370 Caucaia";1;1;1590,19;1286,18;-;-;304,01;-;-;1590,19;1590,19;46;46,0;-;-
"230380 Cedro";28;28;42000,00;33487,72;-;-;8512,28;-;-;1500,00;1500,00;115;4,1;4;14,29
"230400 Coreaú";1;1;1564,00;1259,99;-;-;304,01;-;-;1564,00;1564,00;8;8,0;-;-
"230410 Crateús";101;101;276649,95;228677,74;-;-;47972,21;-;-;2739,11;2739,11;732;7,2;11;10,89
"230420 Crato";43;43;76274,14;62710,25;-;-;13563,89;-;-;1773,82;1773,82;226;5,3;9;20,93
"230426 Deputado Irapuan Pinheiro";3;3;4524,00;3611,97;-;-;912,03;-;-;1508,00;1508,00;5;1,7;-;-
"230430 Farias Brito";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;14;14,0;-;-
"230440 Fortaleza";503;503;4689045,86;4024390,06;-;-;664655,80;-;-;9322,16;9322,16;6749;13,4;155;30,82
"230480 Granjeiro";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;3;1,0;-;-
"230500 Guaraciaba do Norte";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;85;9,4;-;-
"230530 Ibiapina";6;6;9120,00;7295,94;-;-;1824,06;-;-;1520,00;1520,00;15;2,5;-;-
"230540 Icó";22;22;152195,46;128694,44;-;-;23501,02;-;-;6917,98;6917,98;190;8,6;6;27,27
"230550 Iguatu";36;36;56435,86;45491,50;-;-;10944,36;-;-;1567,66;1567,66;230;6,4;7;19,44
"230580 Ipu";27;27;40500,00;32291,73;-;-;8208,27;-;-;1500,00;1500,00;87;3,2;2;7,41
"230600 Iracema";15;15;22723,99;18163,85;-;-;4560,14;-;-;1514,93;1514,93;48;3,2;-;-
"230625 Itaitinga";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"230630 Itapagé";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"230640 Itapipoca";6;6;84291,55;72016,30;-;-;12275,25;-;-;14048,59;14048,59;57;9,5;1;16,67
"230655 Itarema";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"230670 Jaguaretama";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;30;6,0;-;-
"230690 Jaguaribe";10;10;15260,78;12170,37;-;-;3090,41;-;-;1526,08;1526,08;55;5,5;2;20,00
"230700 Jaguaruana";2;2;3032,00;2423,98;-;-;608,02;-;-;1516,00;1516,00;5;2,5;1;50,00
"230710 Jardim";3;3;4684,00;3771,97;-;-;912,03;-;-;1561,33;1561,33;22;7,3;1;33,33
"230730 Juazeiro do Norte";137;137;468457,87;395608,89;-;-;72848,98;-;-;3419,40;3419,40;916;6,7;52;37,96
"230740 Jucás";5;5;7716,00;6195,95;-;-;1520,05;-;-;1543,20;1543,20;37;7,4;-;-
"230750 Lavras da Mangabeira";27;27;40884,00;32675,73;-;-;8208,27;-;-;1514,22;1514,22;57;2,1;1;3,70
"230760 Limoeiro do Norte";73;73;116328,93;93673,83;-;-;22655,10;-;-;1593,55;1593,55;411;5,6;16;21,92
"230765 Maracanaú";21;21;49496,95;40840,74;-;-;8656,21;-;-;2357,00;2357,00;147;7,0;5;23,81
"230770 Maranguape";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;68;8,5;2;25,00
"230780 Marco";4;4;6120,00;4903,96;-;-;1216,04;-;-;1530,00;1530,00;15;3,8;-;-
"230810 Mauriti";21;21;32460,00;26075,79;-;-;6384,21;-;-;1545,71;1545,71;141;6,7;2;9,52
"230830 Milagres";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;21;5,3;-;-
"230835 Milhã";4;4;6208,00;4991,96;-;-;1216,04;-;-;1552,00;1552,00;27;6,8;-;-
"230840 Missão Velha";4;4;6077,95;4861,91;-;-;1216,04;-;-;1519,49;1519,49;27;6,8;-;-
"230850 Mombaça";14;14;21000,00;16743,86;-;-;4256,14;-;-;1500,00;1500,00;59;4,2;-;-
"230870 Morada Nova";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;30;3,3;1;11,11
"230900 Mucambo";18;18;27000,00;21527,82;-;-;5472,18;-;-;1500,00;1500,00;55;3,1;-;-
"230930 Nova Russas";20;20;30352,00;24271,80;-;-;6080,20;-;-;1517,60;1517,60;91;4,5;1;5,00
"230950 Orós";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;15;3,0;2;40,00
"230970 Pacatuba";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"231020 Paracuru";13;13;19520,06;15564,06;-;-;3956,00;-;-;1501,54;1501,54;59;4,5;1;7,69
"231030 Parambu";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;16;3,2;-;-
"231050 Pedra Branca";22;22;33192,00;26503,78;-;-;6688,22;-;-;1508,73;1508,73;96;4,4;-;-
"231080 Pereiro";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"231100 Poranga";3;3;4540,00;3627,97;-;-;912,03;-;-;1513,33;1513,33;10;3,3;-;-
"231130 Quixadá";3;3;4604,00;3691,97;-;-;912,03;-;-;1534,67;1534,67;13;4,3;-;-
"231135 Quixelô";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;20;3,3;-;-
"231140 Quixeramobim";39;39;213981,85;182383,56;-;-;31598,29;-;-;5486,71;5486,71;451;11,6;5;12,82
"231160 Redenção";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;4;4,0;-;-
"231180 Russas";19;19;29189,95;23413,76;-;-;5776,19;-;-;1536,31;1536,31;77;4,1;3;15,79
"231190 Saboeiro";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;18;3,6;-;-
"231195 Salitre";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"231220 Santa Quitéria";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;8;4,0;-;-
"231270 Senador Pompeu";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;17;5,7;-;-
"231290 Sobral";203;203;2176862,17;1855727,87;-;-;321134,30;-;-;10723,46;10723,46;2115;10,4;70;34,48
"231310 Tabuleiro do Norte";15;15;23596,60;18997,75;-;-;4598,85;-;-;1573,11;1573,11;113;7,5;1;6,67
"231320 Tamboril";7;7;10652,00;8523,93;-;-;2128,07;-;-;1521,71;1521,71;22;3,1;-;-
"231330 Tauá";56;56;523601,15;445016,41;-;-;78584,74;-;-;9350,02;9350,02;501;8,9;20;35,71
"231340 Tianguá";50;50;550861,20;472729,07;-;-;78132,13;-;-;11017,22;11017,22;542;10,8;23;46,00
"231350 Trairi";4;4;6040,00;4823,96;-;-;1216,04;-;-;1510,00;1510,00;15;3,8;1;25,00
"231360 Ubajara";7;7;10564,00;8435,93;-;-;2128,07;-;-;1509,14;1509,14;12;1,7;-;-
"231395 Varjota";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;6;6,0;-;-
"231400 Várzea Alegre";20;20;30344,00;24263,80;-;-;6080,20;-;-;1517,20;1517,20;100;5,0;-;-
"231410 Viçosa do Ceará";16;16;24016,00;19151,84;-;-;4864,16;-;-;1501,00;1501,00;61;3,8;-;-
"240020 Açu";22;22;48586,26;39796,25;-;-;8790,01;-;-;2208,47;2208,47;207;9,4;5;22,73
"240050 Alexandria";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;-;-;-;-
"240100 Apodi";21;21;32464,18;26068,36;-;-;6395,82;-;-;1545,91;1545,91;116;5,5;3;14,29
"240200 Caicó";32;32;266184,10;225783,78;-;-;40400,32;-;-;8318,25;8318,25;247;7,7;13;40,63
"240310 Currais Novos";6;6;11273,56;9449,50;-;-;1824,06;-;-;1878,93;1878,93;52;8,7;2;33,33
"240450 Guamaré";3;3;8220,70;6854,27;-;-;1366,43;-;-;2740,23;2740,23;39;13,0;2;66,67
"240560 Jardim de Piranhas";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"240580 João Câmara";9;9;13772,00;11035,91;-;-;2736,09;-;-;1530,22;1530,22;54;6,0;2;22,22
"240610 Jucurutu";7;7;10708,00;8579,93;-;-;2128,07;-;-;1529,71;1529,71;26;3,7;-;-
"240710 Macaíba";4;4;6560,72;5298,24;-;-;1262,48;-;-;1640,18;1640,18;40;10,0;3;75,00
"240720 Macau";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;14;4,7;1;33,33
"240800 Mossoró";63;63;697032,09;597122,84;-;-;99909,25;-;-;11064,00;11064,00;648;10,3;17;26,98
"240810 Natal";422;422;2029347,14;1707063,37;-;-;322283,77;-;-;4808,88;4808,88;3877;9,2;95;22,51
"240325 Parnamirim";42;42;142139,79;119773,55;-;-;22366,24;-;-;3384,28;3384,28;374;8,9;3;7,14
"240940 Pau dos Ferros";21;21;85376,91;71495,11;-;-;13881,80;-;-;4065,57;4065,57;91;4,3;7;33,33
"241120 Santa Cruz";4;4;9200,00;7529,56;-;-;1670,44;-;-;2300,00;2300,00;24;6,0;-;-
"241150 Santo Antônio";9;9;16820,76;13650,78;-;-;3169,98;-;-;1868,97;1868,97;51;5,7;3;33,33
"241200 São Gonçalo do Amarante";33;33;97501,00;80652,67;-;-;16848,33;-;-;2954,58;2954,58;158;4,8;2;6,06
"241230 São José do Campestre";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;2;2,0;1;100,00
"241240 São José do Seridó";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;2;2,0;-;-
"241260 São Paulo do Potengi";10;10;20924,46;17138,56;-;-;3785,90;-;-;2092,45;2092,45;45;4,5;1;10,00
"250110 Areia";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;-;-
"250240 Bonito de Santa Fé";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;29;7,3;-;-
"250370 Cajazeiras";32;32;151159,15;127464,03;-;-;23695,12;-;-;4723,72;4723,72;326;10,2;9;28,13
"250400 Campina Grande";75;75;370186,71;312693,98;-;-;57492,73;-;-;4935,82;4935,82;736;9,8;17;22,67
"250750 João Pessoa";263;263;1371499,45;1164670,23;-;-;206829,22;-;-;5214,83;5214,83;3283;12,5;91;34,60
"250890 Mamanguape";9;9;15109,81;12335,02;-;-;2774,79;-;-;1678,87;1678,87;46;5,1;7;77,78
"251080 Patos";3;3;5177,48;4197,65;-;-;979,83;-;-;1725,83;1725,83;10;3,3;-;-
"251130 Piancó";34;34;93756,58;77655,18;-;-;16101,40;-;-;2757,55;2757,55;210;6,2;14;41,18
"251210 Pombal";26;26;39000,00;31095,74;-;-;7904,26;-;-;1500,00;1500,00;144;5,5;5;19,23
"251370 Santa Rita";209;209;810785,65;692265,16;-;-;118520,49;-;-;3879,36;3879,36;2692;12,9;116;55,50
"251390 São Bento";6;6;9024,00;7199,94;-;-;1824,06;-;-;1504,00;1504,00;19;3,2;-;-
"251550 Serra Branca";3;3;4532,00;3619,97;-;-;912,03;-;-;1510,67;1510,67;4;1,3;1;33,33
"251610 Soledade";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;19;4,8;-;-
"251630 Sumé";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;2;2,0;-;-
"260010 Afogados da Ingazeira";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;53;5,9;3;33,33
"260030 Agrestina";12;12;18923,02;15274,90;-;-;3648,12;-;-;1576,92;1576,92;74;6,2;-;-
"260040 Água Preta";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;2;0,7;-;-
"260050 Águas Belas";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;6;6,0;-;-
"260080 Altinho";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;17;4,3;1;25,00
"260110 Araripina";27;27;48924,01;40580,29;-;-;8343,72;-;-;1812,00;1812,00;302;11,2;2;7,41
"260120 Arcoverde";15;15;32214,30;26290,95;-;-;5923,35;-;-;2147,62;2147,62;264;17,6;1;6,67
"260130 Barra de Guabiraba";1;1;1564,00;1259,99;-;-;304,01;-;-;1564,00;1564,00;8;8,0;-;-
"260140 Barreiros";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;16;5,3;-;-
"260170 Belo Jardim";4;4;6104,00;4887,96;-;-;1216,04;-;-;1526,00;1526,00;23;5,8;1;25,00
"260180 Betânia";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;19;6,3;-;-
"260190 Bezerros";64;64;96842,78;77326,14;-;-;19516,64;-;-;1513,17;1513,17;294;4,6;1;1,56
"260200 Bodocó";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;30;6,0;-;-
"260210 Bom Conselho";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;42;10,5;1;25,00
"260230 Bonito";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;10;10,0;-;-
"260260 Brejo da Madre de Deus";5;5;7548,00;6027,95;-;-;1520,05;-;-;1509,60;1509,60;22;4,4;-;-
"260280 Buíque";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;4;4,0;-;-
"260290 Cabo de Santo Agostinho";13;13;52345,17;46131,53;-;-;6213,64;-;-;4026,55;4026,55;162;12,5;5;38,46
"260320 Caetés";10;10;15098,07;12057,97;-;-;3040,10;-;-;1509,81;1509,81;52;5,2;-;-
"260330 Calçado";6;6;9032,00;7207,94;-;-;1824,06;-;-;1505,33;1505,33;33;5,5;-;-
"260360 Camutanga";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;8;8,0;-;-
"260370 Canhotinho";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;49;5,4;-;-
"260380 Capoeiras";9;9;13796,00;11059,91;-;-;2736,09;-;-;1532,89;1532,89;48;5,3;-;-
"260390 Carnaíba";2;2;3080,00;2471,98;-;-;608,02;-;-;1540,00;1540,00;10;5,0;-;-
"260410 Caruaru";120;120;537639,25;456196,25;-;-;81443,00;-;-;4480,33;4480,33;1217;10,1;15;12,50
"260430 Cedro";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;16;8,0;-;-
"260450 Chã Grande";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;14;4,7;-;-
"260480 Cortês";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;14;7,0;-;-
"260500 Cupira";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;16;5,3;-;-
"260515 Dormentes";3;3;4524,00;3611,97;-;-;912,03;-;-;1508,00;1508,00;19;6,3;-;-
"260520 Escada";2;2;3016,00;2407,98;-;-;608,02;-;-;1508,00;1508,00;18;9,0;-;-
"260530 Exu";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;43;3,9;3;27,27
"260540 Feira Nova";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;42;4,2;-;-
"260560 Flores";1;1;1524,00;1219,99;-;-;304,01;-;-;1524,00;1524,00;3;3,0;-;-
"260570 Floresta";11;11;16516,00;13171,89;-;-;3344,11;-;-;1501,45;1501,45;44;4,0;-;-
"260580 Frei Miguelinho";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"260600 Garanhuns";37;37;79506,14;65828,97;-;-;13677,17;-;-;2148,81;2148,81;203;5,5;2;5,41
"260610 Glória do Goitá";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;12;6,0;-;-
"260620 Goiana";4;4;6393,84;5147,32;-;-;1246,52;-;-;1598,46;1598,46;25;6,3;-;-
"260640 Gravatá";19;19;28500,00;22723,81;-;-;5776,19;-;-;1500,00;1500,00;151;7,9;1;5,26
"260680 Igarassu";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;10;2,5;-;-
"260720 Ipojuca";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;57;5,7;-;-
"260750 Itaíba";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"260790 Jaboatão dos Guararapes";46;46;670700,87;575484,12;-;-;95216,75;-;-;14580,45;14580,45;393;8,5;18;39,13
"260800 Jataúba";6;6;9040,00;7215,94;-;-;1824,06;-;-;1506,67;1506,67;21;3,5;1;16,67
"260810 João Alfredo";2;2;3088,00;2479,98;-;-;608,02;-;-;1544,00;1544,00;11;5,5;-;-
"260830 Jupi";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;11;3,7;-;-
"260840 Jurema";1;1;1548,00;1243,99;-;-;304,01;-;-;1548,00;1548,00;6;6,0;-;-
"260880 Lajedo";10;10;15448,00;12407,90;-;-;3040,10;-;-;1544,80;1544,80;77;7,7;1;10,00
"260890 Limoeiro";6;6;9590,58;7766,52;-;-;1824,06;-;-;1598,43;1598,43;30;5,0;5;83,33
"260915 Manari";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;12;6,0;-;-
"260960 Olinda";58;58;113226,61;92325,23;-;-;20901,38;-;-;1952,18;1952,18;255;4,4;-;-
"260980 Orocó";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"260990 Ouricuri";32;32;50118,93;40390,61;-;-;9728,32;-;-;1566,22;1566,22;144;4,5;9;28,13
"261000 Palmares";7;7;48495,42;42532,33;-;-;5963,09;-;-;6927,92;6927,92;71;10,1;2;28,57
"261010 Palmeirina";6;6;9256,00;7431,94;-;-;1824,06;-;-;1542,67;1542,67;35;5,8;-;-
"261040 Parnamirim";2;2;3088,00;2479,98;-;-;608,02;-;-;1544,00;1544,00;11;5,5;-;-
"261050 Passira";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;32;3,2;1;10,00
"261060 Paudalho";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;46;9,2;-;-
"261070 Paulista";1;1;3663,27;3302,26;-;-;361,01;-;-;3663,27;3663,27;45;45,0;-;-
"261080 Pedra";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;30;7,5;-;-
"261090 Pesqueira";2;2;3136,00;2527,98;-;-;608,02;-;-;1568,00;1568,00;17;8,5;-;-
"261100 Petrolândia";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;27;6,8;-;-
"261110 Petrolina";76;76;226415,77;190001,66;-;-;36414,11;-;-;2979,15;2979,15;472;6,2;18;23,68
"261130 Pombos";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;34;2,6;1;7,69
"261160 Recife";499;499;2564717,34;2180689,39;-;-;384027,95;-;-;5139,71;5139,71;4405;8,8;87;17,43
"261220 Salgueiro";37;37;69082,83;56327,11;-;-;12755,72;-;-;1867,10;1867,10;210;5,7;2;5,41
"261230 Saloá";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;27;3,4;-;-
"261250 Santa Cruz do Capibaribe";49;49;73500,00;58603,51;-;-;14896,49;-;-;1500,00;1500,00;152;3,1;2;4,08
"261255 Santa Filomena";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;10;2,5;-;-
"261300 São Bento do Una";12;12;18000,00;14351,88;-;-;3648,12;-;-;1500,00;1500,00;106;8,8;-;-
"261310 São Caitano";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;14;2,8;-;-
"261320 São João";4;4;6152,00;4935,96;-;-;1216,04;-;-;1538,00;1538,00;20;5,0;-;-
"261330 São Joaquim do Monte";3;3;4628,00;3715,97;-;-;912,03;-;-;1542,67;1542,67;16;5,3;-;-
"261360 São José do Egito";7;7;10836,00;8707,93;-;-;2128,07;-;-;1548,00;1548,00;42;6,0;-;-
"261370 São Lourenço da Mata";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;28;5,6;-;-
"261390 Serra Talhada";9;9;14921,05;12049,21;-;-;2871,84;-;-;1657,89;1657,89;59;6,6;2;22,22
