 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadasInternaçõesValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Procedimento: 0303010223 TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
Período:Set/2020
"Município";"AIH_aprovadas";"Internações";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"110001 Alta Floresta D'Oeste";28;28;42000,00;33487,72;-;-;8512,28;-;-;1500,00;1500,00;96;3,4;-;-
"110037 Alto Alegre dos Parecis";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;7;1,8;2;50,00
"110040 Alto Paraíso";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;8;4,0;-;-
"110045 Buritis";17;17;25516,00;20347,83;-;-;5168,17;-;-;1500,94;1500,94;59;3,5;-;-
"110004 Cacoal";34;34;74493,48;61843,15;-;-;12650,33;-;-;2190,98;2190,98;261;7,7;4;11,76
"110005 Cerejeiras";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;10;3,3;-;-
"110006 Colorado do Oeste";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;33;5,5;1;16,67
"110010 Guajará-Mirim";9;9;13548,00;10811,91;-;-;2736,09;-;-;1505,33;1505,33;48;5,3;-;-
"110011 Jaru";28;28;138336,75;116646,87;-;-;21689,88;-;-;4940,60;4940,60;139;5,0;1;3,57
"110012 Ji-Paraná";47;47;71062,95;56774,48;-;-;14288,47;-;-;1511,98;1511,98;174;3,7;3;6,38
"110013 Machadinho D'Oeste";10;10;15037,95;11997,85;-;-;3040,10;-;-;1503,80;1503,80;48;4,8;1;10,00
"110130 Mirante da Serra";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;10;5,0;-;-
"110140 Monte Negro";9;9;13596,00;10859,91;-;-;2736,09;-;-;1510,67;1510,67;26;2,9;1;11,11
"110014 Nova Brasilândia D'Oeste";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;31;3,4;-;-
"110033 Nova Mamoré";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;25;3,6;-;-
"110018 Pimenta Bueno";13;13;22551,02;18598,90;-;-;3952,12;-;-;1734,69;1734,69;51;3,9;1;7,69
"110146 Pimenteiras do Oeste";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;6;2,0;-;-
"110020 Porto Velho";296;296;1750193,23;1501426,71;-;-;248766,52;-;-;5912,81;5912,81;2457;8,3;93;31,42
"110025 Presidente Médici";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;7;3,5;-;-
"110028 Rolim de Moura";20;20;30032,00;23951,80;-;-;6080,20;-;-;1501,60;1501,60;67;3,4;1;5,00
"110029 Santa Luzia D'Oeste";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;10;5,0;-;-
"110149 São Francisco do Guaporé";10;10;15040,00;11999,90;-;-;3040,10;-;-;1504,00;1504,00;39;3,9;1;10,00
"110032 São Miguel do Guaporé";11;11;16724,00;13379,89;-;-;3344,11;-;-;1520,36;1520,36;33;3,0;1;9,09
"110030 Vilhena";81;81;289961,43;244661,42;-;-;45300,01;-;-;3579,77;3579,77;574;7,1;21;25,93
"120001 Acrelândia";7;7;10580,00;8451,93;-;-;2128,07;-;-;1511,43;1511,43;28;4,0;-;-
"120010 Brasiléia";9;9;13747,65;11011,56;-;-;2736,09;-;-;1527,52;1527,52;38;4,2;1;11,11
"120020 Cruzeiro do Sul";72;72;309318,87;260847,80;-;-;48471,07;-;-;4296,10;4296,10;782;10,9;18;25,00
"120034 Manoel Urbano";1;1;1548,00;1243,99;-;-;304,01;-;-;1548,00;1548,00;6;6,0;-;-
"120040 Rio Branco";66;66;538205,51;458905,81;-;-;79299,70;-;-;8154,63;8154,63;749;11,3;29;43,94
"120050 Sena Madureira";14;14;21001,00;16744,86;-;-;4256,14;-;-;1500,07;1500,07;72;5,1;-;-
"120060 Tarauacá";4;4;6216,00;4999,96;-;-;1216,04;-;-;1554,00;1554,00;27;6,8;-;-
"120070 Xapuri";2;2;3120,00;2511,98;-;-;608,02;-;-;1560,00;1560,00;17;8,5;1;50,00
"130002 Alvarães";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;24;6,0;1;25,00
"130030 Autazes";3;3;4516,00;3603,97;-;-;912,03;-;-;1505,33;1505,33;13;4,3;-;-
"130060 Benjamin Constant";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;32;5,3;-;-
"130068 Boa Vista do Ramos";22;22;33037,95;26349,73;-;-;6688,22;-;-;1501,72;1501,72;117;5,3;-;-
"130070 Boca do Acre";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;54;4,9;1;9,09
"130080 Borba";5;5;7676,00;6155,95;-;-;1520,05;-;-;1535,20;1535,20;22;4,4;-;-
"130100 Carauari";12;12;20217,97;16348,24;-;-;3869,73;-;-;1684,83;1684,83;71;5,9;-;-
"130110 Careiro";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;5;1,7;-;-
"130120 Coari";19;19;29236,60;23460,41;-;-;5776,19;-;-;1538,77;1538,77;85;4,5;2;10,53
"130130 Codajás";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;16;4,0;-;-
"130150 Envira";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;37;12,3;-;-
"130160 Fonte Boa";5;5;7772,00;6251,95;-;-;1520,05;-;-;1554,40;1554,40;34;6,8;1;20,00
"130165 Guajará";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;4;2,0;-;-
"130170 Humaitá";29;29;46381,06;37564,77;-;-;8816,29;-;-;1599,35;1599,35;131;4,5;-;-
"130180 Ipixuna";34;34;51216,00;40879,66;-;-;10336,34;-;-;1506,35;1506,35;117;3,4;-;-
"130190 Itacoatiara";47;47;71548,00;57259,53;-;-;14288,47;-;-;1522,30;1522,30;175;3,7;4;8,51
"130210 Japurá";1;1;1540,00;1235,99;-;-;304,01;-;-;1540,00;1540,00;5;5,0;-;-
"130220 Juruá";6;6;9096,00;7271,94;-;-;1824,06;-;-;1516,00;1516,00;42;7,0;-;-
"130230 Jutaí";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;18;4,5;-;-
"130250 Manacapuru";21;21;34121,43;27698,52;-;-;6422,91;-;-;1624,83;1624,83;129;6,1;2;9,52
"130260 Manaus";738;738;2504642,37;2118614,18;-;-;386028,19;-;-;3393,82;3393,82;8814;11,9;181;24,53
"130270 Manicoré";38;38;58765,26;47131,61;-;-;11633,65;-;-;1546,45;1546,45;189;5,0;2;5,26
"130290 Maués";13;13;19604,00;15651,87;-;-;3952,13;-;-;1508,00;1508,00;63;4,8;-;-
"130300 Nhamundá";16;16;24040,12;19168,22;-;-;4871,90;-;-;1502,51;1502,51;64;4,0;2;12,50
"130320 Novo Airão";3;3;4580,00;3667,97;-;-;912,03;-;-;1526,67;1526,67;10;3,3;-;-
"130340 Parintins";142;142;216519,64;173350,22;-;-;43169,42;-;-;1524,79;1524,79;826;5,8;5;3,52
"130353 Presidente Figueiredo";4;4;6080,00;4863,96;-;-;1216,04;-;-;1520,00;1520,00;13;3,3;-;-
"130356 Rio Preto da Eva";7;7;10732,00;8603,93;-;-;2128,07;-;-;1533,14;1533,14;37;5,3;-;-
"130370 Santo Antônio do Içá";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;19;4,8;-;-
"130390 São Paulo de Olivença";7;7;10644,00;8515,93;-;-;2128,07;-;-;1520,57;1520,57;28;4,0;1;14,29
"130395 São Sebastião do Uatumã";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;19;3,8;-;-
"130406 Tabatinga";5;5;8160,71;6617,44;-;-;1543,27;-;-;1632,14;1632,14;41;8,2;2;40,00
"130410 Tapauá";13;13;19524,00;15571,87;-;-;3952,13;-;-;1501,85;1501,85;40;3,1;-;-
"130420 Tefé";11;11;17028,00;13683,89;-;-;3344,11;-;-;1548,00;1548,00;70;6,4;-;-
"130426 Uarini";5;5;7588,00;6067,95;-;-;1520,05;-;-;1517,60;1517,60;10;2,0;1;20,00
"130430 Urucará";15;15;22620,00;18059,85;-;-;4560,15;-;-;1508,00;1508,00;62;4,1;1;6,67
"140010 Boa Vista";101;101;559871,85;474959,96;-;-;84911,89;-;-;5543,29;5543,29;1241;12,3;19;18,81
"140040 Normandia";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;6;6,0;-;-
"140045 Pacaraima";2;2;3064,00;2455,98;-;-;608,02;-;-;1532,00;1532,00;8;4,0;-;-
"140047 Rorainópolis";10;10;16756,88;13465,24;-;-;3291,64;-;-;1675,69;1675,69;148;14,8;-;-
"150010 Abaetetuba";23;23;35958,96;28920,29;-;-;7038,67;-;-;1563,43;1563,43;138;6,0;1;4,35
"150020 Acará";2;2;3056,00;2447,98;-;-;608,02;-;-;1528,00;1528,00;7;3,5;-;-
"150034 Água Azul do Norte";4;4;6088,00;4871,96;-;-;1216,04;-;-;1522,00;1522,00;15;3,8;-;-
"150050 Almeirim";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;16;4,0;-;-
"150060 Altamira";147;147;246429,24;199152,75;-;-;47276,49;-;-;1676,39;1676,39;1218;8,3;28;19,05
"150080 Ananindeua";14;14;22000,79;17744,65;-;-;4256,14;-;-;1571,49;1571,49;68;4,9;-;-
"150085 Anapu";7;7;10780,00;8651,93;-;-;2128,07;-;-;1540,00;1540,00;35;5,0;-;-
"150095 Aurora do Pará";6;6;9024,00;7199,94;-;-;1824,06;-;-;1504,00;1504,00;48;8,0;-;-
"150120 Baião";6;6;9184,00;7359,94;-;-;1824,06;-;-;1530,67;1530,67;29;4,8;-;-
"150130 Barcarena";6;6;15867,60;12634,74;-;-;3232,86;-;-;2644,60;2644,60;27;4,5;-;-
"150140 Belém";232;232;1559823,60;1326124,29;-;-;233699,31;-;-;6723,38;6723,38;3107;13,4;63;27,16
"150157 Bom Jesus do Tocantins";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;6;2,0;-;-
"150170 Bragança";18;18;32164,04;26691,86;-;-;5472,18;-;-;1786,89;1786,89;95;5,3;1;5,56
"150172 Brasil Novo";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;70;5,4;-;-
"150178 Breu Branco";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;30;5,0;-;-
"150180 Breves";48;48;76583,31;61805,07;-;-;14778,24;-;-;1595,49;1595,49;316;6,6;4;8,33
"150215 Canaã dos Carajás";29;29;43500,00;34683,71;-;-;8816,29;-;-;1500,00;1500,00;251;8,7;1;3,45
"150230 Capitão Poço";10;10;15088,00;12047,90;-;-;3040,10;-;-;1508,80;1508,80;50;5,0;-;-
"150240 Castanhal";112;112;216470,94;176614,05;-;-;39856,89;-;-;1932,78;1932,78;698;6,2;11;9,82
"150270 Conceição do Araguaia";23;23;35060,00;28067,77;-;-;6992,23;-;-;1524,35;1524,35;70;3,0;-;-
"150276 Cumaru do Norte";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;18;6,0;-;-
"150277 Curionópolis";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;14;2,0;-;-
"150280 Curralinho";15;15;23116,00;18555,85;-;-;4560,15;-;-;1541,07;1541,07;77;5,1;1;6,67
"150293 Dom Eliseu";8;8;12120,00;9687,92;-;-;2432,08;-;-;1515,00;1515,00;15;1,9;1;12,50
"150295 Eldorado do Carajás";1;1;1532,00;1227,99;-;-;304,01;-;-;1532,00;1532,00;5;5,0;-;-
"150320 Igarapé-Açu";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;16;8,0;-;-
"150330 Igarapé-Miri";7;7;10772,00;8643,93;-;-;2128,07;-;-;1538,86;1538,86;36;5,1;-;-
"150345 Ipixuna do Pará";21;21;32048,00;25663,79;-;-;6384,21;-;-;1526,10;1526,10;82;3,9;1;4,76
"150360 Itaituba";29;29;43524,20;34707,91;-;-;8816,29;-;-;1500,83;1500,83;84;2,9;1;3,45
"150370 Itupiranga";17;17;25500,00;20331,83;-;-;5168,17;-;-;1500,00;1500,00;40;2,4;-;-
"150390 Juruti";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;22;5,5;-;-
"150400 Limoeiro do Ajuru";52;52;78416,00;62607,48;-;-;15808,52;-;-;1508,00;1508,00;210;4,0;-;-
"150405 Mãe do Rio";3;3;4540,00;3627,97;-;-;912,03;-;-;1513,33;1513,33;13;4,3;-;-
"150420 Marabá";130;130;384313,65;320320,95;-;-;63992,70;-;-;2956,26;2956,26;1383;10,6;24;18,46
"150430 Maracanã";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"150442 Marituba";1;1;3436,41;2088,40;-;-;1348,01;-;-;3436,41;3436,41;10;10,0;-;-
"150460 Mocajuba";6;6;9240,00;7415,94;-;-;1824,06;-;-;1540,00;1540,00;45;7,5;-;-
"150470 Moju";3;3;4660,00;3747,97;-;-;912,03;-;-;1553,33;1553,33;21;7,0;-;-
"150480 Monte Alegre";7;7;10737,60;8609,53;-;-;2128,07;-;-;1533,94;1533,94;30;4,3;1;14,29
"150495 Nova Esperança do Piriá";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;-;-
"150497 Nova Ipixuna";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;6;2,0;-;-
"150503 Novo Progresso";2;2;3016,00;2407,98;-;-;608,02;-;-;1508,00;1508,00;8;4,0;2;100,00
"150520 Oeiras do Pará";14;14;21000,00;16743,86;-;-;4256,14;-;-;1500,00;1500,00;73;5,2;1;7,14
"150530 Oriximiná";24;24;37329,38;30033,14;-;-;7296,24;-;-;1555,39;1555,39;191;8,0;9;37,50
"150540 Ourém";6;6;9080,00;7255,94;-;-;1824,06;-;-;1513,33;1513,33;10;1,7;-;-
"150543 Ourilândia do Norte";20;20;30000,00;23919,80;-;-;6080,20;-;-;1500,00;1500,00;70;3,5;-;-
"150548 Pacajá";8;8;12168,00;9735,92;-;-;2432,08;-;-;1521,00;1521,00;22;2,8;-;-
"150549 Palestina do Pará";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;8;1,6;-;-
"150550 Paragominas";56;56;153129,39;127833,23;-;-;25296,16;-;-;2734,45;2734,45;531;9,5;7;12,50
"150553 Parauapebas";58;58;214515,29;182745,71;-;-;31769,58;-;-;3698,54;3698,54;771;13,3;21;36,21
"150555 Pau D'Arco";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;8;4,0;-;-
"150580 Portel";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;10;5,0;-;-
"150613 Redenção";60;60;107546,52;88835,21;-;-;18711,31;-;-;1792,44;1792,44;397;6,6;21;35,00
"150616 Rio Maria";15;15;22596,00;18035,85;-;-;4560,15;-;-;1506,40;1506,40;111;7,4;-;-
"150618 Rondon do Pará";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;50;5,0;1;10,00
"150619 Rurópolis";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;4;1,3;-;-
"150620 Salinópolis";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;55;4,2;1;7,69
"150650 Santa Izabel do Pará";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;22;22,0;-;-
"150658 Santa Maria das Barreiras";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;4;2,0;-;-
"150660 Santa Maria do Pará";5;5;7692,00;6171,95;-;-;1520,05;-;-;1538,40;1538,40;24;4,8;-;-
"150670 Santana do Araguaia";25;25;37537,95;29937,70;-;-;7600,25;-;-;1501,52;1501,52;97;3,9;-;-
"150680 Santarém";378;378;682071,51;553837,09;-;-;128234,42;-;-;1804,42;1804,42;3795;10,0;115;30,42
"150715 São Domingos do Araguaia";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;8;4,0;-;-
"150720 São Domingos do Capim";1;1;1524,00;1219,99;-;-;304,01;-;-;1524,00;1524,00;3;3,0;-;-
"150730 São Félix do Xingu";38;38;57024,00;45471,62;-;-;11552,38;-;-;1500,63;1500,63;173;4,6;2;5,26
"150747 São João de Pirabas";5;5;7564,00;6043,95;-;-;1520,05;-;-;1512,80;1512,80;23;4,6;-;-
"150760 São Miguel do Guamá";11;11;16716,00;13371,89;-;-;3344,11;-;-;1519,64;1519,64;52;4,7;-;-
"150780 Senador José Porfírio";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;5;2,5;-;-
"150797 Terra Santa";30;30;46200,00;37079,70;-;-;9120,30;-;-;1540,00;1540,00;158;5,3;1;3,33
"150805 Trairão";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;14;3,5;-;-
"150808 Tucumã";55;55;84908,99;68188,44;-;-;16720,55;-;-;1543,80;1543,80;267;4,9;1;1,82
"150810 Tucuruí";7;7;10740,00;8611,93;-;-;2128,07;-;-;1534,29;1534,29;34;4,9;-;-
"150815 Uruará";16;16;24000,00;19135,84;-;-;4864,16;-;-;1500,00;1500,00;78;4,9;1;6,25
"150820 Vigia";8;8;12184,00;9751,92;-;-;2432,08;-;-;1523,00;1523,00;49;6,1;-;-
"150830 Viseu";4;4;6040,00;4823,96;-;-;1216,04;-;-;1510,00;1510,00;16;4,0;1;25,00
"150835 Vitória do Xingu";13;13;19916,00;15963,87;-;-;3952,13;-;-;1532,00;1532,00;59;4,5;1;7,69
"150840 Xinguara";15;15;24546,15;19986,00;-;-;4560,15;-;-;1636,41;1636,41;81;5,4;-;-
"160010 Amapá";3;3;4564,00;3651,97;-;-;912,03;-;-;1521,33;1521,33;9;3,0;-;-
"160020 Calçoene";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;5;2,5;-;-
"160027 Laranjal do Jari";12;12;18000,00;14351,88;-;-;3648,12;-;-;1500,00;1500,00;43;3,6;4;33,33
"160030 Macapá";111;111;248474,20;205299,15;-;-;43175,05;-;-;2238,51;2238,51;1091;9,8;22;19,82
"160050 Oiapoque";30;30;45000,00;35879,70;-;-;9120,30;-;-;1500,00;1500,00;99;3,3;1;3,33
"160015 Pedra Branca do Amapari";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;3;1,5;-;-
"160060 Santana";16;16;24331,15;19436,04;-;-;4895,11;-;-;1520,70;1520,70;129;8,1;8;50,00
"170210 Araguaína";80;80;595800,83;505991,12;-;-;89809,71;-;-;7447,51;7447,51;662;8,3;18;22,50
"170550 Colinas do Tocantins";31;31;48546,15;39121,84;-;-;9424,31;-;-;1566,00;1566,00;93;3,0;1;3,23
"170820 Formoso do Araguaia";12;12;18000,00;14351,88;-;-;3648,12;-;-;1500,00;1500,00;42;3,5;-;-
"170900 Goiatins";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;21;4,2;-;-
"171750 Pium";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"172120 Tocantinópolis";6;6;9144,00;7319,94;-;-;1824,06;-;-;1524,00;1524,00;19;3,2;-;-
"210005 Açailândia";67;67;125557,74;101685,10;-;-;23872,64;-;-;1874,00;1874,00;363;5,4;3;4,48
"210043 Alto Alegre do Maranhão";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;2;2,0;-;-
"210047 Alto Alegre do Pindaré";6;6;9128,00;7303,94;-;-;1824,06;-;-;1521,33;1521,33;19;3,2;-;-
"210060 Amarante do Maranhão";19;19;29060,00;23283,81;-;-;5776,19;-;-;1529,47;1529,47;77;4,1;1;5,26
"210080 Anapurus";5;5;7596,00;6075,95;-;-;1520,05;-;-;1519,20;1519,20;12;2,4;-;-
"210095 Arame";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;4;4,0;-;-
"210120 Bacabal";58;58;95203,32;77490,37;-;-;17712,95;-;-;1641,44;1641,44;447;7,7;12;20,69
"210140 Balsas";55;55;190379,74;159760,19;-;-;30619,55;-;-;3461,45;3461,45;439;8,0;9;16,36
"210170 Barreirinhas";3;3;4758,28;3846,25;-;-;912,03;-;-;1586,09;1586,09;46;15,3;-;-
"210203 Bom Jesus das Selvas";7;7;10668,00;8539,93;-;-;2128,07;-;-;1524,00;1524,00;22;3,1;-;-
"210210 Brejo";9;9;13644,00;10907,91;-;-;2736,09;-;-;1516,00;1516,00;35;3,9;-;-
"210230 Buriti Bravo";56;56;85800,00;68775,44;-;-;17024,56;-;-;1532,14;1532,14;234;4,2;-;-
"210280 Carolina";14;14;21048,00;16791,86;-;-;4256,14;-;-;1503,43;1503,43;49;3,5;-;-
"210290 Carutapera";14;14;21072,00;16815,86;-;-;4256,14;-;-;1505,14;1505,14;63;4,5;1;7,14
"210300 Caxias";133;133;342420,28;283138,55;-;-;59281,73;-;-;2574,59;2574,59;1080;8,1;27;20,30
"210320 Chapadinha";8;8;28276,47;23674,79;-;-;4601,68;-;-;3534,56;3534,56;32;4,0;-;-
"210325 Cidelândia";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"210330 Codó";28;28;42000,00;33487,72;-;-;8512,28;-;-;1500,00;1500,00;100;3,6;6;21,43
"210350 Colinas";18;18;27080,00;21607,82;-;-;5472,18;-;-;1504,44;1504,44;53;2,9;-;-
"210360 Coroatá";30;30;164626,73;139776,84;-;-;24849,89;-;-;5487,56;5487,56;349;11,6;20;66,67
"210370 Cururupu";4;4;6136,41;4920,37;-;-;1216,04;-;-;1534,10;1534,10;30;7,5;2;50,00
"210380 Dom Pedro";8;8;12328,00;9895,92;-;-;2432,08;-;-;1541,00;1541,00;49;6,1;-;-
"210400 Esperantinópolis";3;3;4572,00;3659,97;-;-;912,03;-;-;1524,00;1524,00;9;3,0;-;-
"210405 Estreito";12;12;18264,00;14615,88;-;-;3648,12;-;-;1522,00;1522,00;33;2,8;-;-
"210407 Feira Nova do Maranhão";21;21;31500,00;25115,79;-;-;6384,21;-;-;1500,00;1500,00;83;4,0;-;-
"210409 Formosa da Serra Negra";3;3;4596,00;3683,97;-;-;912,03;-;-;1532,00;1532,00;12;4,0;-;-
"210420 Fortuna";10;10;15080,00;12039,90;-;-;3040,10;-;-;1508,00;1508,00;66;6,6;-;-
"210440 Gonçalves Dias";9;9;13700,00;10963,91;-;-;2736,09;-;-;1522,22;1522,22;42;4,7;-;-
"210450 Governador Archer";2;2;3080,00;2471,98;-;-;608,02;-;-;1540,00;1540,00;10;5,0;-;-
"210460 Governador Eugênio Barros";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;12;6,0;-;-
"210465 Governador Newton Bello";6;6;9096,00;7271,94;-;-;1824,06;-;-;1516,00;1516,00;12;2,0;-;-
"210467 Governador Nunes Freire";6;6;9144,00;7319,94;-;-;1824,06;-;-;1524,00;1524,00;17;2,8;-;-
"210480 Grajaú";33;33;49812,56;39780,23;-;-;10032,33;-;-;1509,47;1509,47;211;6,4;2;6,06
"210520 Igarapé Grande";30;30;45000,00;35879,70;-;-;9120,30;-;-;1500,00;1500,00;135;4,5;-;-
"210530 Imperatriz";193;193;389155,80;317436,88;-;-;71718,92;-;-;2016,35;2016,35;1616;8,4;72;37,31
"210535 Itaipava do Grajaú";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;2;0,7;-;-
"210540 Itapecuru Mirim";2;2;3310,13;2702,11;-;-;608,02;-;-;1655,07;1655,07;16;8,0;-;-
"210542 Itinga do Maranhão";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"210547 Jenipapo dos Vieiras";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;15;5,0;-;-
"210570 Lago da Pedra";60;60;158880,00;130869,80;-;-;28010,20;-;-;2648,00;2648,00;530;8,8;18;30,00
"210610 Loreto";6;6;9144,00;7319,94;-;-;1824,06;-;-;1524,00;1524,00;26;4,3;-;-
"210710 Morros";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;8;4,0;1;50,00
"210740 Olho d'Água das Cunhãs";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;18;3,0;-;-
"210745 Olinda Nova do Maranhão";6;6;9144,00;7319,94;-;-;1824,06;-;-;1524,00;1524,00;64;10,7;-;-
"210790 Passagem Franca";16;16;24240,00;19375,84;-;-;4864,16;-;-;1515,00;1515,00;60;3,8;1;6,25
"210800 Pastos Bons";17;17;25620,00;20451,83;-;-;5168,17;-;-;1507,06;1507,06;61;3,6;-;-
"210810 Paulo Ramos";5;5;7676,00;6155,95;-;-;1520,05;-;-;1535,20;1535,20;27;5,4;-;-
"210820 Pedreiras";70;70;105000,00;83719,30;-;-;21280,70;-;-;1500,00;1500,00;874;12,5;7;10,00
"210860 Pinheiro";31;31;55473,70;44910,56;-;-;10563,14;-;-;1789,47;1789,47;305;9,8;2;6,45
"210900 Porto Franco";51;51;77988,00;62483,49;-;-;15504,51;-;-;1529,18;1529,18;186;3,6;-;-
"210910 Presidente Dutra";68;68;117879,68;96444,01;-;-;21435,67;-;-;1733,52;1733,52;504;7,4;16;23,53
"210960 Rosário";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"210970 Sambaíba";4;4;6088,00;4871,96;-;-;1216,04;-;-;1522,00;1522,00;14;3,5;-;-
"210990 Santa Inês";24;24;117055,42;99709,60;-;-;17345,82;-;-;4877,31;4877,31;332;13,8;8;33,33
"211000 Santa Luzia";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;6;2,0;1;33,33
"211003 Santa Luzia do Paruá";17;17;25500,00;20331,83;-;-;5168,17;-;-;1500,00;1500,00;192;11,3;1;5,88
"211060 São Bernardo";6;6;9048,00;7223,94;-;-;1824,06;-;-;1508,00;1508,00;36;6,0;-;-
"211070 São Domingos do Maranhão";28;28;43120,00;34607,72;-;-;8512,28;-;-;1540,00;1540,00;140;5,0;-;-
"211085 São Francisco do Brejão";16;16;24000,00;19135,84;-;-;4864,16;-;-;1500,00;1500,00;48;3,0;-;-
"211090 São Francisco do Maranhão";5;5;7596,00;6075,95;-;-;1520,05;-;-;1519,20;1519,20;12;2,4;-;-
"211107 São João do Soter";8;8;12241,30;9809,22;-;-;2432,08;-;-;1530,16;1530,16;33;4,1;-;-
"211130 São Luís";166;166;1182779,62;1005023,17;-;-;177756,45;-;-;7125,18;7125,18;2700;16,3;17;10,24
"211140 São Luís Gonzaga do Maranhão";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;9;3,0;-;-
"211150 São Mateus do Maranhão";2;2;3048,00;2439,98;-;-;608,02;-;-;1524,00;1524,00;6;3,0;-;-
"211153 São Pedro da Água Branca";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;6;3,0;-;-
