 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadasInternaçõesValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Procedimento: 0303010223 TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
Período:Dez/2020
"Município";"AIH_aprovadas";"Internações";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"231020 Paracuru";6;6;9060,18;7224,51;-;-;1835,67;-;-;1510,03;1510,03;44;7,3;1;16,67
"231050 Pedra Branca";7;7;10548,00;8419,93;-;-;2128,07;-;-;1506,86;1506,86;34;4,9;1;14,29
"231070 Pentecoste";18;18;27000,00;21527,82;-;-;5472,18;-;-;1500,00;1500,00;135;7,5;2;11,11
"231085 Pindoretama";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"231140 Quixeramobim";64;64;236964,61;203029,04;-;-;33935,57;-;-;3702,57;3702,57;1084;16,9;14;21,88
"231160 Redenção";11;11;16726,13;13370,41;-;-;3355,72;-;-;1520,56;1520,56;43;3,9;3;27,27
"231170 Reriutaba";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;3;3,0;-;-
"231180 Russas";29;29;45311,66;36476,02;-;-;8835,64;-;-;1562,47;1562,47;120;4,1;-;-
"231240 São Gonçalo do Amarante";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;9;4,5;1;50,00
"231290 Sobral";59;59;468943,57;399267,13;-;-;69676,44;-;-;7948,20;7948,20;708;12,0;20;33,90
"231310 Tabuleiro do Norte";7;7;11428,84;9246,59;-;-;2182,25;-;-;1632,69;1632,69;82;11,7;-;-
"231320 Tamboril";7;7;10676,00;8547,93;-;-;2128,07;-;-;1525,14;1525,14;25;3,6;-;-
"231330 Tauá";40;40;391420,36;333623,04;-;-;57797,32;-;-;9785,51;9785,51;339;8,5;12;30,00
"231340 Tianguá";24;24;324889,15;278260,22;-;-;46628,93;-;-;13537,05;13537,05;248;10,3;7;29,17
"231360 Ubajara";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;2;1,0;-;-
"231400 Várzea Alegre";7;7;10580,00;8451,93;-;-;2128,07;-;-;1511,43;1511,43;11;1,6;-;-
"240020 Açu";15;15;120694,54;102275,20;-;-;18419,34;-;-;8046,30;8046,30;63;4,2;3;20,00
"240050 Alexandria";5;5;7532,00;6011,95;-;-;1520,05;-;-;1506,40;1506,40;6;1,2;-;-
"240100 Apodi";41;41;63389,08;50855,01;-;-;12534,07;-;-;1546,08;1546,08;194;4,7;4;9,76
"240110 Areia Branca";1;1;1524,00;1219,99;-;-;304,01;-;-;1524,00;1524,00;3;3,0;-;-
"240200 Caicó";77;77;784867,87;667171,10;-;-;117696,77;-;-;10193,09;10193,09;444;5,8;28;36,36
"240310 Currais Novos";4;4;7290,99;6074,95;-;-;1216,04;-;-;1822,75;1822,75;38;9,5;1;25,00
"240450 Guamaré";11;11;17168,49;13808,90;-;-;3359,59;-;-;1560,77;1560,77;95;8,6;3;27,27
"240580 João Câmara";10;10;15001,00;11960,90;-;-;3040,10;-;-;1500,10;1500,10;62;6,2;-;-
"240710 Macaíba";4;4;52400,00;44595,16;-;-;7804,84;-;-;13100,00;13100,00;29;7,3;1;25,00
"240720 Macau";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;15;7,5;-;-
"240800 Mossoró";98;98;821163,41;700385,97;-;-;120777,44;-;-;8379,22;8379,22;914;9,3;21;21,43
"240810 Natal";223;223;556725,04;461269,02;-;-;95456,02;-;-;2496,52;2496,52;2056;9,2;47;21,08
"240325 Parnamirim";81;81;221246,58;183844,39;-;-;37402,19;-;-;2731,44;2731,44;464;5,7;12;14,81
"240940 Pau dos Ferros";39;39;61145,12;49017,54;-;-;12127,58;-;-;1567,82;1567,82;197;5,1;11;28,21
"240990 Pendências";2;2;3032,00;2423,98;-;-;608,02;-;-;1516,00;1516,00;9;4,5;-;-
"241120 Santa Cruz";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;110;13,8;3;37,50
"241150 Santo Antônio";26;26;41553,47;33339,46;-;-;8214,01;-;-;1598,21;1598,21;182;7,0;2;7,69
"241230 São José do Campestre";1;1;1524,00;1219,99;-;-;304,01;-;-;1524,00;1524,00;3;3,0;-;-
"241240 São José do Seridó";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;2;2,0;-;-
"250370 Cajazeiras";93;93;479336,02;403674,89;-;-;75661,13;-;-;5154,15;5154,15;679;7,3;34;36,56
"250400 Campina Grande";173;173;617099,34;516188,41;-;-;100910,93;-;-;3567,05;3567,05;1262;7,3;41;23,70
"250510 Cuité";3;3;4652,00;3739,97;-;-;912,03;-;-;1550,67;1550,67;19;6,3;-;-
"250600 Esperança";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"250750 João Pessoa";179;179;1190919,34;1017394,94;-;-;173524,40;-;-;6653,18;6653,18;1825;10,2;49;27,37
"250830 Lagoa Seca";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;3;1,0;-;-
"251080 Patos";3;3;4821,58;3905,68;-;-;915,90;-;-;1607,19;1607,19;24;8,0;-;-
"251210 Pombal";50;50;75000,00;59799,50;-;-;15200,50;-;-;1500,00;1500,00;262;5,2;13;26,00
"251370 Santa Rita";94;94;697510,20;596664,86;-;-;100845,34;-;-;7420,32;7420,32;1127;12,0;18;19,15
"251550 Serra Branca";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"251600 Solânea";6;6;9056,00;7231,94;-;-;1824,06;-;-;1509,33;1509,33;27;4,5;-;-
"251610 Soledade";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;-;-
"260010 Afogados da Ingazeira";38;38;57000,00;45447,62;-;-;11552,38;-;-;1500,00;1500,00;224;5,9;16;42,11
"260020 Afrânio";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;18;2,6;-;-
"260030 Agrestina";7;7;10967,92;8828,24;-;-;2139,68;-;-;1566,85;1566,85;44;6,3;-;-
"260080 Altinho";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;2;1,0;-;-
"260110 Araripina";141;141;940163,58;799591,04;-;-;140572,54;-;-;6667,83;6667,83;1408;10,0;28;19,86
"260120 Arcoverde";168;168;454826,81;375353,16;-;-;79473,65;-;-;2707,30;2707,30;1189;7,1;39;23,21
"260180 Betânia";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"260190 Bezerros";43;43;783882,07;672288,61;-;-;111593,46;-;-;18229,82;18229,82;702;16,3;12;27,91
"260200 Bodocó";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;45;6,4;-;-
"260210 Bom Conselho";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;94;11,8;-;-
"260230 Bonito";8;8;12024,00;9591,92;-;-;2432,08;-;-;1503,00;1503,00;52;6,5;1;12,50
"260240 Brejão";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;18;6,0;-;-
"260250 Brejinho";1;1;1540,00;1235,99;-;-;304,01;-;-;1540,00;1540,00;5;5,0;-;-
"260290 Cabo de Santo Agostinho";178;178;1183830,27;1017575,26;-;-;166255,01;-;-;6650,73;6650,73;1736;9,8;83;46,63
"260300 Cabrobó";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;14;3,5;1;25,00
"260320 Caetés";29;29;43812,89;34996,60;-;-;8816,29;-;-;1510,79;1510,79;193;6,7;-;-
"260330 Calçado";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;50;8,3;-;-
"260370 Canhotinho";20;20;30000,00;23919,80;-;-;6080,20;-;-;1500,00;1500,00;120;6,0;-;-
"260380 Capoeiras";4;4;6120,00;4903,96;-;-;1216,04;-;-;1530,00;1530,00;27;6,8;-;-
"260390 Carnaíba";12;12;18352,00;14703,88;-;-;3648,12;-;-;1529,33;1529,33;45;3,8;-;-
"260410 Caruaru";294;294;907555,58;759982,53;-;-;147573,05;-;-;3086,92;3086,92;2389;8,1;40;13,61
"260450 Chã Grande";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;-;-
"260500 Cupira";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;58;9,7;-;-
"260515 Dormentes";4;4;6024,00;4807,96;-;-;1216,04;-;-;1506,00;1506,00;16;4,0;-;-
"260540 Feira Nova";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;42;7,0;-;-
"260545 Fernando de Noronha";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"260560 Flores";1;1;1524,00;1219,99;-;-;304,01;-;-;1524,00;1524,00;3;3,0;-;-
"260570 Floresta";8;8;12032,00;9599,92;-;-;2432,08;-;-;1504,00;1504,00;26;3,3;-;-
"260600 Garanhuns";200;200;667742,48;556516,69;-;-;111225,79;-;-;3338,71;3338,71;1085;5,4;30;15,00
"260610 Glória do Goitá";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;49;6,1;-;-
"260620 Goiana";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;23;3,8;-;-
"260670 Ibirajuba";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;6;6,0;-;-
"260680 Igarassu";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;53;4,1;-;-
"260720 Ipojuca";14;14;21000,00;16743,86;-;-;4256,14;-;-;1500,00;1500,00;75;5,4;-;-
"260790 Jaboatão dos Guararapes";45;45;663748,54;568344,39;-;-;95404,15;-;-;14749,97;14749,97;434;9,6;13;28,89
"260800 Jataúba";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;29;5,8;-;-
"260810 João Alfredo";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;2;2,0;-;-
"260840 Jurema";2;2;3160,00;2551,98;-;-;608,02;-;-;1580,00;1580,00;20;10,0;1;50,00
"260875 Lagoa Grande";2;2;3072,00;2463,98;-;-;608,02;-;-;1536,00;1536,00;10;5,0;-;-
"260880 Lajedo";20;20;30000,00;23919,80;-;-;6080,20;-;-;1500,00;1500,00;114;5,7;-;-
"260890 Limoeiro";45;45;79630,61;65950,16;-;-;13680,45;-;-;1769,57;1769,57;722;16,0;26;57,78
"260915 Manari";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;4;2,0;-;-
"260960 Olinda";5;5;17031,00;14358,35;-;-;2672,65;-;-;3406,20;3406,20;13;2,6;1;20,00
"260990 Ouricuri";49;49;75663,67;60767,18;-;-;14896,49;-;-;1544,16;1544,16;281;5,7;11;22,45
"261000 Palmares";72;72;404910,59;343905,41;-;-;61005,18;-;-;5623,76;5623,76;862;12,0;20;27,78
"261030 Paranatama";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;43;4,8;-;-
"261040 Parnamirim";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;54;4,2;2;15,38
"261070 Paulista";4;4;7033,65;5614,78;-;-;1418,87;-;-;1758,41;1758,41;39;9,8;1;25,00
"261080 Pedra";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;8;8,0;-;-
"261090 Pesqueira";9;9;14132,00;11395,91;-;-;2736,09;-;-;1570,22;1570,22;79;8,8;3;33,33
"261110 Petrolina";110;110;461719,53;389711,09;-;-;72008,44;-;-;4197,45;4197,45;718;6,5;32;29,09
"261160 Recife";1287;1287;7524147,07;6399397,14;-;-;1124749,93;-;-;5846,27;5846,27;12874;10,0;314;24,40
"261220 Salgueiro";43;43;72966,47;58711,14;-;-;14255,33;-;-;1696,89;1696,89;286;6,7;3;6,98
"261230 Saloá";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;38;4,8;-;-
"261310 São Caitano";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;9;4,5;-;-
"261330 São Joaquim do Monte";4;4;6208,00;4991,96;-;-;1216,04;-;-;1552,00;1552,00;29;7,3;-;-
"261390 Serra Talhada";132;132;1080834,29;919753,87;-;-;161080,42;-;-;8188,14;8188,14;1031;7,8;46;34,85
"261410 Sertânia";25;25;38180,00;30579,75;-;-;7600,25;-;-;1527,20;1527,20;124;5,0;1;4,00
"261420 Sirinhaém";1;1;1532,00;1227,99;-;-;304,01;-;-;1532,00;1532,00;4;4,0;-;-
"261450 Surubim";14;14;21000,00;16743,86;-;-;4256,14;-;-;1500,00;1500,00;97;6,9;-;-
"261460 Tabira";1;1;1548,00;1243,99;-;-;304,01;-;-;1548,00;1548,00;6;6,0;-;-
"261500 Taquaritinga do Norte";6;6;9048,00;7223,94;-;-;1824,06;-;-;1508,00;1508,00;72;12,0;1;16,67
"261520 Terra Nova";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;29;3,6;-;-
"261570 Triunfo";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;12;4,0;-;-
"261620 Vertentes";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"261630 Vicência";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;4;2,0;-;-
"261640 Vitória de Santo Antão";26;26;39240,71;31290,02;-;-;7950,69;-;-;1509,26;1509,26;234;9,0;3;11,54
"270030 Arapiraca";58;58;488870,33;415933,01;-;-;72937,32;-;-;8428,80;8428,80;781;13,5;22;37,93
"270140 Campo Alegre";12;12;18000,00;14351,88;-;-;3648,12;-;-;1500,00;1500,00;74;6,2;1;8,33
"270430 Maceió";225;225;426256,49;349886,97;-;-;76369,52;-;-;1894,47;1894,47;1951;8,7;35;15,56
"270630 Palmeira dos Índios";16;16;46087,40;38214,97;-;-;7872,43;-;-;2880,46;2880,46;162;10,1;3;18,75
"270640 Pão de Açúcar";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;7;2,3;-;-
"270690 Pilar";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"270730 Porto Calvo";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;42;4,7;-;-
"270760 Quebrangulo";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;40;6,7;-;-
"270770 Rio Largo";6;6;9177,46;7353,40;-;-;1824,06;-;-;1529,58;1529,58;21;3,5;2;33,33
"270800 Santana do Ipanema";3;3;4852,88;3940,85;-;-;912,03;-;-;1617,63;1617,63;20;6,7;1;33,33
"270930 União dos Palmares";2;2;3022,04;2414,02;-;-;608,02;-;-;1511,02;1511,02;7;3,5;-;-
"280030 Aracaju";202;202;1344673,24;1145330,47;-;-;199342,77;-;-;6656,80;6656,80;2654;13,1;42;20,79
"280210 Estância";15;15;203120,12;173113,57;-;-;30006,55;-;-;13541,34;13541,34;235;15,7;10;66,67
"280350 Lagarto";93;93;1064502,21;908715,51;-;-;155786,70;-;-;11446,26;11446,26;1305;14,0;26;27,96
"280450 Nossa Senhora da Glória";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;30;5,0;1;16,67
"280480 Nossa Senhora do Socorro";42;42;63585,87;50817,45;-;-;12768,42;-;-;1513,95;1513,95;248;5,9;5;11,90
"280570 Propriá";5;5;7532,00;6011,95;-;-;1520,05;-;-;1506,40;1506,40;33;6,6;1;20,00
"280670 São Cristóvão";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;36;7,2;1;20,00
"290070 Alagoinhas";4;4;6060,18;4832,53;-;-;1227,65;-;-;1515,05;1515,05;36;9,0;1;25,00
"290080 Alcobaça";3;3;4516,00;3603,97;-;-;912,03;-;-;1505,33;1505,33;4;1,3;-;-
"290100 Amargosa";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"290115 América Dourada";3;3;4548,00;3635,97;-;-;912,03;-;-;1516,00;1516,00;7;2,3;-;-
"290240 Aurelino Leal";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;35;2,7;-;-
"290270 Barra";29;29;43692,06;34871,90;-;-;8820,16;-;-;1506,62;1506,62;106;3,7;-;-
"290280 Barra da Estiva";19;19;29228,60;23413,71;-;-;5814,89;-;-;1538,35;1538,35;100;5,3;2;10,53
"290290 Barra do Choça";5;5;7668,00;6147,95;-;-;1520,05;-;-;1533,60;1533,60;21;4,2;-;-
"290300 Barra do Mendes";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;25;4,2;-;-
"290320 Barreiras";106;106;830823,13;706938,29;-;-;123884,84;-;-;7837,95;7837,95;724;6,8;22;20,75
"290323 Barro Alto";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;33;4,1;-;-
"290390 Bom Jesus da Lapa";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;126;9,7;-;-
"290410 Boquira";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;8;2,7;1;33,33
"290490 Cachoeira";7;7;10636,00;8507,93;-;-;2128,07;-;-;1519,43;1519,43;16;2,3;3;42,86
"290520 Caetité";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;14;3,5;-;-
"290530 Cafarnaum";4;4;6152,00;4935,96;-;-;1216,04;-;-;1538,00;1538,00;22;5,5;3;75,00
"290550 Caldeirão Grande";10;10;15000,00;11959,90;-;-;3040,10;-;-;1500,00;1500,00;57;5,7;-;-
"290560 Camacan";51;51;76500,00;60995,49;-;-;15504,51;-;-;1500,00;1500,00;266;5,2;1;1,96
"290590 Campo Alegre de Lourdes";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;28;3,1;-;-
"290600 Campo Formoso";39;39;59107,63;47162,80;-;-;11944,83;-;-;1515,58;1515,58;208;5,3;5;12,82
"290610 Canápolis";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;9;3,0;-;-
"290620 Canarana";6;6;9176,00;7351,94;-;-;1824,06;-;-;1529,33;1529,33;33;5,5;1;16,67
"290660 Candiba";1;1;1524,00;1219,99;-;-;304,01;-;-;1524,00;1524,00;3;3,0;-;-
"290690 Caravelas";4;4;6160,00;4943,96;-;-;1216,04;-;-;1540,00;1540,00;21;5,3;1;25,00
"290720 Casa Nova";7;7;10652,00;8523,93;-;-;2128,07;-;-;1521,71;1521,71;32;4,6;-;-
"290750 Catu";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"290755 Caturama";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;-;-
"290760 Central";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;4;2,0;1;50,00
"290810 Cocos";1;1;1524,00;1219,99;-;-;304,01;-;-;1524,00;1524,00;3;3,0;-;-
"290830 Conceição do Almeida";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;20;1,5;-;-
"290840 Conceição do Coité";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;-;-;-;-
"290890 Coração de Maria";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;6;3,0;-;-
"291005 Dias d'Ávila";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;7;3,5;1;50,00
"291040 Encruzilhada";22;22;33400,00;26711,78;-;-;6688,22;-;-;1518,18;1518,18;69;3,1;2;9,09
"291072 Eunápolis";65;65;791900,00;673534,55;-;-;118365,45;-;-;12183,08;12183,08;529;8,1;17;26,15
"291080 Feira de Santana";146;146;840797,55;717466,26;-;-;123331,29;-;-;5758,89;5758,89;1329;9,1;38;26,03
"291085 Filadélfia";20;20;30000,00;23919,80;-;-;6080,20;-;-;1500,00;1500,00;51;2,5;2;10,00
"291170 Guanambi";4;4;9025,60;7606,16;-;-;1419,44;-;-;2256,40;2256,40;49;12,3;3;75,00
"291180 Guaratinga";7;7;10532,00;8403,93;-;-;2128,07;-;-;1504,57;1504,57;15;2,1;-;-
"291270 Ibirapitanga";8;8;12104,00;9671,92;-;-;2432,08;-;-;1513,00;1513,00;25;3,1;-;-
"291280 Ibirapuã";16;16;24280,00;19415,84;-;-;4864,16;-;-;1517,50;1517,50;80;5,0;1;6,25
"291290 Ibirataia";17;17;25628,00;20459,83;-;-;5168,17;-;-;1507,53;1507,53;37;2,2;2;11,76
"291320 Ibotirama";4;4;6104,00;4887,96;-;-;1216,04;-;-;1526,00;1526,00;13;3,3;-;-
"291350 Iguaí";21;21;31500,00;25115,79;-;-;6384,21;-;-;1500,00;1500,00;65;3,1;-;-
"291360 Ilhéus";114;114;1301312,45;1109681,07;-;-;191631,38;-;-;11415,02;11415,02;1318;11,6;25;21,93
"291390 Ipiaú";5;5;8878,72;7308,36;-;-;1570,36;-;-;1775,74;1775,74;58;11,6;-;-
"291410 Ipupiara";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;7;7,0;-;-
"291460 Irecê";19;19;257540,53;219505,54;-;-;38034,99;-;-;13554,76;13554,76;168;8,8;10;52,63
"291465 Itabela";13;13;19516,00;15563,87;-;-;3952,13;-;-;1501,23;1501,23;36;2,8;-;-
"291470 Itaberaba";57;57;861500,00;733979,43;-;-;127520,57;-;-;15114,04;15114,04;708;12,4;7;12,28
"291480 Itabuna";58;58;396079,77;337623,03;-;-;58456,74;-;-;6828,96;6828,96;607;10,5;13;22,41
"291580 Itambé";4;4;6080,00;4863,96;-;-;1216,04;-;-;1520,00;1520,00;10;2,5;-;-
"291600 Itanhém";13;13;19564,00;15611,87;-;-;3952,13;-;-;1504,92;1504,92;45;3,5;1;7,69
"291610 Itaparica";2;2;3056,00;2447,98;-;-;608,02;-;-;1528,00;1528,00;12;6,0;-;-
"291690 Itiruçu";6;6;9016,00;7191,94;-;-;1824,06;-;-;1502,67;1502,67;19;3,2;-;-
"291700 Itiúba";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;4;0,7;-;-
"291710 Itororó";13;13;19500,00;15547,87;-;-;3952,13;-;-;1500,00;1500,00;41;3,2;-;-
"291740 Jacaraci";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;11;2,8;1;25,00
"291800 Jequié";100;100;612765,40;517503,19;-;-;95262,21;-;-;6127,65;6127,65;833;8,3;14;14,00
"291840 Juazeiro";40;40;263132,21;222870,06;-;-;40262,15;-;-;6578,31;6578,31;381;9,5;9;22,50
"291860 Jussiape";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"291915 Lapão";7;7;10596,00;8467,93;-;-;2128,07;-;-;1513,71;1513,71;18;2,6;-;-
"291940 Licínio de Almeida";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"291960 Macajuba";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;9;3,0;-;-
"291970 Macarani";23;23;35188,00;28195,77;-;-;6992,23;-;-;1529,91;1529,91;98;4,3;5;21,74
"292000 Maiquinique";2;2;3032,00;2423,98;-;-;608,02;-;-;1516,00;1516,00;9;4,5;-;-
"292010 Mairi";7;7;10588,00;8459,93;-;-;2128,07;-;-;1512,57;1512,57;27;3,9;-;-
"292050 Maracás";20;20;30152,00;24071,80;-;-;6080,20;-;-;1507,60;1507,60;63;3,1;1;5,00
"292120 Miguel Calmon";5;5;7532,00;6011,95;-;-;1520,05;-;-;1506,40;1506,40;20;4,0;1;20,00
"292190 Mucugê";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;37;4,1;-;-
"292200 Mucuri";17;17;25700,60;20493,73;-;-;5206,87;-;-;1511,80;1511,80;95;5,6;3;17,65
"292205 Mulungu do Morro";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;-;-;-;-
"292240 Mutuípe";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;17;2,1;-;-
"292250 Nazaré";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;10;1,7;-;-
"292270 Nova Canaã";17;17;25500,00;20331,83;-;-;5168,17;-;-;1500,00;1500,00;52;3,1;-;-
"292310 Olindina";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;3;3,0;-;-
"292320 Oliveira dos Brejinhos";2;2;3048,00;2439,98;-;-;608,02;-;-;1524,00;1524,00;8;4,0;-;-
"292340 Palmas de Monte Alto";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;1;0,5;-;-
"292360 Paramirim";2;2;3024,00;2415,98;-;-;608,02;-;-;1512,00;1512,00;4;2,0;1;50,00
"292430 Piatã";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"292460 Pindobaçu";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;6;2,0;-;-
"292470 Piripá";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;13;4,3;-;-
"292500 Planalto";2;2;3024,00;2415,98;-;-;608,02;-;-;1512,00;1512,00;3;1,5;-;-
"292510 Poções";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;1;1,0;-;-
"292525 Ponto Novo";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;19;3,2;1;16,67
"292530 Porto Seguro";3;3;5123,61;4196,58;-;-;927,03;-;-;1707,87;1707,87;8;2,7;2;66,67
"292560 Presidente Dutra";5;5;7572,00;6051,95;-;-;1520,05;-;-;1514,40;1514,40;15;3,0;1;20,00
"292575 Presidente Tancredo Neves";9;9;13500,00;10763,91;-;-;2736,09;-;-;1500,00;1500,00;16;1,8;-;-
"292600 Remanso";3;3;14236,41;11961,18;-;-;2275,23;-;-;4745,47;4745,47;18;6,0;1;33,33
"292630 Riachão do Jacuípe";17;17;25500,00;20331,83;-;-;5168,17;-;-;1500,00;1500,00;66;3,9;-;-
"292640 Riacho de Santana";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;18;3,6;-;-
"292660 Ribeira do Pombal";2;2;3531,70;2923,68;-;-;608,02;-;-;1765,85;1765,85;7;3,5;1;50,00
"292690 Rio do Pires";6;6;9080,00;7255,94;-;-;1824,06;-;-;1513,33;1513,33;11;1,8;-;-
"292720 Ruy Barbosa";8;8;12056,00;9623,92;-;-;2432,08;-;-;1507,00;1507,00;25;3,1;-;-
"292730 Salinas da Margarida";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;2;1,0;-;-
"292740 Salvador";803;803;6565134,69;5624810,58;-;-;940324,11;-;-;8175,76;8175,76;7741;9,6;137;17,06
"292840 Santa Rita de Cássia";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"292800 Santaluz";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;18;3,0;-;-
"292880 Santo Estêvão";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;26;3,7;1;14,29
