 Procedimentos hospitalares do SUS - por local de internação - Brasil
AIH aprovadasInternaçõesValor totalValor serviços hospitalaresVal serv hosp - compl federalVal serv hosp - compl gestorValor serviços profissionaisVal serv prof - compl federalVal serv prof - compl gestorValor médio AIHValor médio internDias permanênciaMédia permanênciaÓbitosTaxa mortalidade por Município
Procedimento: 0303010223 TRATAMENTO DE INFECÇÃO PELO CORONAVIRUS – COVID 19
Período:Dez/2020
"Município";"AIH_aprovadas";"Internações";"Valor_total";"Valor_serviços_hospitalares";"Val_serv_hosp_-_compl_federal";"Val_serv_hosp_-_compl_gestor";"Valor_serviços_profissionais";"Val_serv_prof_-_compl_federal";"Val_serv_prof_-_compl_gestor";"Valor_médio_AIH";"Valor_médio_intern";"Dias_permanência";"Média_permanência";"Óbitos";"Taxa_mortalidade"
"292925 São Gabriel";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;10;3,3;-;-
"292940 São Miguel das Matas";14;14;21000,00;16743,86;-;-;4256,14;-;-;1500,00;1500,00;42;3,0;-;-
"292990 Seabra";31;31;176841,75;149117,60;-;-;27724,15;-;-;5704,57;5704,57;239;7,7;9;29,03
"293030 Serra Dourada";15;15;22500,00;17939,85;-;-;4560,15;-;-;1500,00;1500,00;60;4,0;-;-
"293077 Sobradinho";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;28;9,3;-;-
"293150 Teofilândia";7;7;10700,00;8571,93;-;-;2128,07;-;-;1528,57;1528,57;27;3,9;1;14,29
"293200 Uauá";12;12;18000,00;14351,88;-;-;3648,12;-;-;1500,00;1500,00;35;2,9;2;16,67
"293210 Ubaíra";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;14;3,5;-;-
"293220 Ubaitaba";1;1;1516,00;1211,99;-;-;304,01;-;-;1516,00;1516,00;2;2,0;-;-
"293250 Una";8;8;11999,99;9567,92;-;-;2432,07;-;-;1500,00;1500,00;25;3,1;-;-
"293280 Utinga";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;13;4,3;-;-
"293290 Valença";29;29;351147,70;300526,61;-;-;50621,09;-;-;12108,54;12108,54;187;6,4;8;27,59
"293325 Vereda";5;5;7572,00;6051,95;-;-;1520,05;-;-;1514,40;1514,40;27;5,4;-;-
"293330 Vitória da Conquista";393;393;2269379,47;1925832,64;-;-;343546,83;-;-;5774,50;5774,50;3755;9,6;116;29,52
"293350 Wenceslau Guimarães";1;1;1508,00;1203,99;-;-;304,01;-;-;1508,00;1508,00;-;-;-;-
"310020 Abaeté";9;9;13728,66;10950,00;-;-;2778,66;-;-;1525,41;1525,41;53;5,9;1;11,11
"310110 Aimorés";29;29;44052,00;35235,71;-;-;8816,29;-;-;1519,03;1519,03;143;4,9;3;10,34
"310150 Além Paraíba";52;52;154666,75;129027,23;-;-;25639,52;-;-;2974,36;2974,36;307;5,9;7;13,46
"310160 Alfenas";62;62;326677,75;275830,50;-;-;50847,25;-;-;5269,00;5269,00;347;5,6;15;24,19
"310260 Andradas";2;2;3136,41;2528,39;-;-;608,02;-;-;1568,20;1568,20;4;2,0;-;-
"310350 Araguari";10;10;141538,09;121912,39;-;-;19625,70;-;-;14153,81;14153,81;75;7,5;3;30,00
"310375 Araporã";3;3;4949,23;4037,20;-;-;912,03;-;-;1649,74;1649,74;5;1,7;-;-
"310400 Araxá";9;9;14696,02;11959,93;-;-;2736,09;-;-;1632,89;1632,89;52;5,8;-;-
"310450 Arinos";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;7;3,5;-;-
"310490 Baependi";12;12;38904,64;32544,52;-;-;6360,12;-;-;3242,05;3242,05;73;6,1;-;-
"310560 Barbacena";21;21;48766,14;40381,38;-;-;8384,76;-;-;2322,20;2322,20;107;5,1;5;23,81
"310590 Barroso";14;14;21636,66;17337,95;-;-;4298,71;-;-;1545,48;1545,48;86;6,1;1;7,14
"310620 Belo Horizonte";1013;1013;6860335,18;5838518,53;-;-;1021816,65;-;-;6772,30;6772,30;10620;10,5;194;19,15
"310640 Belo Vale";5;5;7588,00;6067,95;-;-;1520,05;-;-;1517,60;1517,60;14;2,8;3;60,00
"310670 Betim";166;166;1598146,91;1358916,23;-;-;239230,68;-;-;9627,39;9627,39;1322;8,0;56;33,73
"310710 Boa Esperança";8;8;12100,30;9648,87;-;-;2451,43;-;-;1512,54;1512,54;49;6,1;2;25,00
"310730 Bocaiúva";8;8;12128,00;9695,92;-;-;2432,08;-;-;1516,00;1516,00;33;4,1;-;-
"310740 Bom Despacho";18;18;28359,19;22887,01;-;-;5472,18;-;-;1575,51;1575,51;87;4,8;1;5,56
"310800 Bom Sucesso";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;16;8,0;-;-
"310860 Brasília de Minas";25;25;109905,42;92338,57;-;-;17566,85;-;-;4396,22;4396,22;197;7,9;9;36,00
"310900 Brumadinho";20;20;30532,70;24425,41;-;-;6107,29;-;-;1526,63;1526,63;114;5,7;-;-
"310990 Caetanópolis";7;7;10556,00;8427,93;-;-;2128,07;-;-;1508,00;1508,00;19;2,7;-;-
"311000 Caeté";4;4;6982,76;5584,32;-;-;1398,44;-;-;1745,69;1745,69;8;2,0;-;-
"311060 Cambuí";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"311070 Cambuquira";2;2;3016,00;2407,98;-;-;608,02;-;-;1508,00;1508,00;4;2,0;-;-
"311090 Campanha";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;13;4,3;-;-
"311120 Campo Belo";30;30;88072,83;73720,32;-;-;14352,51;-;-;2935,76;2935,76;198;6,6;3;10,00
"311180 Canápolis";7;7;10596,00;8467,93;-;-;2128,07;-;-;1513,71;1513,71;28;4,0;-;-
"311230 Capelinha";4;4;6227,37;5011,33;-;-;1216,04;-;-;1556,84;1556,84;28;7,0;-;-
"311260 Capinópolis";2;2;3024,00;2415,98;-;-;608,02;-;-;1512,00;1512,00;12;6,0;-;-
"311330 Carangola";34;34;70015,58;57698,82;-;-;12316,76;-;-;2059,28;2059,28;179;5,3;1;2,94
"311340 Caratinga";20;20;32805,71;26663,59;-;-;6142,12;-;-;1640,29;1640,29;131;6,5;1;5,00
"311430 Carmo do Paranaíba";5;5;7587,75;6067,70;-;-;1520,05;-;-;1517,55;1517,55;14;2,8;-;-
"311460 Carrancas";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;1;0,5;-;-
"311510 Cássia";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;2;1,0;-;-
"311530 Cataguases";54;54;107694,70;91045,96;-;-;16648,74;-;-;1994,35;1994,35;365;6,8;13;24,07
"311580 Centralina";7;7;10500,00;8371,93;-;-;2128,07;-;-;1500,00;1500,00;16;2,3;-;-
"311710 Conceição da Aparecida";3;3;4508,00;3595,97;-;-;912,03;-;-;1502,67;1502,67;2;0,7;-;-
"311730 Conceição das Alagoas";2;2;3280,69;2664,93;-;-;615,76;-;-;1640,35;1640,35;14;7,0;1;50,00
"311770 Conceição do Rio Verde";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"311800 Congonhas";12;12;35958,14;29993,02;-;-;5965,12;-;-;2996,51;2996,51;150;12,5;-;-
"311830 Conselheiro Lafaiete";13;13;34442,02;30351,53;-;-;4090,49;-;-;2649,39;2649,39;138;10,6;2;15,38
"311840 Conselheiro Pena";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;18;3,6;-;-
"311860 Contagem";85;85;534888,17;452794,22;-;-;82093,95;-;-;6292,80;6292,80;712;8,4;15;17,65
"311940 Coronel Fabriciano";62;62;477007,24;406199,24;-;1048,91;69759,09;-;-;7693,67;7693,67;571;9,2;18;29,03
"312050 Cristina";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;5;5,0;-;-
"312080 Cruzília";5;5;7972,48;6421,47;-;-;1551,01;-;-;1594,50;1594,50;36;7,2;2;40,00
"312090 Curvelo";47;47;524654,10;448855,08;-;-;75799,02;-;-;11162,85;11162,85;422;9,0;17;36,17
"312160 Diamantina";16;16;40798,93;33789,56;-;-;7009,37;-;-;2549,93;2549,93;111;6,9;1;6,25
"312210 Divino das Laranjeiras";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;9;3,0;-;-
"312230 Divinópolis";65;65;291934,13;245999,57;-;-;45934,56;-;-;4491,29;4491,29;617;9,5;13;20,00
"312390 Entre Rios de Minas";9;9;14478,53;11738,57;-;-;2739,96;-;-;1608,73;1608,73;36;4,0;-;-
"312400 Ervália";6;6;9120,36;7273,08;-;-;1847,28;-;-;1520,06;1520,06;47;7,8;1;16,67
"312410 Esmeraldas";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;61;5,5;2;18,18
"312490 Eugenópolis";9;9;13620,00;10883,91;-;-;2736,09;-;-;1513,33;1513,33;39;4,3;-;-
"312510 Extrema";22;22;234486,01;200079,39;-;-;34406,62;-;-;10658,45;10658,45;150;6,8;8;36,36
"312560 Felisburgo";3;3;4596,00;3683,97;-;-;912,03;-;-;1532,00;1532,00;12;4,0;-;-
"312595 Fervedouro";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;12;6,0;-;-
"312610 Formiga";45;45;70187,05;56479,51;-;-;13707,54;-;-;1559,71;1559,71;242;5,4;2;4,44
"312670 Francisco Sá";6;6;9216,00;7391,94;-;-;1824,06;-;-;1536,00;1536,00;44;7,3;-;-
"312710 Frutal";6;6;9042,34;7218,28;-;-;1824,06;-;-;1507,06;1507,06;12;2,0;2;33,33
"312770 Governador Valadares";81;81;584919,44;501306,51;-;-;83612,93;-;-;7221,23;7221,23;721;8,9;13;16,05
"312800 Guanhães";5;5;7875,90;6355,85;-;-;1520,05;-;-;1575,18;1575,18;27;5,4;-;-
"312870 Guaxupé";7;7;11214,74;9086,67;-;-;2128,07;-;-;1602,11;1602,11;45;6,4;-;-
"312910 Gurinhatã";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;6;3,0;-;-
"313130 Ipatinga";173;173;1933797,10;1666463,32;-;-;267333,78;-;-;11178,02;11178,02;1947;11,3;59;34,10
"313170 Itabira";68;68;329972,64;278656,75;-;-;51315,89;-;-;4852,54;4852,54;546;8,0;14;20,59
"313190 Itabirito";8;8;12673,64;10241,56;-;-;2432,08;-;-;1584,20;1584,20;40;5,0;-;-
"313270 Itambacuri";10;10;15040,00;11999,90;-;-;3040,10;-;-;1504,00;1504,00;55;5,5;1;10,00
"313310 Itanhandu";21;21;31798,88;25414,67;-;-;6384,21;-;-;1514,23;1514,23;102;4,9;1;4,76
"313320 Itanhomi";24;24;36452,00;29155,76;-;-;7296,24;-;-;1518,83;1518,83;102;4,3;2;8,33
"313330 Itaobim";27;27;41244,60;32997,63;-;-;8246,97;-;-;1527,58;1527,58;105;3,9;-;-
"313380 Itaúna";26;26;44345,15;36171,12;-;-;8174,03;-;-;1705,58;1705,58;163;6,3;2;7,69
"313420 Ituiutaba";18;18;64653,08;53944,82;-;-;10708,26;-;-;3591,84;3591,84;176;9,8;2;11,11
"313440 Iturama";6;6;9127,00;7302,94;-;-;1824,06;-;-;1521,17;1521,17;25;4,2;-;-
"313460 Jaboticatubas";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"313505 Jaíba";2;2;3040,00;2431,98;-;-;608,02;-;-;1520,00;1520,00;4;2,0;1;50,00
"313510 Janaúba";26;26;296468,07;252633,55;-;-;43834,52;-;-;11402,62;11402,62;262;10,1;9;34,62
"313620 João Monlevade";49;49;98887,69;82615,20;-;-;16272,49;-;-;2018,12;2018,12;329;6,7;11;22,45
"313670 Juiz de Fora";357;357;1276291,36;1070173,91;-;-;206117,45;-;-;3575,05;3575,05;2735;7,7;33;9,24
"313700 Ladainha";11;11;17176,66;13789,98;-;-;3386,68;-;-;1561,51;1561,51;79;7,2;1;9,09
"313710 Lagamar";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;3;3,0;-;-
"313720 Lagoa da Prata";13;13;44721,21;37785,90;-;-;6935,31;-;-;3440,09;3440,09;114;8,8;-;-
"313760 Lagoa Santa";4;4;6183,94;4967,90;-;-;1216,04;-;-;1545,98;1545,98;23;5,8;-;-
"313770 Lajinha";2;2;3008,00;2399,98;-;-;608,02;-;-;1504,00;1504,00;5;2,5;-;-
"313820 Lavras";14;14;40093,24;33386,56;-;-;6706,68;-;-;2863,80;2863,80;98;7,0;1;7,14
"313840 Leopoldina";49;49;320274,49;272904,76;-;-;47369,73;-;-;6536,21;6536,21;426;8,7;2;4,08
"313920 Malacacheta";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;10;2,5;1;25,00
"313930 Manga";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;16;4,0;3;75,00
"313940 Manhuaçu";110;110;850731,76;726583,69;-;-;124148,07;-;-;7733,93;7733,93;977;8,9;27;24,55
"313950 Manhumirim";85;85;134682,36;108810,55;-;-;25871,81;-;-;1584,50;1584,50;434;5,1;7;8,24
"313960 Mantena";79;79;118776,00;94759,21;-;-;24016,79;-;-;1503,49;1503,49;210;2,7;2;2,53
"314000 Mariana";10;10;18543,94;15449,66;-;-;3094,28;-;-;1854,39;1854,39;74;7,4;-;-
"314070 Mateus Leme";14;14;23833,64;19134,88;-;-;4698,76;-;-;1702,40;1702,40;72;5,1;1;7,14
"314090 Matipó";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;16;2,0;-;-
"314150 Mendes Pimentel";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;16;5,3;-;-
"314160 Mercês";11;11;16644,00;13299,89;-;-;3344,11;-;-;1513,09;1513,09;13;1,2;1;9,09
"314180 Minas Novas";12;12;18504,36;14833,02;-;-;3671,34;-;-;1542,03;1542,03;52;4,3;1;8,33
"314200 Mirabela";2;2;3000,00;2391,98;-;-;608,02;-;-;1500,00;1500,00;-;-;-;-
"314220 Miraí";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;7;1,2;-;-
"314270 Montalvânia";12;12;18008,00;14359,88;-;-;3648,12;-;-;1500,67;1500,67;8;0,7;-;-
"314280 Monte Alegre de Minas";10;10;15024,00;11983,90;-;-;3040,10;-;-;1502,40;1502,40;27;2,7;-;-
"314310 Monte Carmelo";12;12;82696,16;69960,04;-;-;12736,12;-;-;6891,35;6891,35;89;7,4;1;8,33
"314330 Montes Claros";98;98;911884,48;777995,71;-;-;133888,77;-;-;9304,94;9304,94;875;8,9;31;31,63
"314350 Morada Nova de Minas";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;14;4,7;-;-
"314390 Muriaé";52;52;257118,58;216681,11;-;-;40437,47;-;-;4944,59;4944,59;269;5,2;4;7,69
"314480 Nova Lima";45;45;78806,03;63701,78;-;-;15104,25;-;-;1751,25;1751,25;247;5,5;-;-
"314520 Nova Serrana";4;4;32476,96;27595,72;-;-;4881,24;-;-;8119,24;8119,24;23;5,8;1;25,00
"314530 Novo Cruzeiro";11;11;16500,00;13155,89;-;-;3344,11;-;-;1500,00;1500,00;29;2,6;-;-
"314560 Oliveira";32;32;53539,11;43356,39;-;-;10182,72;-;-;1673,10;1673,10;135;4,2;-;-
"314600 Ouro Fino";33;33;49500,00;39467,67;-;-;10032,33;-;-;1500,00;1500,00;94;2,8;3;9,09
"314610 Ouro Preto";48;48;390617,30;334073,04;-;-;56544,26;-;-;8137,86;8137,86;424;8,8;13;27,08
"314630 Padre Paraíso";8;8;12112,00;9679,92;-;-;2432,08;-;-;1514,00;1514,00;29;3,6;-;-
"314710 Pará de Minas";11;11;226209,43;194467,15;-;-;31742,28;-;-;20564,49;20564,49;129;11,7;5;45,45
"314700 Paracatu";23;23;39555,89;32563,66;-;-;6992,23;-;-;1719,82;1719,82;166;7,2;-;-
"314770 Passa Tempo";1;1;1504,00;1199,99;-;-;304,01;-;-;1504,00;1504,00;-;-;-;-
"314750 Passabém";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"314790 Passos";39;39;457953,82;392621,08;-;-;65332,74;-;-;11742,41;11742,41;343;8,8;9;23,08
"314800 Patos de Minas";49;49;89973,82;74866,43;-;-;15107,39;-;-;1836,20;1836,20;279;5,7;9;18,37
"314810 Patrocínio";7;7;15719,57;13161,48;-;-;2558,09;-;-;2245,65;2245,65;48;6,9;1;14,29
"314860 Peçanha";18;18;27088,12;21608,20;-;-;5479,92;-;-;1504,90;1504,90;104;5,8;3;16,67
"314870 Pedra Azul";29;29;43861,08;34975,13;-;-;8885,95;-;-;1512,45;1512,45;175;6,0;11;37,93
"315120 Pirapora";19;19;30340,64;24541,71;-;-;5798,93;-;-;1596,88;1596,88;88;4,6;2;10,53
"315150 Piumhi";41;41;71335,69;58851,93;-;-;12483,76;-;-;1739,89;1739,89;157;3,8;2;4,88
"315180 Poços de Caldas";71;71;866864,49;746100,32;-;-;120764,17;-;-;12209,36;12209,36;652;9,2;19;26,76
"315200 Pompéu";20;20;30067,90;23987,70;-;-;6080,20;-;-;1503,39;1503,39;78;3,9;2;10,00
"315210 Ponte Nova";69;69;126847,06;103987,87;-;-;22859,19;-;-;1838,36;1838,36;527;7,6;7;10,14
"315220 Porteirinha";20;20;30240,00;24159,80;-;-;6080,20;-;-;1512,00;1512,00;116;5,8;-;-
"315240 Poté";9;9;13628,00;10891,91;-;-;2736,09;-;-;1514,22;1514,22;27;3,0;1;11,11
"315250 Pouso Alegre";76;76;412647,73;349492,45;-;-;63155,28;-;-;5429,58;5429,58;560;7,4;9;11,84
"315430 Resplendor";51;51;77829,04;62309,05;-;-;15519,99;-;-;1526,06;1526,06;226;4,4;5;9,80
"315460 Ribeirão das Neves";25;25;37905,62;30293,76;-;-;7611,86;-;-;1516,22;1516,22;98;3,9;1;4,00
"315570 Rio Piracicaba";5;5;7500,00;5979,95;-;-;1520,05;-;-;1500,00;1500,00;221;44,2;1;20,00
"315580 Rio Pomba";10;10;15206,30;12135,90;-;-;3070,40;-;-;1520,63;1520,63;33;3,3;3;30,00
"315670 Sabará";41;41;62719,96;50116,23;-;-;12603,73;-;-;1529,76;1529,76;234;5,7;1;2,44
"315690 Sacramento";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;1;1,0;-;-
"315700 Salinas";19;19;28696,85;22920,66;-;-;5776,19;-;-;1510,36;1510,36;81;4,3;1;5,26
"315710 Salto da Divisa";5;5;7628,00;6107,95;-;-;1520,05;-;-;1525,60;1525,60;13;2,6;3;60,00
"315720 Santa Bárbara";12;12;18136,00;14487,88;-;-;3648,12;-;-;1511,33;1511,33;27;2,3;-;-
"315780 Santa Luzia";102;102;529490,00;444613,44;-;-;84876,56;-;-;5191,08;5191,08;883;8,7;17;16,67
"315790 Santa Margarida";17;17;25508,00;20339,83;-;-;5168,17;-;-;1500,47;1500,47;27;1,6;-;-
"315820 Santa Maria do Suaçuí";24;24;36000,00;28703,76;-;-;7296,24;-;-;1500,00;1500,00;54;2,3;1;4,17
"315960 Santa Rita do Sapucaí";3;3;36868,51;32094,08;-;-;4774,43;-;-;12289,50;12289,50;27;9,0;1;33,33
"316070 Santos Dumont";12;12;18233,85;14585,73;-;-;3648,12;-;-;1519,49;1519,49;42;3,5;1;8,33
"316100 São Domingos do Prata";3;3;4652,00;3739,97;-;-;912,03;-;-;1550,67;1550,67;19;6,3;-;-
"316110 São Francisco";11;11;16727,90;13383,79;-;-;3344,11;-;-;1520,72;1520,72;23;2,1;1;9,09
"316200 São Gonçalo do Sapucaí";5;5;7548,00;6027,95;-;-;1520,05;-;-;1509,60;1509,60;11;2,2;-;-
"316240 São João da Ponte";22;22;33822,12;27133,90;-;-;6688,22;-;-;1537,37;1537,37;74;3,4;-;-
"316250 São João del Rei";6;6;109055,76;93449,19;-;-;15606,57;-;-;18175,96;18175,96;49;8,2;2;33,33
"316280 São João Evangelista";11;11;16564,00;13219,89;-;-;3344,11;-;-;1505,82;1505,82;51;4,6;1;9,09
"316370 São Lourenço";61;61;407141,39;344956,03;-;-;62185,36;-;-;6674,45;6674,45;387;6,3;15;24,59
"316470 São Sebastião do Paraíso";82;82;221288,02;188303,63;-;-;32984,39;-;-;2698,63;2698,63;741;9,0;17;20,73
"316570 Senador Firmino";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"316680 Serra do Salitre";4;4;6040,00;4823,96;-;-;1216,04;-;-;1510,00;1510,00;16;4,0;-;-
"316720 Sete Lagoas";10;10;23413,49;20262,60;-;-;3150,89;-;-;2341,35;2341,35;130;13,0;1;10,00
"316800 Taiobeiras";11;11;16542,03;13197,92;-;-;3344,11;-;-;1503,82;1503,82;47;4,3;1;9,09
"316840 Tarumirim";8;8;12000,00;9567,92;-;-;2432,08;-;-;1500,00;1500,00;26;3,3;1;12,50
"316860 Teófilo Otoni";119;119;502373,54;428639,48;-;-;73734,06;-;-;4221,63;4221,63;717;6,0;25;21,01
"316870 Timóteo";57;57;104013,48;86086,47;-;-;17927,01;-;-;1824,80;1824,80;361;6,3;1;1,75
"316935 Três Marias";7;7;10580,00;8451,93;-;-;2128,07;-;-;1511,43;1511,43;11;1,6;-;-
"316940 Três Pontas";30;30;171780,57;145383,27;-;-;26397,30;-;-;5726,02;5726,02;164;5,5;6;20,00
"316970 Turmalina";10;10;15208,12;12160,28;-;-;3047,84;-;-;1520,81;1520,81;43;4,3;1;10,00
"316990 Ubá";83;83;666540,20;567840,65;-;-;98699,55;-;-;8030,60;8030,60;509;6,1;23;27,71
"317010 Uberaba";35;35;65903,33;55182,19;-;-;10721,14;-;-;1882,95;1882,95;223;6,4;2;5,71
"317020 Uberlândia";275;275;1401872,21;1195096,11;-;-;206776,10;-;-;5097,72;5097,72;2379;8,7;33;12,00
"317070 Varginha";37;37;250778,36;212415,79;-;-;38362,57;-;-;6777,79;6777,79;344;9,3;4;10,81
"317090 Varzelândia";2;2;3048,00;2439,98;-;-;608,02;-;-;1524,00;1524,00;6;3,0;-;-
"317100 Vazante";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"317120 Vespasiano";38;38;58061,64;46509,26;-;-;11552,38;-;-;1527,94;1527,94;217;5,7;9;23,68
"317130 Viçosa";5;5;22153,00;19069,94;-;-;3083,06;-;-;4430,60;4430,60;51;10,2;-;-
"317200 Visconde do Rio Branco";50;50;107448,91;87841,41;-;-;19607,50;-;-;2148,98;2148,98;218;4,4;7;14,00
"320010 Afonso Cláudio";8;8;12185,37;9753,29;-;-;2432,08;-;-;1523,17;1523,17;41;5,1;-;-
"320040 Anchieta";32;32;48048,00;38319,68;-;-;9728,32;-;-;1501,50;1501,50;58;1,8;3;9,38
"320080 Baixo Guandu";8;8;13067,49;10635,41;-;-;2432,08;-;-;1633,44;1633,44;54;6,8;1;12,50
"320120 Cachoeiro de Itapemirim";153;153;602449,92;506283,52;-;-;96166,40;-;-;3937,58;3937,58;919;6,0;17;11,11
"320130 Cariacica";5;5;9808,88;7847,65;-;-;1961,23;-;-;1961,78;1961,78;158;31,6;-;-
"320150 Colatina";23;23;283545,07;242632,75;-;-;40912,32;-;-;12328,05;12328,05;186;8,1;6;26,09
"320190 Domingos Martins";13;13;19869,19;15917,09;-;-;3952,10;-;-;1528,40;1528,40;38;2,9;1;7,69
"320230 Guaçuí";43;43;410905,82;351476,85;-;-;59428,97;-;-;9555,95;9555,95;369;8,6;3;6,98
"320245 Ibatiba";6;6;9138,80;7314,74;-;-;1824,06;-;-;1523,13;1523,13;14;2,3;-;-
"320280 Itapemirim";39;39;120567,31;101940,30;-;-;18627,01;-;-;3091,47;3091,47;484;12,4;7;17,95
"320300 Iúna";15;15;22796,24;18220,61;-;-;4575,63;-;-;1519,75;1519,75;38;2,5;2;13,33
"320310 Jerônimo Monteiro";17;17;26754,40;21563,01;-;-;5191,39;-;-;1573,79;1573,79;104;6,1;3;17,65
"320316 Laranja da Terra";4;4;6000,00;4783,96;-;-;1216,04;-;-;1500,00;1500,00;12;3,0;-;-
"320320 Linhares";94;94;666510,54;564592,95;-;-;101917,59;-;-;7090,54;7090,54;838;8,9;24;25,53
"320350 Montanha";4;4;6008,00;4791,96;-;-;1216,04;-;-;1502,00;1502,00;16;4,0;-;-
"320360 Mucurici";1;1;1500,00;1195,99;-;-;304,01;-;-;1500,00;1500,00;2;2,0;-;-
"320390 Nova Venécia";17;17;25922,25;20754,08;-;-;5168,17;-;-;1524,84;1524,84;71;4,2;1;5,88
"320455 Santa Maria de Jetibá";6;6;9000,00;7175,94;-;-;1824,06;-;-;1500,00;1500,00;19;3,2;-;-
"320490 São Mateus";54;54;319286,08;270352,85;-;-;48933,23;-;-;5912,71;5912,71;473;8,8;11;20,37
"320500 Serra";363;363;3826417,32;3301153,06;-;-;525264,26;-;-;10541,09;10541,09;4672;12,9;145;39,94
"320503 Vargem Alta";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;10;3,3;-;-
"320506 Venda Nova do Imigrante";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;4;1,3;-;-
"320520 Vila Velha";264;264;1206401,82;1020631,02;-;-;185770,80;-;-;4569,70;4569,70;2730;10,3;42;15,91
"320530 Vitória";91;91;480829,95;412569,06;-;-;68260,89;-;-;5283,85;5283,85;1056;11,6;15;16,48
"330010 Angra dos Reis";82;82;126941,44;101946,83;-;-;24994,61;-;-;1548,07;1548,07;566;6,9;2;2,44
"330015 Aperibé";3;3;4500,00;3587,97;-;-;912,03;-;-;1500,00;1500,00;23;7,7;-;-
"330020 Araruama";8;8;48856,43;41407,15;-;-;7449,28;-;-;6107,05;6107,05;80;10,0;2;25,00
"330023 Armação dos Búzios";18;18;27895,95;22423,77;-;-;5472,18;-;-;1549,78;1549,78;94;5,2;2;11,11
"330030 Barra do Piraí";32;32;48858,78;39114,98;-;-;9743,80;-;-;1526,84;1526,84;74;2,3;5;15,63
"330040 Barra Mansa";87;87;138385,12;111591,79;-;-;26793,33;-;-;1590,63;1590,63;540;6,2;17;19,54
"330045 Belford Roxo";267;267;435394,17;354223,50;-;-;81170,67;-;-;1630,69;1630,69;1903;7,1;45;16,85
"330060 Bom Jesus do Itabapoana";130;130;812689,64;689124,44;-;-;123565,20;-;-;6251,46;6251,46;795;6,1;33;25,38
"330070 Cabo Frio";28;28;51082,37;42423,03;-;-;8659,34;-;-;1824,37;1824,37;191;6,8;10;35,71
"330100 Campos dos Goytacazes";224;224;1159973,79;995980,09;-;-;163993,70;-;-;5178,45;5178,45;2125;9,5;74;33,04
"330120 Carmo";26;26;39600,59;31696,33;-;-;7904,26;-;-;1523,10;1523,10;118;4,5;-;-
"330130 Casimiro de Abreu";37;37;57949,16;46620,00;-;-;11329,16;-;-;1566,19;1566,19;226;6,1;4;10,81
"330140 Conceição de Macabu";12;12;18000,00;14351,88;-;-;3648,12;-;-;1500,00;1500,00;136;11,3;6;50,00
"330150 Cordeiro";15;15;24371,72;19811,57;-;-;4560,15;-;-;1624,78;1624,78;49;3,3;2;13,33
"330170 Duque de Caxias";596;596;1154021,56;949777,27;-;-;204244,29;-;-;1936,28;1936,28;2854;4,8;149;25,00
"330185 Guapimirim";32;32;55908,35;46098,80;-;-;9809,55;-;-;1747,14;1747,14;226;7,1;9;28,13
"330190 Itaboraí";63;63;101020,94;81227,32;-;-;19793,62;-;-;1603,51;1603,51;516;8,2;26;41,27
"330220 Itaperuna";20;20;153577,45;132581,58;-;-;20995,87;-;-;7678,87;7678,87;266;13,3;12;60,00
